sales_id,book_id,store_id,time_id,sales_amount,quantity
2372,5602,801,3459,2805,1700
2373,5616,803,3373,2442,1480
2374,5591,827,2799,1702.8,860
2375,5621,803,3763,3682.8,1860
2376,5625,830,3102,316.8,160
2377,5581,821,2520,429,260
2378,5622,811,2556,3927,1700
2379,5575,807,2574,5016,1900
2380,5597,812,2872,3742.2,1260
2381,5593,823,2493,2171.4,940
2382,5580,827,2627,231,100
2383,5578,799,3367,3366,1700
2384,5623,820,2168,792,480
2385,5599,820,2315,3379.2,1280
2386,5610,828,2852,5596.8,2120
2387,5576,799,3901,5108.4,1720
2388,5552,829,2686,2970,1000
2389,5578,828,3243,231,140
2390,5558,806,3590,1386,840
2391,5553,810,2238,2706,1640
2392,5631,806,2461,2851.2,960
2393,5605,824,3736,2435.4,820
2394,5586,828,2326,910.8,460
2395,5584,802,2279,3207.6,1620
2396,5570,822,2625,2587.2,1120
2397,5571,817,2206,475.2,160
2398,5633,815,2985,4758.6,2060
2399,5569,810,2345,5227.2,1980
2400,5621,808,3452,1003.2,380
2401,5627,820,3604,2851.2,960
2402,5629,804,2913,4514.4,2280
2403,5611,813,3902,4250.4,1840
2404,5557,828,3654,792,400
2405,5565,825,3094,4065.6,1760
2406,5551,802,3263,5346,1800
2407,5579,810,2047,3432,1300
2408,5584,814,3876,3267,1100
2409,5557,805,2741,1914,1160
2410,5626,802,2362,2970,1500
2411,5561,804,2971,4527.6,1960
2412,5617,813,3908,3432,1300
2413,5555,825,3574,1821.6,920
2414,5608,820,2510,3220.8,1220
2415,5563,817,2601,1755.6,760
2416,5619,823,3127,990,500
2417,5595,806,2976,3029.4,1020
2418,5566,816,2908,3504.6,1180
2419,5603,823,3615,1960.2,660
2420,5572,802,3640,5491.2,2080
2421,5574,820,2146,1339.8,580
2422,5563,826,2244,4910.4,1860
2423,5614,826,3352,165,100
2424,5570,829,2191,990,500
2425,5554,823,3919,2541,1100
2426,5597,799,2924,3696,1400
2427,5633,828,3421,3326.4,1440
2428,5552,816,3245,2838,1720
2429,5633,826,2541,5524.2,1860
2430,5583,814,2519,3841.2,1940
2431,5593,824,2115,2257.2,760
2432,5595,800,3319,1617,700
2433,5628,827,3848,1003.2,380
2434,5620,802,3079,2244,1360
2435,5631,824,2616,5332.8,2020
2436,5574,808,2360,2415.6,1220
2437,5583,800,3852,3597,2180
2438,5595,804,3515,5082,2200
2439,5566,821,2080,950.4,360
2440,5633,801,2601,1722.6,580
2441,5606,828,3186,752.4,380
2442,5598,827,3867,2970,1500
2443,5591,826,3155,2270.4,860
2444,5559,820,2138,831.6,280
2445,5568,823,3506,1636.8,620
2446,5624,829,2865,1782,1080
2447,5576,801,2597,1386,700
2448,5561,803,3342,3590.4,1360
2449,5550,804,2098,4692.6,1580
2450,5594,817,3556,3207.6,1080
2451,5600,809,2241,3009.6,1140
2452,5624,819,2556,2805,1700
2453,5585,798,3165,2257.2,760
2454,5567,809,2936,924,400
2455,5616,810,2459,5940,2000
2456,5597,813,2292,1940.4,980
2457,5577,805,3264,877.8,380
2458,5577,805,2768,2046,1240
2459,5616,801,2723,1636.8,620
2460,5583,825,3421,2270.4,860
2461,5626,812,2681,3603.6,1820
2462,5619,806,2533,3095.4,1340
2463,5599,827,2916,2098.8,1060
2464,5607,827,2417,1062.6,460
2465,5561,821,2714,1623.6,820
2466,5576,819,3695,924,560
2467,5577,807,2086,4474.8,2260
2468,5561,799,3489,2653.2,1340
2469,5563,830,3526,5464.8,1840
2470,5556,809,3545,1815,1100
2471,5562,804,3095,1201.2,520
2472,5605,821,2709,508.2,220
2473,5605,814,3138,2679.6,1160
2474,5596,800,3756,2587.2,980
2475,5554,826,3008,1603.8,540
2476,5572,801,2671,4666.2,2020
2477,5623,801,2900,4435.2,1680
2478,5611,817,2961,3564,2160
2479,5585,813,3497,2244,1360
2480,5613,817,3441,3009.6,1520
2481,5613,813,3237,4250.4,1840
2482,5629,824,2248,3445.2,1740
2483,5633,816,3358,2937,1780
2484,5579,822,2703,3366,2040
2485,5614,803,2627,1861.2,940
2486,5568,809,3358,1366.2,460
2487,5618,804,3913,4851,2100
2488,5590,807,2743,3168,1920
2489,5597,820,3833,1716,1040
2490,5584,827,2254,2310,1400
2491,5625,821,2349,1386,840
2492,5582,828,3888,2145,1300
2493,5623,802,2818,4224,1600
2494,5566,825,3972,693,300
2495,5582,811,2438,2263.8,980
2496,5568,818,2551,3880.8,1680
2497,5562,813,2482,1821.6,920
2498,5614,802,3569,1016.4,440
2499,5584,815,2715,158.4,80
2500,5614,804,2973,7009.2,2360
2501,5579,820,2504,2871,1740
2502,5614,806,2968,1551,940
2503,5626,818,2793,462,280
2504,5629,826,2691,4593.6,1740
2505,5575,819,2250,2838,1720
2506,5550,805,3059,5702.4,2160
2507,5593,803,2327,7009.2,2360
2508,5604,804,2255,2791.8,940
2509,5595,803,2128,2263.8,980
2510,5581,806,3428,2673,900
2511,5551,815,2568,2574,1560
2512,5596,803,3982,2679.6,1160
2513,5593,820,2683,6296.4,2120
2514,5555,807,2918,4540.8,1720
2515,5600,824,3310,3234,1400
2516,5576,806,2349,1940.4,840
2517,5596,808,2156,5227.2,1760
2518,5587,808,3900,1544.4,780
2519,5604,799,2011,2079,700
2520,5631,825,2862,2059.2,1040
2521,5592,813,3663,1584,600
2522,5569,805,3976,3009.6,1520
2523,5613,819,2086,356.4,180
2524,5602,830,3047,2587.2,980
2525,5606,803,3047,2310,1000
2526,5610,806,2675,3590.4,1360
2527,5554,799,2818,4804.8,1820
2528,5566,830,2002,3207.6,1620
2529,5610,798,2253,3418.8,1480
2530,5619,823,2589,1069.2,540
2531,5602,815,2655,712.8,240
2532,5551,799,2023,3696,1600
2533,5614,816,3885,264,160
2534,5624,814,2126,1485,500
2535,5620,814,3547,1056,640
2536,5610,813,2375,4276.8,1620
2537,5577,814,2110,2851.2,1440
2538,5572,803,3585,2448.6,1060
2539,5633,818,2828,4851,2100
2540,5550,816,3838,6534,2200
2541,5596,805,3345,6415.2,2160
2542,5567,827,3256,4171.2,1580
2543,5613,829,3750,6124.8,2320
2544,5580,829,3801,3003,1820
2545,5578,827,3032,772.2,260
2546,5572,819,2529,3009.6,1140
2547,5632,800,2730,2679.6,1160
2548,5554,802,3391,1617,700
2549,5621,818,2184,1452,880
2550,5567,799,3601,3834.6,1660
2551,5606,830,2658,1617,700
2552,5587,819,2644,2006.4,760
2553,5614,815,2952,6712.2,2260
2554,5620,826,3180,1524.6,660
2555,5600,830,2826,1128.6,380
2556,5626,828,2320,4118.4,1560
2557,5601,819,2319,1122,680
2558,5593,814,3115,3729,2260
2559,5555,825,2259,2851.2,1440
2560,5611,805,3925,2448.6,1060
2561,5623,810,3709,2732.4,920
2562,5614,824,3505,2910.6,980
2563,5581,819,2106,3326.4,1120
2564,5617,798,3059,6771.6,2280
2565,5613,812,2907,4118.4,2080
2566,5596,815,3741,1900.8,960
2567,5587,804,2370,3927,1700
2568,5620,801,3755,5497.8,2380
2569,5578,807,2025,2673,1620
2570,5615,810,3707,1320,800
2571,5576,828,2087,4237.2,2140
2572,5617,804,2463,3286.8,1660
2573,5601,804,2403,4276.8,1620
2574,5574,812,2875,6237,2100
2575,5612,808,3246,6534,2200
2576,5567,804,2985,4573.8,1980
2577,5600,824,3794,594,300
2578,5611,829,3890,5068.8,1920
2579,5566,809,2097,1122,680
2580,5631,825,3839,2937,1780
2581,5618,821,3701,4646.4,1760
2582,5568,820,3627,1531.2,580
2583,5574,806,2451,2508,1520
2584,5551,829,3531,1122,680
2585,5573,808,2888,3385.8,1140
2586,5624,803,2492,4910.4,1860
2587,5598,827,3770,2217.6,840
2588,5602,813,3095,3141.6,1360
2589,5621,810,3800,415.8,180
2590,5629,809,3726,2554.2,860
2591,5576,815,3030,1009.8,340
2592,5553,823,2462,2270.4,860
2593,5567,801,2741,3801.6,1920
2594,5556,816,2113,2904,1760
2595,5573,822,3029,1306.8,440
2596,5607,822,2829,2211,1340
2597,5622,798,2009,4692.6,1580
2598,5554,821,2501,1531.2,580
2599,5558,804,3518,924,560
2600,5573,802,2294,4336.2,1460
2601,5619,801,3148,316.8,120
2602,5574,822,2974,3247.2,1640
2603,5588,800,2876,4171.2,1580
2604,5614,828,2758,2732.4,1380
2605,5557,814,2550,330,200
2606,5618,798,2760,475.2,160
2607,5562,814,2572,2013,1220
2608,5602,826,3307,3385.8,1140
2609,5586,799,3059,3273.6,1240
2610,5626,811,2916,2211,1340
2611,5578,820,3883,1148.4,580
2612,5620,798,2161,5438.4,2060
2613,5622,811,3004,580.8,220
2614,5605,815,3367,1089,660
2615,5571,806,3370,4752,1800
2616,5624,808,3866,4514.4,2280
2617,5603,823,2586,2838,1720
2618,5563,827,3449,2970,1000
2619,5562,803,3328,5405.4,1820
2620,5596,799,2674,1386,840
2621,5574,828,2225,4712.4,2380
2622,5615,820,2060,1386,700
2623,5563,802,3565,1821.6,920
2624,5607,810,3443,5266.8,2280
2625,5588,817,3867,1056,640
2626,5570,803,2688,363,220
2627,5621,830,3632,1419,860
2628,5560,811,3481,4019.4,1740
2629,5628,828,2447,2692.8,1020
2630,5570,825,3494,3748.8,1420
2631,5629,801,3479,4158,2100
2632,5596,824,3323,2356.2,1020
2633,5613,805,3104,957,580
2634,5613,830,3612,3682.8,1240
2635,5606,810,2984,4395.6,2220
2636,5562,823,3592,1452,880
2637,5581,807,2061,3465,2100
2638,5634,818,3374,1584,800
2639,5608,807,2183,4712.4,2040
2640,5556,813,3255,3979.8,1340
2641,5566,799,3581,5121.6,1940
2642,5587,806,2472,5280,2000
2643,5631,815,2394,5860.8,2220
2644,5623,819,2745,369.6,160
2645,5605,822,2469,1980,1200
2646,5626,802,3288,6058.8,2040
2647,5610,820,3746,2125.2,920
2648,5594,826,3839,4758.6,2060
2649,5581,816,3731,686.4,260
2650,5595,806,2973,3762,2280
2651,5596,806,3655,475.2,160
2652,5621,813,3367,435.6,220
2653,5598,817,2763,4474.8,2260
2654,5566,814,3847,653.4,220
2655,5607,829,2475,2970,1000
2656,5552,815,2459,1425.6,540
2657,5630,799,3584,825,500
2658,5582,800,2955,1108.8,480
2659,5602,798,2578,4356,2200
2660,5551,816,2073,2541,1100
2661,5610,826,2310,1108.8,420
2662,5562,819,3471,3498,2120
2663,5595,819,3458,4435.2,1920
2664,5557,801,3379,2811.6,1420
2665,5598,830,3319,3801.6,1920
2666,5623,805,2769,3795,2300
2667,5607,818,3530,4666.2,2020
2668,5613,811,2085,3762,1900
2669,5581,811,2438,3861,1300
2670,5583,822,3058,6415.2,2160
2671,5609,827,3574,5649.6,2140
2672,5587,824,2236,4620,2000
2673,5628,819,2033,633.6,320
2674,5583,798,3458,4752,1600
2675,5604,816,3766,1016.4,440
2676,5623,799,2180,2270.4,860
2677,5616,821,3978,2673,1620
2678,5627,820,2943,6237,2100
2679,5601,818,3097,4224,1600
2680,5575,826,2691,990,500
2681,5625,813,3147,2263.8,980
2682,5570,828,2582,475.2,240
2683,5577,824,3208,2098.8,1060
2684,5589,819,3165,6652.8,2240
2685,5622,814,2979,3623.4,1220
2686,5586,826,3693,1425.6,540
2687,5556,819,3866,5438.4,2060
2688,5604,829,3285,2772,1400
2689,5603,818,2306,2376,1200
2690,5616,816,2522,2079,1260
2691,5614,815,2955,5596.8,2120
2692,5634,829,2064,3405.6,1720
2693,5628,828,3778,2376,1440
2694,5576,825,3303,528,320
2695,5564,817,3718,369.6,140
2696,5613,822,3210,4514.4,2280
2697,5625,812,2485,2171.4,940
2698,5578,820,2350,4692.6,1580
2699,5619,819,3091,3696,1400
2700,5621,806,2970,3801.6,1920
2701,5558,808,3055,2032.8,880
2702,5598,799,3175,3267,1100
2703,5564,814,2026,772.2,260
2704,5621,814,3242,4012.8,1520
2705,5570,823,2520,198,120
2706,5570,798,3522,877.8,380
2707,5598,817,3377,5649.6,2140
2708,5570,830,3637,2323.2,880
2709,5567,829,3466,3597,2180
2710,5623,812,2562,1485,500
2711,5602,823,2512,2435.4,820
2712,5597,830,3639,1108.8,480
2713,5604,815,3392,7068.6,2380
2714,5593,808,2527,1663.2,840
2715,5608,814,2682,554.4,240
2716,5599,804,2223,3742.2,1620
2717,5627,800,2020,693,420
2718,5606,819,2814,534.6,180
2719,5595,807,3711,4851,2100
2720,5570,822,3616,1524.6,660
2721,5588,801,3342,2263.8,980
2722,5574,815,2887,4692.6,1580
2723,5632,808,3674,1419,860
2724,5578,829,2582,673.2,340
2725,5552,805,2335,693,300
2726,5579,813,2991,1663.2,840
2727,5629,825,3355,3379.2,1280
2728,5633,802,3393,871.2,440
2729,5550,827,2232,772.2,260
2730,5610,806,2172,2032.8,880
2731,5556,805,2808,772.2,260
2732,5562,809,2620,5702.4,1920
2733,5550,818,2161,3445.2,1160
2734,5620,802,3711,3088.8,1040
2735,5590,802,2934,561,340
2736,5601,823,2668,277.2,140
2737,5574,811,3276,3537.6,1340
2738,5559,827,2478,2970,1000
2739,5568,814,2117,3564,1200
2740,5585,802,2229,1603.8,540
2741,5609,828,3616,1689.6,640
2742,5557,804,3406,3597,2180
2743,5558,801,3543,4356,2200
2744,5607,816,2706,4712.4,2380
2745,5554,798,2289,1155,500
2746,5591,814,2265,2970,1000
2747,5616,808,3788,3742.2,1260
2748,5574,819,3164,316.8,120
2749,5597,822,2483,2442,1480
2750,5558,827,2006,6593.4,2220
2751,5629,805,3261,3009.6,1520
2752,5578,808,3378,5808,2200
2753,5566,806,2374,4554,2300
2754,5599,829,3421,2310,1400
2755,5554,828,2005,2653.2,1340
2756,5559,811,3463,1663.2,560
2757,5590,828,2083,2508,1520
2758,5603,821,3196,2956.8,1280
2759,5618,827,2622,422.4,160
2760,5552,798,3052,5860.8,2220
2761,5559,826,2981,475.2,240
2762,5592,804,2391,1108.8,420
2763,5618,818,3286,831.6,420
2764,5603,830,3367,4943.4,2140
2765,5564,820,2070,3623.4,1220
2766,5581,821,3209,264,100
2767,5627,806,2046,1432.2,620
2768,5629,803,2809,4699.2,1780
2769,5607,811,2631,3801.6,1440
2770,5634,826,3229,4573.8,1980
2771,5628,798,2924,2217.6,840
2772,5554,803,2589,1386,700
2773,5563,806,2445,132,80
2774,5630,814,2424,4943.4,2140
2775,5560,829,3986,3682.8,1240
2776,5599,820,2833,435.6,220
2777,5616,809,2776,415.8,180
2778,5614,814,3872,1023,620
2779,5561,818,3671,5405.4,1820
2780,5621,803,3286,6296.4,2120
2781,5617,811,2609,3385.8,1140
2782,5625,810,2362,3663,2220
2783,5603,820,3922,2323.2,880
2784,5560,820,3105,3524.4,1780
2785,5606,807,2766,2296.8,1160
2786,5631,830,3928,4851,2100
2787,5625,802,2503,2937,1780
2788,5562,803,3642,2277,1380
2789,5553,821,2401,415.8,180
2790,5612,798,3449,4019.4,1740
2791,5597,829,2065,2818.2,1220
2792,5624,819,2590,6296.4,2120
2793,5622,799,2294,1306.8,660
2794,5586,820,2585,4217.4,1420
2795,5622,800,3527,5702.4,1920
2796,5631,819,3209,1161.6,440
2797,5626,816,2403,3920.4,1320
2798,5565,812,2718,2851.2,960
2799,5607,808,2658,5761.8,1940
2800,5630,819,2181,5913.6,2240
2801,5579,807,2453,4481.4,1940
2802,5578,803,3347,3504.6,1180
2803,5557,817,2654,3003,1300
2804,5634,827,3464,2745.6,1040
2805,5594,813,2716,3722.4,1880
2806,5617,830,2579,825,500
2807,5593,818,2536,2732.4,1380
2808,5604,804,3110,4296.6,1860
2809,5616,820,3554,4250.4,1840
2810,5623,803,2056,580.8,220
2811,5559,810,2899,1425.6,540
2812,5581,816,2484,792,400
2813,5573,806,3062,528,320
2814,5580,826,3915,2956.8,1120
2815,5605,813,3483,4857.6,1840
2816,5598,810,2280,2732.4,1380
2817,5607,828,3000,3003,1820
2818,5577,798,3026,534.6,180
2819,5588,813,2034,4989.6,1680
2820,5587,828,2859,3880.8,1680
2821,5580,819,3102,792,400
2822,5577,803,2208,3920.4,1320
2823,5610,827,2634,5108.4,1720
2824,5588,798,3384,6534,2200
2825,5562,820,3373,1980,1200
2826,5604,827,2230,1623.6,820
2827,5595,825,2380,3537.6,1340
2828,5581,813,3675,3504.6,1180
2829,5593,808,3259,462,200
2830,5618,802,2792,759,460
2831,5582,821,2265,3069,1860
2832,5611,820,2089,6230.4,2360
2833,5558,820,3668,3234,1960
2834,5556,800,2916,3603.6,1560
2835,5623,814,2557,1247.4,420
2836,5609,809,3830,2864.4,1240
2837,5617,821,3990,1755.6,760
2838,5564,804,2987,3663,2220
2839,5577,808,2396,4276.8,1620
2840,5614,818,2109,2006.4,760
2841,5554,817,2688,3009.6,1520
2842,5574,818,2974,2508,1520
2843,5571,830,2921,2541,1540
2844,5552,815,3149,2019.6,680
2845,5576,812,3518,4224,1600
2846,5578,806,2915,4593.6,2320
2847,5575,801,2827,1372.8,520
2848,5626,818,3406,3762,1900
2849,5599,800,3751,3220.8,1220
2850,5602,830,2410,3148.2,1060
2851,5569,813,3132,3861,1300
2852,5562,810,2429,4065.6,1540
2853,5553,809,3228,475.2,180
2854,5602,827,2920,1089,660
2855,5608,818,2632,4672.8,2360
2856,5610,809,2565,792,400
2857,5578,828,3454,4989.6,1680
2858,5601,799,2676,264,160
2859,5600,800,3034,2178,1320
2860,5574,812,3430,4672.8,2360
2861,5597,816,2580,831.6,360
2862,5554,817,3796,561,340
2863,5604,809,3441,4989.6,1680
2864,5615,829,3217,3762,1900
2865,5615,802,2656,686.4,260
2866,5630,812,2090,1287,780
2867,5565,829,2807,2178,1100
2868,5626,825,2592,5860.8,2220
2869,5588,827,2375,825,500
2870,5564,822,3558,4012.8,1520
2871,5605,815,2344,858,520
2872,5596,798,3972,1900.8,720
2873,5551,798,3330,5880.6,1980
2874,5590,825,3233,2019.6,1020
2875,5605,815,3178,5167.8,1740
2876,5632,824,3353,3379.2,1280
2877,5594,805,2272,877.8,380
2878,5597,807,2419,2428.8,920
2879,5569,802,3484,2956.8,1280
2880,5609,800,3381,831.6,420
2881,5627,827,2268,3062.4,1160
2882,5623,816,3247,3696,2240
2883,5562,802,3881,5761.8,1940
2884,5601,821,2258,6355.8,2140
2885,5574,800,2161,6296.4,2120
2886,5633,806,3404,6593.4,2220
2887,5586,823,3365,1016.4,440
2888,5625,813,3837,5286.6,1780
2889,5632,810,3860,1960.2,660
2890,5558,830,2264,4342.8,1880
2891,5618,801,2310,1742.4,660
2892,5617,829,3259,2310,1400
2893,5603,802,3522,1306.8,660
2894,5550,816,3100,4224,1600
2895,5591,807,3074,1293.6,560
2896,5583,813,2146,3088.8,1560
2897,5625,814,2737,5702.4,1920
2898,5600,827,3157,2178,1100
2899,5560,815,2587,594,300
2900,5582,814,2277,3379.2,1280
2901,5620,807,3527,3445.2,1740
2902,5621,814,2666,2263.8,980
2903,5617,819,3305,2059.2,780
2904,5573,801,2061,2692.8,1020
2905,5609,819,3211,158.4,80
2906,5607,830,2381,1881,1140
2907,5598,808,2364,1128.6,380
2908,5623,818,3870,1155,500
2909,5568,829,2046,4435.2,1680
2910,5554,830,2084,3465,1500
2911,5586,824,3765,3537.6,1340
2912,5555,824,3630,2587.2,980
2913,5586,828,2230,4692.6,1580
2914,5591,813,3052,5049,1700
2915,5590,808,2466,3920.4,1980
2916,5559,806,2154,739.2,320
2917,5608,801,3637,3696,1600
2918,5618,814,2687,462,280
2919,5600,799,2213,5227.2,1760
2920,5634,812,2761,211.2,80
2921,5590,817,3726,2673,900
2922,5554,804,2062,3795,2300
2923,5586,812,2112,435.6,220
2924,5583,813,3091,4276.8,1620
2925,5587,824,2455,4118.4,2080
2926,5584,817,3370,891,300
2927,5605,804,2368,4356,2200
2928,5619,812,2779,5227.2,1980
2929,5621,801,2855,277.2,140
2930,5631,800,2783,4455,1500
2931,5572,828,2974,5643,1900
2932,5628,816,2560,2310,1000
2933,5572,803,2698,2217.6,1120
2934,5581,804,2077,1069.2,540
2935,5630,829,3993,2138.4,720
2936,5558,825,3656,712.8,360
2937,5630,801,2169,4098.6,1380
2938,5617,827,3056,1287,780
2939,5583,823,2480,2415.6,1220
2940,5554,822,3332,3907.2,1480
2941,5577,820,2062,6177.6,2080
2942,5608,830,2145,3973.2,1720
2943,5617,798,3680,957,580
2944,5599,810,2235,4039.2,1360
2945,5574,814,3406,4488,1700
2946,5560,808,3282,2356.2,1020
2947,5612,823,3889,6949.8,2340
2948,5617,828,2592,2732.4,920
2949,5591,828,2040,1544.4,780
2950,5601,810,3471,739.2,280
2951,5586,820,3997,3088.8,1560
2952,5563,818,2530,759,460
2953,5555,805,2474,5491.2,2080
2954,5591,829,3511,2864.4,1240
2955,5592,817,3253,871.2,440
2956,5559,825,3519,5966.4,2260
2957,5575,827,3385,2673,900
2958,5577,821,3106,2864.4,1240
2959,5594,813,2823,369.6,140
2960,5550,803,3309,4316.4,2180
2961,5558,805,3501,1663.2,720
2962,5592,810,2952,1148.4,580
2963,5576,812,2088,2310,1400
2964,5576,816,3254,3801.6,1280
2965,5587,824,3380,495,300
2966,5555,808,3802,2244,1360
2967,5593,799,2409,2956.8,1120
2968,5622,807,2650,1894.2,820
2969,5573,827,3463,1056,400
2970,5597,800,3537,363,220
2971,5564,818,2554,5082,2200
2972,5610,805,2439,1009.8,340
2973,5624,824,3619,4078.8,2060
2974,5574,809,3100,646.8,280
2975,5573,809,3746,1636.8,620
2976,5614,809,3450,6118.2,2060
2977,5556,806,3174,4633.2,1560
2978,5629,823,2558,5880.6,1980
2979,5605,814,2213,6415.2,2160
2980,5615,799,2914,2640,1600
2981,5575,830,3035,316.8,120
2982,5606,804,3605,633.6,240
2983,5589,798,3534,3207.6,1080
2984,5612,799,2003,2910.6,1260
2985,5610,826,2523,2217.6,840
2986,5594,830,3556,2732.4,920
2987,5571,821,2734,231,100
2988,5576,798,3415,2851.2,1080
2989,5561,810,2307,4593.6,2320
2990,5609,812,3433,5359.2,2320
2991,5600,810,2723,6771.6,2280
2992,5621,822,3236,1722.6,580
2993,5628,823,2863,726,440
2994,5630,807,3159,2257.2,1140
2995,5565,828,2924,4593.6,2320
2996,5568,823,2982,1716,1040
2997,5566,830,2712,1900.8,720
2998,5560,822,3097,3029.4,1020
2999,5587,807,3783,891,540
3000,5605,820,2414,6712.2,2260
3001,5562,801,3947,211.2,80
3002,5594,812,3991,534.6,180
3003,5628,811,2913,5313,2300
3004,5633,801,2717,1755.6,760
3005,5560,800,2235,1227.6,620
3006,5610,818,2222,3504.6,1180
3007,5591,818,3520,1623.6,820
3008,5592,817,3282,415.8,180
3009,5602,829,2715,3682.8,1240
3010,5588,803,2321,600.6,260
3011,5606,810,2106,3168,1600
3012,5584,812,2803,2910.6,980
3013,5624,808,2051,2217.6,1120
3014,5623,823,3273,2442,1480
3015,5562,803,3088,5808,2200
3016,5615,821,2728,6177.6,2340
3017,5592,829,3766,1247.4,540
3018,5619,798,3399,297,180
3019,5632,830,2580,3418.8,1480
3020,5590,806,2142,1003.2,380
3021,5609,811,2966,3220.8,1220
3022,5564,828,2771,6355.8,2140
3023,5627,823,3396,4666.2,2020
3024,5584,801,3622,633.6,240
3025,5556,817,3503,924,560
3026,5618,810,3359,957,580
3027,5614,804,2694,2732.4,1380
3028,5620,818,2693,7009.2,2360
3029,5613,809,3460,3128.4,1580
3030,5633,799,2089,1478.4,640
3031,5615,798,3718,1148.4,580
3032,5550,802,3556,1940.4,980
3033,5626,830,2395,4527.6,1960
3034,5631,826,3508,1155,500
3035,5633,809,3322,3207.6,1620
3036,5613,810,2341,1366.2,460
3037,5558,806,3775,2904,1100
3038,5593,820,2238,277.2,140
3039,5597,816,3689,2732.4,1380
3040,5556,820,3943,3788.4,1640
3041,5623,824,2114,277.2,140
3042,5631,814,2713,1663.2,720
3043,5581,806,2052,2098.8,1060
3044,5622,813,2746,1663.2,840
3045,5632,812,2942,4276.8,1620
3046,5630,821,2926,4435.2,2240
3047,5631,818,3419,3643.2,1380
3048,5627,826,3049,2059.2,1040
3049,5590,822,2038,3742.2,1620
3050,5564,803,2123,3326.4,1680
3051,5577,824,3968,5940,2000
3052,5589,807,3129,831.6,280
3053,5582,824,2291,6415.2,2160
3054,5595,798,2530,435.6,220
3055,5586,824,2426,3649.8,1580
3056,5566,812,2577,3762,1900
3057,5605,828,2968,3801.6,1920
3058,5568,818,3441,1815,1100
3059,5626,819,2346,877.8,380
3060,5554,830,3119,1689.6,640
3061,5582,817,3740,739.2,280
3062,5610,799,2169,5016,1900
3063,5587,799,2583,1485,500
3064,5628,813,3663,4672.8,2360
3065,5601,801,3438,2633.4,1140
3066,5559,812,2971,5583.6,1880
3067,5622,828,2590,5332.8,2020
3068,5612,826,3759,3623.4,1220
3069,5587,821,3707,1485,500
3070,5580,798,3374,1663.2,720
3071,5610,801,2056,3960,1500
3072,5556,824,3619,1900.8,720
3073,5607,798,3893,1161.6,440
3074,5571,810,3352,3960,1500
3075,5631,808,2067,653.4,220
3076,5610,828,3722,3234,1400
3077,5595,810,3268,3168,1200
3078,5609,810,2710,1663.2,560
3079,5580,825,2903,3220.8,1220
3080,5551,803,3556,1782,1080
3081,5600,809,2742,4171.2,1580
3082,5628,798,2003,2376,900
3083,5623,821,3170,1267.2,480
3084,5570,799,3540,2112,1280
3085,5570,827,2261,594,360
3086,5592,799,2296,5491.2,2080
3087,5614,802,3610,534.6,180
3088,5551,800,2064,6072,2300
3089,5550,810,3892,2475,1500
3090,5608,817,2448,1254,760
3091,5612,804,2537,3273.6,1240
3092,5609,826,2867,1980,1200
3093,5621,814,2807,5755.2,2180
3094,5565,805,2444,1023,620
3095,5567,808,2627,739.2,280
3096,5553,826,2027,4699.2,1780
3097,5550,820,3220,1531.2,580
3098,5564,816,2779,1320,500
3099,5625,811,3184,2554.2,860
3100,5628,812,3286,739.2,320
3101,5597,801,2737,297,180
3102,5634,809,3211,4758.6,2060
3103,5606,818,2728,4804.8,2080
3104,5556,826,2294,3999.6,2020
3105,5567,822,3567,627,380
3106,5623,820,3755,1815,1100
3107,5551,829,3075,2534.4,1280
3108,5552,798,2557,1940.4,980
3109,5577,803,2112,3135,1900
3110,5598,815,3472,2356.2,1020
3111,5565,823,3525,990,500
3112,5615,807,2105,3465,1500
3113,5594,798,2838,1584,960
3114,5565,809,3810,3465,1500
3115,5605,811,3685,5068.8,1920
3116,5588,830,2442,5821.2,1960
3117,5607,818,2813,1023,620
3118,5612,814,3474,1293.6,560
3119,5587,821,2385,3729,2260
3120,5595,808,3284,5755.2,2180
3121,5627,823,3436,462,200
3122,5608,819,2274,323.4,140
3123,5608,803,2870,3894,2360
3124,5550,811,3481,1584,600
3125,5612,824,2257,2706,1640
3126,5582,802,3773,2217.6,840
3127,5552,822,2335,646.8,280
3128,5558,822,2308,4666.2,2020
3129,5556,806,3112,1617,980
3130,5606,813,2200,4474.8,2260
3131,5552,829,2197,2534.4,960
3132,5598,801,2359,1128.6,380
3133,5551,807,2906,4204.2,1820
3134,5622,801,2921,4593.6,2320
3135,5601,823,3047,2541,1540
3136,5558,810,3379,1320,800
3137,5600,807,3743,1089,660
3138,5564,827,3355,277.2,120
3139,5606,811,2023,3399,2060
3140,5581,798,3623,4554,2300
3141,5606,803,2388,2554.2,860
3142,5581,822,2134,3603.6,1820
3143,5551,813,2217,2541,1540
3144,5616,800,3830,910.8,460
3145,5569,808,3664,831.6,420
3146,5630,811,2258,3247.2,1640
3147,5618,800,3758,3557.4,1540
3148,5585,805,2602,2428.8,920
3149,5564,813,2974,1841.4,620
3150,5553,826,2686,2336.4,1180
3151,5569,817,3371,1940.4,840
3152,5571,817,3088,5755.2,2180
3153,5590,814,3952,2732.4,920
3154,5631,824,3602,2376,800
3155,5586,827,2384,1617,980
3156,5595,823,2450,1386,600
3157,5630,826,3551,5174.4,1960
3158,5601,812,3341,2356.2,1020
