index,acousticness,artists,danceability,duration_ms,duration_minutes,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
31389,0.34700000000000003,['George Strait'],0.602,218307.0,3.6384499999999997,0.6829999999999999,0.0,3YxKqZFpcxBPvpUssL8FS2,0.00338,1.0,0.11,-6.82,1.0,Living And Living Well,47.0,2001-01-01,0.0304,120.787,0.522,2001.0
32437,0.0125,['Florence + The Machine'],0.429,274853.0,4.580883333333333,0.755,0.0,5nkYDYUSb1bvLJ4nP8CnQ1,2.79e-05,0.0,0.444,-5.662000000000001,1.0,No Light No Light,52.0,2011-01-01,0.052000000000000005,131.914,0.162,2011.0
32952,0.00613,['Anna Kendrick' 'Gwen Stefani' 'James Corden' 'Ron Funches' 'Walt Dohrn' 'Caroline Hjelt' 'Aino Jawo' 'Kunal Nayyar'],0.706,156493.0,2.6082166666666664,0.82,0.0,6d3edMXJpns1A0zGKkmlGw,0.00186,7.0,0.0488,-4.4689999999999985,1.0,Move Your Feet / D.A.N.C.E. / It's A Sunshine Day,63.0,2016-09-23,0.0562,118.951,0.595,2016.0
815,0.329,['Colt Ford' 'John Michael Montgomery'],0.466,269907.0,4.49845,0.696,0.0,1gfg5iC8jzQGs8VYlmf07d,0.0,8.0,0.0959,-6.497000000000001,1.0,Ride Through the Country (feat. John Michael Montgomery),45.0,2008,0.287,171.68400000000003,0.649,2008.0
36741,0.15,['Frank Foster'],0.557,232187.0,3.8697833333333334,0.8109999999999999,0.0,35rnR1gNLlnTB8pDHEHewB,3.67e-06,3.0,0.0846,-6.263,1.0,Blue Collar Boys,51.0,2012-09-04,0.107,170.866,0.928,2012.0
24435,0.338,['Eric Church'],0.693,198907.0,3.315116666666667,0.335,0.0,6hr4weuSidHy2LNMw8UVJ2,0.000552,0.0,0.118,-10.863,1.0,Like A Wrecking Ball,63.0,2014-01-01,0.0395,136.071,0.623,2014.0
37641,0.0641,['Carmen Twillie' 'Lebo M.'],0.315,239067.0,3.9844500000000003,0.391,0.0,2mFG5xZ9Uz9v4ks0QnwK5i,0.0,10.0,0.292,-16.064,1.0,Circle of Life - From "The Lion King"/ Soundtrack,46.0,2001-01-01,0.0407,83.16,0.5529999999999999,2001.0
31892,0.049,['Dennis Brown'],0.743,175027.0,2.9171166666666664,0.443,0.0,41Z1gnggllzvu7qOWTaSTE,1.25e-05,7.0,0.131,-11.808,1.0,Let Me Down Easy,56.0,2006,0.0878,84.15899999999998,0.467,2006.0
6075,0.0501,['ION LIL GUT'],0.7120000000000001,123587.0,2.0597833333333333,0.6679999999999999,1.0,5A5I22otsloR7rmsiIq0R8,0.0,4.0,0.253,-8.526,0.0,HighSchool,64.0,2018-12-19,0.0386,86.01799999999999,0.217,2018.0
19048,0.0853,['Chayanne'],0.767,267827.0,4.463783333333334,0.883,0.0,6sXmREN5oJXB0rZqSjMNXV,0.0609,10.0,0.0705,-4.984,0.0,Este Ritmo Se Baila Así,43.0,2002,0.0909,133.766,0.825,2002.0
22575,0.617,['Lil Uzi Vert' 'Oh Wonder'],0.703,221747.0,3.6957833333333334,0.757,1.0,2eAZfqOm4EnOF9VvN50Tyc,0.0,1.0,0.106,-3.612,1.0,The Way Life Goes (feat. Oh Wonder),78.0,2017-08-25,0.05,82.008,0.696,2017.0
39937,0.49,['Luther Vandross'],0.626,221773.0,3.6962166666666665,0.35600000000000004,0.0,0HrrWZIJ7hR7C0JmDZ2uvN,3.1e-05,3.0,0.225,-13.046,0.0,So Amazing,46.0,2003,0.0332,128.588,0.31,2003.0
16835,0.0658,['Atomic Kitten'],0.578,195507.0,3.2584500000000003,0.581,0.0,3qzcM6SmbzBnGXSJe6hYdy,0.0042,0.0,0.0674,-6.867000000000001,1.0,Eternal Flame - Single Version,57.0,2001-01-01,0.0318,83.29299999999998,0.408,2001.0
4172,0.00378,['Usher' 'Lil Jon' 'Ludacris'],0.5660000000000001,285670.0,4.761166666666667,0.8270000000000001,1.0,6u7nfDFpwoDhtnXv9eRI5C,0.0,0.0,0.173,-4.895,0.0,SexBeat,66.0,2020-04-10,0.0799,119.795,0.106,2020.0
40458,0.775,['The Fray'],0.54,290267.0,4.837783333333333,0.294,0.0,3OPVsn0Dk3s8vWhXxnK35p,0.0,10.0,0.708,-12.181,1.0,How to Save a Life - Live in NYC - 2009,59.0,2009-04-07,0.0323,119.134,0.204,2009.0
31202,0.00117,['Run The Jewels'],0.6920000000000001,152213.0,2.5368833333333334,0.785,1.0,30gsURaHDTPnDJDINiTCsK,0.0,7.0,0.0804,-6.659,1.0,the ground below,69.0,2020-06-03,0.224,89.95200000000001,0.403,2020.0
8716,0.0793,['Type O Negative'],0.331,401187.0,6.68645,0.8490000000000001,0.0,0c03LEUpwW0O2tmt0dfktG,0.391,9.0,0.265,-9.006,1.0,Anesthesia,45.0,2003-06-09,0.109,137.405,0.155,2003.0
23419,0.334,['Slipknot'],0.589,224320.0,3.7386666666666666,0.442,0.0,0O7lENhqOySbsL743G7PqD,0.000424,4.0,0.0987,-8.517000000000001,1.0,Vermilion Pt. 2,65.0,2004,0.0291,122.688,0.0904,2004.0
2909,0.0533,['Montgomery Gentry'],0.552,233933.0,3.898883333333333,0.648,0.0,048fAgdSLnAbQZG1ePSUKb,0.00015,2.0,0.14400000000000002,-6.71,1.0,Roll with Me,44.0,2008-06-06,0.0273,142.159,0.407,2008.0
24825,0.385,['Bazzi'],0.6509999999999999,167019.0,2.78365,0.654,1.0,6pmZMP2ET1OJi5rKfLO8jD,0.0,1.0,0.181,-5.481,1.0,3:15,73.0,2018-04-12,0.0466,141.975,0.539,2018.0
4222,6.3e-05,['Fuel'],0.495,205093.0,3.4182166666666665,0.943,0.0,0NfWezPk0Xdab6CC2JfH3u,0.053,0.0,0.168,-3.884,1.0,Empty Spaces,40.0,2000-09-19,0.104,116.07,0.35700000000000004,2000.0
10000,0.904,['Daniel Caesar'],0.315,312115.0,5.2019166666666665,0.227,0.0,6GMblDhPDP420uc77vmqTc,0.0,5.0,0.377,-13.27,0.0,Won't Live Here,57.0,2016-03-28,0.0313,140.071,0.199,2016.0
36910,0.29,['El Komander'],0.773,209804.0,3.4967333333333332,0.6759999999999999,0.0,1giHG26ew5FJIPdYfyvdZo,0.0,10.0,0.277,-5.634,1.0,Soy De Rancho,59.0,2014-01-03,0.099,124.954,0.938,2014.0
25519,0.331,['Reyli Barba'],0.7240000000000001,213573.0,3.55955,0.32,0.0,4iuQ88fgaqBRkzb1JWKUbZ,0.0,8.0,0.0725,-9.727,1.0,Desde Que Llegaste,67.0,2004-09-14,0.0627,134.048,0.426,2004.0
16533,0.00219,['BTS' 'Nicki Minaj'],0.7090000000000001,260234.0,4.337233333333333,0.857,0.0,03iCbZaM4OkRR4We6wIzvx,0.0,9.0,0.103,-3.394,1.0,IDOL,68.0,2018-08-24,0.0881,126.038,0.446,2018.0
1288,0.579,['Anthony Hamilton' 'Elayna Boynton'],0.773,236653.0,3.9442166666666667,0.389,0.0,6KufYdEosLjK6bEKPyz4oA,7.87e-06,1.0,0.124,-8.443999999999999,0.0,Freedom,48.0,2012-01-01,0.0337,111.975,0.338,2012.0
3777,0.93,['Deep Sleep Music Collective'],0.0715,120242.0,2.0040333333333336,0.00152,0.0,4VfUsROTUjsBGbzMP6egkv,0.89,8.0,0.096,-38.105,1.0,Soothing Sleep,61.0,2016-11-07,0.0525,177.736,0.0377,2016.0
18584,0.00985,['Bethel Music' 'Jonathan David Helser' 'Melissa Helser'],0.42,244040.0,4.067333333333333,0.823,0.0,4LnHfZGEitmIVS17wndaUI,0.0,1.0,0.103,-4.8889999999999985,1.0,Raise a Hallelujah (Studio Version),61.0,2019-03-08,0.0434,163.997,0.517,2019.0
25436,0.0908,['Songs: Ohia'],0.431,442107.0,7.36845,0.5379999999999999,0.0,4fkAWGCbxNizyNwsHlrajH,0.0179,11.0,0.0817,-8.147,1.0,Farewell Transmission,56.0,2003-04-03,0.0302,148.102,0.47,2003.0
33522,0.0313,['Carlos Vives'],0.688,218440.0,3.6406666666666667,0.888,0.0,5czkBkWogUvTf2jleGyHaQ,0.0,5.0,0.0944,-5.323,1.0,Carito,56.0,2001-01-01,0.0584,111.06,0.927,2001.0
14786,0.00129,['Nickelback'],0.444,218000.0,3.6333333333333333,0.75,0.0,2v2sGRSFz1rAWijOlkbZtz,1.3e-05,4.0,0.305,-4.809,1.0,Where Do I Hide,42.0,2001-09-11,0.0507,176.153,0.55,2001.0
18252,0.0144,['Kid Ink' 'Usher' 'Tinashe'],0.884,206187.0,3.4364500000000002,0.53,1.0,7F51q96XofOD2lntm7hzvQ,0.0,5.0,0.095,-5.776,0.0,Body Language (feat. Usher & Tinashe),61.0,2015-03-04,0.0379,99.021,0.262,2015.0
21841,0.076,['David Guetta' 'Akon'],0.813,195853.0,3.264216666666667,0.627,1.0,0uXO2GrNiIb1xHT9LUdxZE,0.000616,11.0,0.131,-5.018,0.0,Sexy Bitch (feat. Akon),61.0,2009-08-21,0.0486,130.011,0.8009999999999999,2009.0
20950,0.0904,['The Beatles'],0.564,139347.0,2.3224500000000003,0.8270000000000001,0.0,5hhF25sWnZvXhimOHLjTRE,3.73e-06,7.0,0.127,-7.089,1.0,I Feel Fine - Remastered 2015,64.0,2000-11-13,0.0283,89.84700000000002,0.912,2000.0
33833,0.0875,['Papa Roach'],0.455,208199.0,3.4699833333333334,0.929,0.0,3TAtUJc4Sj913Cs5gBUeu0,0.0,11.0,0.226,-3.295,1.0,Scars,61.0,2004-01-01,0.0494,89.78200000000002,0.484,2004.0
15916,0.0108,['Cher Lloyd'],0.5489999999999999,203040.0,3.384,0.8320000000000001,0.0,0QSQSRLBSYgB34WcEpicFP,0.0,4.0,0.157,-2.668,1.0,With Ur Love,45.0,2012-10-02,0.0388,170.018,0.6940000000000001,2012.0
27344,2.93e-05,['Mudvayne'],0.438,243933.0,4.06555,0.984,0.0,0ss3ny5ZmAYMpTWJDLgnV8,0.0745,8.0,0.0573,-5.012,1.0,Not Falling,52.0,2002-11-12,0.142,129.924,0.321,2002.0
764,0.0484,['Casa De Leones'],0.841,288400.0,4.806666666666667,0.878,0.0,72tAU6b10AgYfEFKrykp8J,3.18e-06,8.0,0.335,-4.772,0.0,No Te Veo - Remix,51.0,2007-06-19,0.0782,115.973,0.966,2007.0
38771,0.0328,['Drake'],0.794,174133.0,2.902216666666667,0.522,1.0,5bm0CcD5R9Nj04QbMvwugt,0.0,8.0,0.156,-7.829,1.0,Started From the Bottom,51.0,2013-01-01,0.159,86.318,0.5670000000000001,2013.0
39521,0.17800000000000002,['Lauv' 'Troye Sivan'],0.5760000000000001,162587.0,2.709783333333333,0.736,0.0,5RmjHmtISE573ii7l0gz0k,0.0,11.0,0.238,-7.572,1.0,i'm so tired...,26.0,2020-06-11,0.224,101.928,0.484,2020.0
37659,0.007490000000000002,['Norma Jean'],0.193,295813.0,4.9302166666666665,0.948,0.0,7qwqtk58ZpQjlGM8WFIrt7,0.00515,5.0,0.306,-5.6229999999999976,0.0,Memphis Will Be Laid To Waste - Bless The Matyr Album Version,45.0,2002-01-01,0.138,81.63600000000002,0.158,2002.0
15999,0.00324,['Mayday Parade'],0.46,195867.0,3.2644499999999996,0.621,0.0,66PmO1K6RXjj6ouXzMeodH,0.0,6.0,0.131,-6.436,0.0,Hold Onto Me,49.0,2013-10-08,0.0303,136.679,0.16399999999999998,2013.0
39954,0.354,['Switchfoot'],0.6409999999999999,227293.0,3.7882166666666666,0.7929999999999999,0.0,4o6oRDZ4Ii5ckNUABnvmhq,0.0,4.0,0.0542,-6.074,1.0,Gone,43.0,2003,0.0404,90.73,0.86,2003.0
3804,0.585,['Greyson Chance'],0.476,207640.0,3.4606666666666666,0.534,0.0,5v6RTnnPQPEj2ciqpZewtc,0.000236,9.0,0.112,-7.432,1.0,Low,63.0,2017-12-08,0.154,91.646,0.234,2017.0
39846,0.597,['Bob Andy'],0.7959999999999999,222440.0,3.707333333333333,0.526,0.0,2OW7O0i5KH33BUiDod0gve,2.12e-06,11.0,0.076,-10.325,0.0,Life,51.0,2002-01-01,0.369,150.439,0.905,2002.0
30613,0.0048,['NEEDTOBREATHE'],0.593,275560.0,4.592666666666667,0.816,0.0,4zgO1SgXOeFmr6Hno9DLs4,0.00121,7.0,0.0939,-6.461,1.0,Multiplied,58.0,2014-04-17,0.0421,115.029,0.378,2014.0
41195,0.0799,['Usher' 'Young Thug'],0.7170000000000001,228613.0,3.810216666666667,0.523,1.0,1CDBn2Lm7E63XKQDsdCq6O,0.0,10.0,0.206,-6.506,0.0,No Limit (feat. Young Thug),59.0,2016-09-16,0.0611,127.047,0.282,2016.0
30521,0.0338,['Edward Maya' 'Vika Jigulina'],0.778,247615.0,4.126916666666667,0.7759999999999999,0.0,6oIEIdJL9kDbBrGIyLZHIT,0.0216,9.0,0.0772,-5.359,1.0,Stereo Love,55.0,2013-12-03,0.0362,127.049,0.361,2013.0
6374,0.21,['Paula Abdul'],0.741,255573.0,4.25955,0.7490000000000001,0.0,1ufxyeu8aGwTLEUGubcoNL,0.00148,2.0,0.069,-8.097000000000001,1.0,Forever Your Girl,38.0,2000-01-01,0.0655,120.073,0.879,2000.0
41062,0.182,['Hot Flash Heat Wave'],0.519,224714.0,3.745233333333333,0.809,0.0,1sEzuZNasuG8s1OOHwYfN2,0.51,1.0,0.0951,-6.074,1.0,Gutter Girl,57.0,2015-09-11,0.0646,111.986,0.284,2015.0
40786,0.0541,['Macklemore & Ryan Lewis' 'Hollis' 'ScHoolboy Q'],0.767,220319.0,3.671983333333333,0.782,1.0,3TKt9EoDMmKvNYpk1e6GkI,0.0,7.0,0.338,-5.545,1.0,White Walls (feat. ScHoolboy Q Hollis),55.0,2012-10-09,0.14,116.491,0.8270000000000001,2012.0
35346,0.0549,['Nicky Jam' 'Anuel AA'],0.8170000000000001,215460.0,3.591,0.665,0.0,2pWOMNQJW3g2zmGjP0Vkb0,0.0,9.0,0.103,-6.224,0.0,Whine Up,80.0,2019-11-01,0.0758,104.957,0.662,2019.0
35112,0.13699999999999998,['Kendrick Lamar'],0.746,214827.0,3.58045,0.7979999999999999,1.0,2LTlO3NuNVN70lp2ZbVswF,0.0,0.0,0.139,-8.382,1.0,FEEL.,65.0,2017-04-14,0.349,109.968,0.5529999999999999,2017.0
6079,0.13699999999999998,['Bas' 'A$AP Ferg'],0.908,197307.0,3.2884499999999997,0.638,1.0,72ic9IhRix05fIkRzGGMXD,1.41e-05,10.0,0.22,-6.6629999999999985,0.0,Boca Raton (with A$AP Ferg),62.0,2018-08-24,0.221,130.007,0.388,2018.0
32448,7.509999999999998e-05,['Machine Head'],0.35200000000000004,456320.0,7.605333333333333,0.956,0.0,2fed1yXI1clOEddfGyKyH2,0.0203,7.0,0.125,-3.634,1.0,Locust,58.0,2011-09-21,0.149,122.897,0.228,2011.0
18487,0.851,['UMI'],0.632,201143.0,3.3523833333333335,0.274,1.0,40kU9OJ2myahlf1FRg2GJi,0.0,8.0,0.108,-9.413,1.0,River,60.0,2018-04-30,0.0321,96.839,0.146,2018.0
5957,0.08,['Drake' 'Young Thug'],0.813,250770.0,4.1795,0.551,1.0,7bJ4mu7MHa3rHiNyKjOoSl,0.0,6.0,0.386,-7.605,0.0,Ice Melts,61.0,2017-03-18,0.353,124.957,0.598,2017.0
4185,0.0111,['Epic Soundscapes'],0.123,291999.0,4.866650000000001,0.7659999999999999,0.0,0ZHTPz5fqG9mAqqdMPCaQ6,0.925,4.0,0.46,-20.62,1.0,Heavy Rain & Gentle Thunder,67.0,2020-02-23,0.0682,98.164,0.00413,2020.0
19717,0.0112,['Halestorm'],0.44,223213.0,3.7202166666666665,0.865,0.0,1ubMuTK0tZPAA1DqQia1WY,1.9e-06,9.0,0.222,-3.656,1.0,Bet U Wish U Had Me Back,41.0,2009-02-25,0.0394,151.907,0.623,2009.0
15510,0.971,['Paul Cardall'],0.359,199067.0,3.3177833333333333,0.0219,0.0,478Xg3kZfyDaps43NeZ0R2,0.941,5.0,0.0855,-20.001,1.0,Nearer My God to Thee,41.0,2008-01-01,0.0378,70.08,0.118,2008.0
15901,9.75e-05,['Halestorm'],0.539,191680.0,3.194666666666667,0.928,1.0,1DxHCaS1d3ctyQVO70z1rk,0.000405,0.0,0.335,-2.9160000000000004,0.0,You Call Me a Bitch Like It's a Bad Thing,48.0,2012-04-09,0.0488,124.939,0.561,2012.0
40575,0.767,['Mandy Moore'],0.387,63213.0,1.05355,0.041,0.0,42fB9njeMkO1jtrMyQI5cp,0.000259,0.0,0.0847,-17.951,1.0,When Will My Life Begin (Reprise 1) - From "Tangled"/Soundtrack Version,51.0,2010-01-01,0.0498,75.497,0.249,2010.0
2025,0.0151,['Kygo' 'Whitney Houston'],0.693,228267.0,3.80445,0.6779999999999999,0.0,1kKYjjfNYxE0YYgLa7vgVY,5.71e-06,8.0,0.101,-7.159,1.0,Higher Love,69.0,2020-05-29,0.0324,103.952,0.404,2020.0
22988,0.269,['Alex Bueno'],0.872,287960.0,4.799333333333333,0.6409999999999999,0.0,0ndYI8UT0PMaJzKLJbFr35,0.0,6.0,0.0694,-7.7360000000000015,1.0,Que Vuelva,60.0,2000,0.0406,134.961,0.943,2000.0
27164,0.187,['Erick Sermon' 'Marvin Gaye'],0.897,223133.0,3.7188833333333333,0.466,1.0,6IFOw9Ck9mWHRQgw6QrPYx,1.35e-06,10.0,0.0757,-9.053,0.0,Music (feat. Marvin Gaye),55.0,2001-08-27,0.203,100.01,0.884,2001.0
28758,0.139,['Decidic FX'],0.138,177976.0,2.966266666666667,0.972,0.0,7pjG0uixjZKFqsj05SJIOi,0.996,10.0,0.376,-18.939,1.0,Softer Rain,71.0,2017-05-05,0.0704,84.963,1e-05,2017.0
23632,0.5329999999999999,['Lalo Mora'],0.609,196733.0,3.2788833333333334,0.515,0.0,2yGA0E2SvFEKz17nAjWo1w,0.0,7.0,0.181,-7.536,1.0,El Hombre Que Más Te Amó,61.0,2006-01-01,0.0583,173.921,0.843,2006.0
16654,0.274,['100 gecs' 'Laura Les' 'Dylan Brady'],0.659,126616.0,2.1102666666666665,0.473,1.0,7CUkeiG7QtB7tPU9f8SANS,0.0,1.0,0.28,-7.306,0.0,hand crushed by a mallet,62.0,2019-05-31,0.125,84.505,0.7879999999999999,2019.0
9583,0.00149,['Silverstein' 'Down With Webster'],0.457,524067.0,8.73445,0.866,1.0,2mR9L9q35QaSYTQg6KzwYR,0.0103,4.0,0.0633,-4.553,1.0,Runaway,47.0,2011-11-21,0.0406,174.05900000000003,0.262,2011.0
6979,0.0457,['Jedi Mind Tricks' 'Army Of The Pharaohs' 'Apathy' 'King Syze' 'Crypt The Warchild' 'Des Devious' 'The Esoteric' 'Chief Kamachi' 'Planetary' 'Celph Titled' 'Vinnie Paz'],0.594,366067.0,6.101116666666667,0.913,1.0,3iZc0giQC5ySLgbJ6gQFEl,0.000191,11.0,0.284,-4.545,0.0,Battle Cry,52.0,2006-03-21,0.294,92.038,0.735,2006.0
22010,0.337,['Bruno Mars'],0.5760000000000001,257720.0,4.295333333333334,0.835,0.0,0RUGuh2uSNFJpGMSsD1F5C,0.0,2.0,0.08199999999999999,-6.8260000000000005,1.0,It Will Rain,66.0,2011-11-04,0.0486,150.017,0.476,2011.0
39498,0.737,['Marca MP' 'Grupo Firme'],0.552,225541.0,3.7590166666666667,0.263,0.0,1HAvMItHMFRlnrbOXZBL8X,0.0,0.0,0.491,-6.827000000000001,1.0,Mil Gracias Por Existir,71.0,2020-03-06,0.0454,130.69799999999998,0.858,2020.0
30899,0.54,['Idealism'],0.7879999999999999,108000.0,1.8,0.446,0.0,7woCxOw0jmj65ohlQ3x0tH,0.6940000000000001,6.0,0.273,-9.812,1.0,controlla,70.0,2017-08-30,0.0693,80.033,0.545,2017.0
21791,0.0771,['OneRepublic'],0.634,253307.0,4.221783333333333,0.69,1.0,6OtCIsQZ64Vs1EbzztvAv4,0.0,6.0,0.132,-7.8039999999999985,1.0,Good Life,72.0,2009-01-01,0.052000000000000005,94.988,0.645,2009.0
41601,0.139,['Savage Ga$p' '93FEETOFSMOKE' 'shinigami'],0.816,148140.0,2.469,0.5770000000000001,0.0,3sdYpdTTn4fdfu4cyisnt0,0.0,1.0,0.0827,-5.9979999999999976,1.0,Pumpkins Scream In the Dead of Night (feat. shinigami),68.0,2020-02-12,0.41,171.028,0.459,2020.0
27057,0.402,['The Beatles'],0.498,207787.0,3.4631166666666666,0.8059999999999999,0.0,0hqjsgWRfMBf2s8xsvRq1M,5.74e-06,0.0,0.525,-5.284,1.0,Hello Goodbye - Remastered 2015,56.0,2000-11-13,0.0265,99.396,0.664,2000.0
31013,0.0661,['Hippo Campus'],0.7390000000000001,194400.0,3.24,0.471,1.0,5dmPNuHmRRJuHmJTDa7NuJ,9.78e-05,8.0,0.116,-8.456,1.0,Bambi,66.0,2018-09-28,0.0436,90.00200000000002,0.31,2018.0
35842,0.0747,['Streetlight Manifesto'],0.532,388387.0,6.473116666666667,0.8640000000000001,0.0,4LqxQzP3F0EXf00M58URik,0.0,7.0,0.106,-5.4670000000000005,1.0,A Better Place a Better Time,46.0,2003-08-26,0.289,139.334,0.441,2003.0
7907,0.0146,['Ariana Grande'],0.698,226427.0,3.7737833333333333,0.645,1.0,1j0Rb762xxT0eccglHKsRv,0.0,4.0,0.269,-5.3679999999999986,0.0,Bad Decisions,61.0,2016-05-20,0.0416,131.94799999999998,0.7879999999999999,2016.0
22441,0.317,['Meek Mill' 'Drake'],0.727,197133.0,3.28555,0.599,1.0,0Y0TOsE1q11qgbi7c5WZsG,0.0,1.0,0.219,-6.941,1.0,R.I.C.O. (feat. Drake),70.0,2015-06-29,0.327,167.90900000000005,0.386,2015.0
9857,0.171,['BTS'],0.7959999999999999,257301.0,4.288349999999999,0.878,0.0,2IIhviXBY0Ikmlbm2DHByJ,0.0,1.0,0.234,-3.325,1.0,Hip Hop Phile,57.0,2014-08-20,0.185,144.001,0.795,2014.0
15702,0.0113,['Bobby Brackins' 'Ray J'],0.833,206813.0,3.446883333333333,0.7509999999999999,1.0,4DdaOUTsCqz4cLK3z92oso,0.0,11.0,0.0235,-7.117000000000001,1.0,143,42.0,2010-01-01,0.0854,98.039,0.716,2010.0
10928,0.0412,['The Rolling Stones'],0.723,222973.0,3.716216666666667,0.8809999999999999,0.0,1b6AW6uDrtrUN0Y6GJR45j,0.0263,2.0,0.095,-6.801,1.0,(I Can't Get No) Satisfaction - (Original Single Mono Version),44.0,2004-07-12,0.0332,136.27700000000002,0.935,2004.0
12774,0.358,['Baby' 'Diddy' 'Mannie Fresh' 'Tateeze'],0.86,301187.0,5.019783333333334,0.7829999999999999,0.0,2UuYX9gpimgG9woC5cnfV9,0.0,1.0,0.248,-4.8210000000000015,1.0,Do That... - Main,38.0,2002-01-01,0.248,101.992,0.71,2002.0
17982,0.00271,['Avenged Sevenfold'],0.537,297453.0,4.9575499999999995,0.627,0.0,28JSZ4KyzDXnnC2XnJX1db,2.12e-06,7.0,0.115,-7.229,1.0,Crimson Day,52.0,2013-08-23,0.0288,134.945,0.168,2013.0
12247,0.00119,['Huncho Jack' 'Travis Scott' 'Quavo' 'Takeoff'],0.818,190679.0,3.177983333333333,0.6509999999999999,1.0,4vwfOiyWxXeEdx4ejAJgdx,0.0,2.0,0.104,-4.328,1.0,Eye 2 Eye,61.0,2017-12-21,0.14800000000000002,146.015,0.156,2017.0
36021,0.773,['Jay Chou' 'Lara Liang'],0.459,254320.0,4.238666666666666,0.565,0.0,4JY5s40ymnG18f6wxQtzPw,0.0,8.0,0.135,-5.537000000000001,1.0,珊瑚海,58.0,2005-11-01,0.0274,145.988,0.149,2005.0
30349,0.187,['JAY-Z' 'Kanye West' 'Beyoncé'],0.403,266253.0,4.43755,0.784,1.0,08T26i7SErk6jCDTW7uUFI,0.00177,2.0,0.165,-7.584,0.0,Lift Off,59.0,2011-08-08,0.171,179.42700000000005,0.275,2011.0
3850,0.14,['Chris Stapleton'],0.633,200213.0,3.336883333333333,0.529,0.0,2heBToLEB7odACQ3xwb32A,0.000519,1.0,0.132,-10.975,0.0,Scarecrow In The Garden,60.0,2017-12-01,0.0288,121.541,0.642,2017.0
28048,0.166,['Twenty One Pilots'],0.5670000000000001,285733.0,4.762216666666666,0.5720000000000001,0.0,4j8gmCSLLy0TSFg2brV01g,0.0,9.0,0.103,-7.694,1.0,Taxi Cab,58.0,2009-12-29,0.0318,138.062,0.205,2009.0
31403,0.00024900000000000004,['Adema'],0.424,219933.0,3.66555,0.936,1.0,6adhpSbrhat9S0WEVjf4HP,0.0,10.0,0.0707,-4.541,0.0,The Way You Like It,50.0,2001-08-20,0.147,164.175,0.7609999999999999,2001.0
20965,0.21600000000000005,['Backstreet Boys'],0.6890000000000001,213600.0,3.56,0.7020000000000001,0.0,6e40mgJiCid5HRAGrbpGA6,0.0,6.0,0.159,-5.642,0.0,I Want It That Way,76.0,2001-10-23,0.0261,99.031,0.484,2001.0
38163,0.0087,['Miranda Lambert'],0.684,187573.0,3.1262166666666666,0.979,1.0,2E9n1Zpby16xLUPoujMUSd,7.26e-05,0.0,0.146,-3.4410000000000003,1.0,Crazy Ex-Girlfriend,46.0,2007-05-01,0.0461,117.066,0.69,2007.0
1191,0.0208,['Bad Meets Evil'],0.693,205600.0,3.4266666666666667,0.784,1.0,7n4PRAJjYzGFr1DR3KHYMU,0.0,1.0,0.334,-5.2860000000000005,1.0,Take From Me,52.0,2011-01-01,0.202,146.843,0.61,2011.0
27259,0.665,['Keller Williams'],0.596,292733.0,4.8788833333333335,0.532,0.0,0bTar7V90X1FBXnCEzfPNr,3.19e-05,0.0,0.154,-10.185,1.0,Freeker By the Speaker,50.0,2002-02-19,0.0675,139.20600000000002,0.939,2002.0
17566,0.00135,['Mayday Parade'],0.414,190640.0,3.177333333333333,0.946,0.0,6nJssvZSWBXbOhecGecJOy,0.0,4.0,0.278,-3.419,1.0,Anywhere but Here,42.0,2009-10-02,0.0856,165.015,0.42,2009.0
22554,0.745,['Beyoncé'],0.524,221093.0,3.684883333333333,0.397,1.0,0rzNMzZsubFcXSEh7dnem7,0.0,0.0,0.521,-11.936,1.0,Hold Up,74.0,2016-04-23,0.405,80.744,0.552,2016.0
612,0.618,['Marc Anthony'],0.488,237800.0,3.9633333333333334,0.488,0.0,2mzG4KN7dEGPMlkwj2x7SL,0.0,4.0,0.632,-8.87,0.0,Hasta Ayer,48.0,2006-01-01,0.0387,99.782,0.454,2006.0
22285,0.0561,['Taylor Swift'],0.648,219200.0,3.6533333333333333,0.785,0.0,5xTtaWoae3wi06K5WfVUUH,0.0,7.0,0.14800000000000002,-5.414,1.0,Shake It Off,70.0,2014-10-27,0.165,160.02,0.943,2014.0
21446,0.189,['Chamillionaire' 'Krayzie Bone'],0.7879999999999999,303053.0,5.050883333333333,0.7979999999999999,1.0,3kZoay4ANo86ehb6s4RwS9,0.0,8.0,0.3,-4.68,0.0,Ridin',70.0,2005-01-01,0.0997,143.05100000000004,0.836,2005.0
31650,0.494,['Eagles'],0.568,257963.0,4.299383333333334,0.634,0.0,3M1uznv1Oz4AdLqByYIiQS,0.00281,4.0,0.252,-12.336,1.0,Peaceful Easy Feeling - 2013 Remaster,46.0,2003-10-21,0.0282,142.686,0.866,2003.0
37497,0.0362,['Conjunto Primavera'],0.645,197907.0,3.2984500000000003,0.499,0.0,0i71l4OotnYQ9W6npKwndS,0.725,5.0,0.0923,-9.941,1.0,Enamorado De Ti,48.0,2000-01-01,0.0293,125.959,0.89,2000.0
