divorce_date,dob_man,education_man,income_man,dob_woman,education_woman,income_woman,marriage_date,marriage_duration,num_kids,marriage_year,man_age_marriage,woman_age_marriage
2014-09-05 00:00:00,1974-10-05 00:00:00,Professional,39000.0,1975-06-03 00:00:00,Professional,9000.0,2002-02-03 00:00:00,10.0,2.0,2002,28,27
2014-09-05 00:00:00,1979-11-15 00:00:00,Secondary,3200.0,1976-06-04 00:00:00,Primary,3200.0,2008-11-02 00:00:00,4.0,2.0,2008,29,32
2006-09-06 00:00:00,1967-07-31 00:00:00,Professional,25000.0,1969-02-19 00:00:00,Professional,6000.0,1992-05-23 00:00:00,13.0,2.0,1992,25,23
2006-09-06 00:00:00,1968-04-16 00:00:00,Professional,3000.0,1968-11-28 00:00:00,Professional,12000.0,1998-12-18 00:00:00,8.0,2.0,1998,30,30
2006-09-06 00:00:00,1965-03-17 00:00:00,Secondary,2800.0,1969-10-06 00:00:00,Primary,2400.0,1997-05-23 00:00:00,9.0,2.0,1997,32,28
2006-09-06 00:00:00,1953-08-09 00:00:00,Secondary,15000.0,1952-08-17 00:00:00,Professional,8000.0,1980-08-23 00:00:00,26.0,2.0,1980,27,28
2008-09-06 00:00:00,1955-12-25 00:00:00,Professional,15000.0,1975-06-14 00:00:00,Professional,3000.0,2007-05-16 00:00:00,1.0,nan,2007,52,32
2009-09-06 00:00:00,1978-09-11 00:00:00,Professional,8000.0,1976-12-07 00:00:00,Preparatory,3000.0,2001-11-28 00:00:00,4.0,2.0,2001,23,25
2009-09-06 00:00:00,1968-09-25 00:00:00,Secondary,2400.0,1973-10-19 00:00:00,Preparatory,3600.0,1990-10-06 00:00:00,19.0,1.0,1990,22,17
2003-09-07 00:00:00,1970-09-29 00:00:00,Preparatory,3000.0,1970-08-29 00:00:00,Preparatory,2500.0,1995-12-21 00:00:00,7.0,1.0,1995,25,25
2003-09-07 00:00:00,1965-10-22 00:00:00,Professional,5000.0,1971-01-12 00:00:00,Preparatory,2000.0,1993-06-22 00:00:00,10.0,2.0,1993,28,22
2003-09-07 00:00:00,1959-01-02 00:00:00,Professional,20000.0,1977-02-26 00:00:00,Professional,10000.0,1999-04-24 00:00:00,4.0,nan,1999,40,22
2007-09-07 00:00:00,1964-10-27 00:00:00,Primary,6800.0,1970-10-25 00:00:00,Secondary,3200.0,1990-06-30 00:00:00,17.0,3.0,1990,26,20
2008-09-07 00:00:00,1974-12-10 00:00:00,Professional,10000.0,1974-10-13 00:00:00,Professional,6000.0,2000-12-15 00:00:00,8.0,1.0,2000,26,26
2008-09-07 00:00:00,1969-07-24 00:00:00,Professional,10000.0,1967-01-03 00:00:00,Professional,10000.0,1999-08-11 00:00:00,7.0,1.0,1999,30,32
2008-09-07 00:00:00,1960-11-30 00:00:00,Professional,15000.0,1972-01-03 00:00:00,Professional,15000.0,1999-03-30 00:00:00,9.0,1.0,1999,39,27
2010-09-07 00:00:00,1974-12-27 00:00:00,Professional,16000.0,1974-01-14 00:00:00,Professional,6000.0,2004-12-19 00:00:00,5.0,nan,2004,30,30
2014-09-07 00:00:00,1982-01-03 00:00:00,Professional,6000.0,1986-01-22 00:00:00,Professional,8000.0,2012-06-25 00:00:00,1.0,nan,2012,30,26
2004-09-08 00:00:00,1965-06-29 00:00:00,Professional,15000.0,1971-12-21 00:00:00,Professional,15000.0,2002-09-20 00:00:00,1.0,nan,2002,37,31
2010-09-08 00:00:00,1978-09-20 00:00:00,Professional,15000.0,1979-03-21 00:00:00,Professional,15000.0,2007-03-03 00:00:00,2.0,nan,2007,29,28
2010-09-08 00:00:00,1982-05-30 00:00:00,Secondary,5000.0,1983-08-09 00:00:00,Professional,6000.0,2006-05-26 00:00:00,4.0,nan,2006,24,23
2011-09-08 00:00:00,1980-06-29 00:00:00,Professional,10000.0,1979-09-04 00:00:00,Professional,5000.0,2008-05-24 00:00:00,2.0,nan,2008,28,29
2011-09-08 00:00:00,1973-12-26 00:00:00,Professional,12000.0,1977-01-21 00:00:00,Professional,6000.0,2003-07-22 00:00:00,7.0,nan,2003,30,26
2011-09-08 00:00:00,1970-07-28 00:00:00,Professional,8000.0,1970-11-11 00:00:00,Professional,8000.0,2005-10-02 00:00:00,7.0,nan,2005,35,35
2012-09-08 00:00:00,1985-02-08 00:00:00,Preparatory,4000.0,1984-08-08 00:00:00,Secondary,3500.0,2006-04-11 00:00:00,5.0,nan,2006,21,22
2004-09-09 00:00:00,1960-09-06 00:00:00,Professional,8000.0,1962-04-10 00:00:00,Professional,5000.0,1989-04-20 00:00:00,14.0,3.0,1989,29,27
2008-09-09 00:00:00,1970-03-04 00:00:00,Professional,4500.0,1971-07-11 00:00:00,Professional,5100.0,1999-12-20 00:00:00,5.0,2.0,1999,29,28
2009-09-09 00:00:00,1975-05-25 00:00:00,Professional,15000.0,1976-05-03 00:00:00,Professional,12000.0,2004-03-13 00:00:00,4.0,nan,2004,29,28
2010-09-09 00:00:00,1976-08-18 00:00:00,Professional,25000.0,1978-02-11 00:00:00,Professional,8000.0,2009-01-08 00:00:00,1.0,nan,2009,33,31
2010-09-09 00:00:00,1953-03-25 00:00:00,Professional,8000.0,1958-09-04 00:00:00,Professional,8500.0,1984-12-14 00:00:00,26.0,3.0,1984,31,26
2011-09-09 00:00:00,1974-10-31 00:00:00,Professional,15000.0,1972-01-12 00:00:00,Professional,8000.0,1997-07-03 00:00:00,14.0,1.0,1997,23,25
2013-09-09 00:00:00,1979-05-27 00:00:00,Professional,6000.0,1980-01-29 00:00:00,Professional,8000.0,2010-01-22 00:00:00,3.0,nan,2010,31,30
2002-09-10 00:00:00,1955-06-14 00:00:00,Professional,10000.0,1956-05-14 00:00:00,Professional,6000.0,1979-12-15 00:00:00,21.0,2.0,1979,24,23
2006-09-10 00:00:00,1959-03-17 00:00:00,Preparatory,14000.0,1959-04-15 00:00:00,Professional,75000.0,1985-05-31 00:00:00,21.0,1.0,1985,26,26
2008-09-10 00:00:00,1977-10-29 00:00:00,Professional,15000.0,1976-09-25 00:00:00,Professional,5000.0,2005-05-11 00:00:00,2.0,1.0,2005,28,29
2008-09-10 00:00:00,1967-02-23 00:00:00,None,5000.0,1970-04-02 00:00:00,Secondary,1600.0,1988-03-10 00:00:00,6.0,3.0,1988,21,18
2008-09-10 00:00:00,1968-11-19 00:00:00,Professional,1800.0,1973-10-17 00:00:00,Professional,2500.0,1995-12-22 00:00:00,12.0,1.0,1995,27,22
2009-09-10 00:00:00,1973-05-02 00:00:00,Preparatory,5000.0,1974-02-27 00:00:00,Primary,3000.0,1996-03-12 00:00:00,13.0,2.0,1996,23,22
2009-09-10 00:00:00,1966-02-16 00:00:00,Professional,9000.0,1967-10-21 00:00:00,Professional,8000.0,1996-10-08 00:00:00,10.0,1.0,1996,30,29
2009-09-10 00:00:00,1972-12-27 00:00:00,Preparatory,6000.0,1972-02-10 00:00:00,Professional,14000.0,2006-07-28 00:00:00,2.0,nan,2006,34,34
2009-09-10 00:00:00,1979-07-04 00:00:00,Preparatory,5000.0,1981-01-24 00:00:00,Professional,4500.0,1997-10-04 00:00:00,2.0,1.0,1997,18,16
2009-09-10 00:00:00,1961-12-27 00:00:00,Professional,7000.0,1960-11-26 00:00:00,Preparatory,4000.0,1990-05-25 00:00:00,19.0,nan,1990,29,30
2009-09-10 00:00:00,1965-03-27 00:00:00,Secondary,9000.0,1969-04-08 00:00:00,Secondary,9000.0,1987-07-11 00:00:00,14.0,2.0,1987,22,18
2012-09-10 00:00:00,1980-10-13 00:00:00,Professional,20000.0,1984-04-06 00:00:00,Professional,28000.0,2010-09-04 00:00:00,2.0,nan,2010,30,26
2012-09-10 00:00:00,1980-07-10 00:00:00,Professional,15000.0,1980-12-05 00:00:00,Professional,12000.0,2009-12-23 00:00:00,2.0,nan,2009,29,29
2012-09-10 00:00:00,1953-01-19 00:00:00,Preparatory,6000.0,1967-04-16 00:00:00,Preparatory,4100.0,2011-11-02 00:00:00,1.0,nan,2011,58,44
2000-09-11 00:00:00,1968-01-31 00:00:00,Secondary,3500.0,1964-04-25 00:00:00,Professional,4000.0,1989-09-28 00:00:00,11.0,1.0,1989,21,25
2000-09-11 00:00:00,1957-01-18 00:00:00,Preparatory,4500.0,1950-11-16 00:00:00,Professional,8000.0,1978-10-21 00:00:00,22.0,nan,1978,21,28
2001-09-11 00:00:00,1960-02-08 00:00:00,Professional,1000.0,1966-05-15 00:00:00,Professional,5000.0,1987-12-22 00:00:00,13.0,3.0,1987,27,21
2004-09-11 00:00:00,1956-06-02 00:00:00,Professional,6800.0,1960-02-12 00:00:00,Preparatory,10000.0,1990-03-19 00:00:00,14.0,nan,1990,34,30
2003-09-12 00:00:00,1956-09-17 00:00:00,Professional,13000.0,1960-02-02 00:00:00,Professional,5000.0,1979-08-15 00:00:00,24.0,2.0,1979,23,19
2009-09-12 00:00:00,1957-09-03 00:00:00,Professional,8500.0,1957-06-22 00:00:00,Professional,1000.0,1979-12-19 00:00:00,29.0,2.0,1979,22,22
2009-09-12 00:00:00,1954-07-07 00:00:00,Primary,4000.0,1961-06-20 00:00:00,Secondary,10000.0,1992-05-29 00:00:00,17.0,2.0,1992,38,31
2010-09-12 00:00:00,1976-07-18 00:00:00,Professional,6000.0,1981-12-09 00:00:00,Professional,8000.0,2004-10-02 00:00:00,6.0,2.0,2004,28,23
2010-09-12 00:00:00,1972-07-13 00:00:00,Professional,3000.0,1977-12-14 00:00:00,Preparatory,2600.0,1998-12-11 00:00:00,12.0,1.0,1998,26,21
2013-09-12 00:00:00,1977-04-11 00:00:00,Professional,2500.0,1982-10-08 00:00:00,Professional,2500.0,2001-08-30 00:00:00,12.0,1.0,2001,24,19
2013-09-12 00:00:00,1983-08-31 00:00:00,Professional,3000.0,1981-10-12 00:00:00,Professional,3000.0,2009-10-07 00:00:00,4.0,nan,2009,26,28
2014-09-12 00:00:00,1988-04-14 00:00:00,Professional,8000.0,1988-08-19 00:00:00,Professional,8000.0,2013-05-25 00:00:00,1.0,nan,2013,25,25
2006-10-01 00:00:00,1974-05-04 00:00:00,Professional,25000.0,1974-04-19 00:00:00,Professional,18000.0,2000-07-21 00:00:00,5.0,nan,2000,26,26
2013-10-01 00:00:00,1970-04-12 00:00:00,Professional,20000.0,1972-01-20 00:00:00,Professional,15000.0,1998-04-24 00:00:00,14.0,nan,1998,28,26
2004-10-02 00:00:00,1967-08-11 00:00:00,Professional,10000.0,1966-10-17 00:00:00,Professional,4500.0,1997-04-16 00:00:00,6.0,nan,1997,30,31
2009-10-02 00:00:00,1965-10-04 00:00:00,Secondary,4500.0,1963-04-17 00:00:00,Preparatory,5500.0,1986-09-08 00:00:00,3.0,2.0,1986,21,23
2011-10-02 00:00:00,1982-06-04 00:00:00,Professional,15000.0,1985-07-31 00:00:00,Professional,20000.0,2010-01-16 00:00:00,1.0,nan,2010,28,25
2012-10-02 00:00:00,1973-08-08 00:00:00,Professional,10000.0,1978-02-13 00:00:00,Professional,8000.0,2010-01-22 00:00:00,1.0,nan,2010,37,32
2012-10-02 00:00:00,1978-02-01 00:00:00,Preparatory,8000.0,1986-07-11 00:00:00,Preparatory,8000.0,2010-08-01 00:00:00,2.0,nan,2010,32,24
2012-10-02 00:00:00,1984-09-30 00:00:00,Preparatory,4000.0,1982-09-09 00:00:00,Preparatory,4000.0,2005-09-12 00:00:00,5.0,1.0,2005,21,23
2005-10-03 00:00:00,1967-09-15 00:00:00,Professional,10000.0,1970-12-18 00:00:00,Professional,10000.0,1994-09-24 00:00:00,10.0,1.0,1994,27,24
2008-10-03 00:00:00,1962-12-22 00:00:00,Professional,5000.0,1963-10-31 00:00:00,Preparatory,2000.0,1987-12-23 00:00:00,16.0,2.0,1987,25,24
2009-10-03 00:00:00,1964-06-27 00:00:00,Professional,10000.0,1976-11-09 00:00:00,Professional,4000.0,2004-04-19 00:00:00,4.0,nan,2004,40,28
2010-10-03 00:00:00,1973-09-23 00:00:00,Professional,15000.0,1969-06-28 00:00:00,Professional,8000.0,2002-11-24 00:00:00,7.0,nan,2002,29,33
2010-10-03 00:00:00,1965-05-05 00:00:00,Professional,9000.0,1971-12-11 00:00:00,Professional,11000.0,1990-05-24 00:00:00,19.0,2.0,1990,25,19
2010-10-03 00:00:00,1952-09-14 00:00:00,Professional,20000.0,1955-11-06 00:00:00,Professional,6000.0,1979-02-28 00:00:00,24.0,3.0,1979,27,24
2010-10-03 00:00:00,1957-08-30 00:00:00,Professional,20000.0,1961-09-17 00:00:00,Professional,10000.0,1981-08-20 00:00:00,25.0,2.0,1981,24,20
2011-10-03 00:00:00,1967-10-25 00:00:00,Professional,11200.0,1964-07-30 00:00:00,Professional,12000.0,2005-02-18 00:00:00,6.0,1.0,2005,38,41
2014-10-03 00:00:00,1961-01-14 00:00:00,Professional,7000.0,1971-06-02 00:00:00,Professional,7000.0,1993-04-03 00:00:00,21.0,2.0,1993,32,22
2002-10-04 00:00:00,1962-08-05 00:00:00,Professional,10000.0,1960-07-22 00:00:00,Professional,7000.0,1993-11-09 00:00:00,8.0,2.0,1993,31,33
2002-10-04 00:00:00,1966-07-29 00:00:00,Professional,7000.0,1964-09-02 00:00:00,Professional,7000.0,1991-07-29 00:00:00,10.0,nan,1991,25,27
2006-10-04 00:00:00,1977-11-01 00:00:00,Professional,5000.0,1982-05-14 00:00:00,Professional,6000.0,2001-01-09 00:00:00,4.0,1.0,2001,24,19
2006-10-04 00:00:00,1972-01-22 00:00:00,Professional,5000.0,1968-10-25 00:00:00,Professional,5000.0,1997-12-20 00:00:00,8.0,nan,1997,25,29
2012-10-04 00:00:00,1974-03-02 00:00:00,Professional,5000.0,1974-03-21 00:00:00,Professional,6000.0,1999-04-02 00:00:00,13.0,1.0,1999,25,25
2002-10-06 00:00:00,1974-04-23 00:00:00,Secondary,9996.5,1976-07-08 00:00:00,Professional,5500.0,1996-12-07 00:00:00,5.0,1.0,1996,22,20
2003-10-06 00:00:00,1971-08-30 00:00:00,Professional,20000.0,1970-12-23 00:00:00,Professional,6000.0,1997-12-20 00:00:00,5.0,nan,1997,26,27
2008-10-06 00:00:00,1970-12-14 00:00:00,Professional,10000.0,1973-09-01 00:00:00,Professional,13000.0,1994-10-22 00:00:00,13.0,3.0,1994,24,21
2008-10-06 00:00:00,1977-10-11 00:00:00,Preparatory,8500.0,1971-12-08 00:00:00,Preparatory,85000.0,1999-09-18 00:00:00,5.0,1.0,1999,22,28
2009-10-06 00:00:00,1970-04-25 00:00:00,Professional,4500.0,1970-12-12 00:00:00,Professional,7000.0,1996-12-20 00:00:00,9.0,2.0,1996,26,26
2010-10-06 00:00:00,1968-02-20 00:00:00,Preparatory,4000.0,1968-03-26 00:00:00,Professional,7500.0,1989-06-07 00:00:00,21.0,1.0,1989,21,21
2000-10-07 00:00:00,1969-03-20 00:00:00,Secondary,1500.0,1974-08-12 00:00:00,Preparatory,6000.0,1992-06-11 00:00:00,1.0,1.0,1992,23,18
2000-10-07 00:00:00,1970-07-13 00:00:00,Secondary,3000.0,1970-11-19 00:00:00,Preparatory,2400.0,1990-07-05 00:00:00,2.0,2.0,1990,20,20
2001-10-07 00:00:00,1966-01-07 00:00:00,Preparatory,3000.0,1969-04-29 00:00:00,Professional,2000.0,1995-04-22 00:00:00,6.0,1.0,1995,29,26
2002-10-07 00:00:00,1969-04-01 00:00:00,Preparatory,3000.0,1973-06-08 00:00:00,Professional,6000.0,2000-12-13 00:00:00,1.0,nan,2000,31,27
2002-10-07 00:00:00,1962-02-21 00:00:00,Professional,8000.0,1959-12-12 00:00:00,Professional,4000.0,1987-03-28 00:00:00,15.0,1.0,1987,25,28
2003-10-07 00:00:00,1978-01-02 00:00:00,Professional,6000.0,1979-06-01 00:00:00,Professional,6000.0,2000-12-16 00:00:00,2.0,nan,2000,22,21
2003-10-07 00:00:00,1959-07-02 00:00:00,Professional,10000.0,1965-10-20 00:00:00,Professional,10000.0,1992-11-13 00:00:00,7.0,1.0,1992,33,27
2006-10-07 00:00:00,1971-07-06 00:00:00,Preparatory,5000.0,1971-09-16 00:00:00,Preparatory,10000.0,1999-12-23 00:00:00,6.0,1.0,1999,28,28
2006-10-07 00:00:00,1975-12-26 00:00:00,Preparatory,10000.0,1974-01-21 00:00:00,Preparatory,5000.0,2004-12-11 00:00:00,1.0,nan,2004,29,30
2007-10-07 00:00:00,1981-07-23 00:00:00,Professional,3000.0,1980-05-19 00:00:00,Professional,4000.0,2004-01-05 00:00:00,3.0,nan,2004,23,24
2009-10-07 00:00:00,1974-09-10 00:00:00,Secondary,3000.0,1979-01-30 00:00:00,Professional,3000.0,1996-07-22 00:00:00,12.0,nan,1996,22,17
2009-10-07 00:00:00,1964-11-12 00:00:00,Professional,5000.0,1976-04-17 00:00:00,Professional,3000.0,2001-01-20 00:00:00,6.0,1.0,2001,37,25
2013-10-07 00:00:00,1965-11-19 00:00:00,Professional,12000.0,1969-03-21 00:00:00,Professional,6000.0,1990-12-21 00:00:00,22.0,2.0,1990,25,21
2001-10-08 00:00:00,1977-10-06 00:00:00,Preparatory,1600.0,1976-12-03 00:00:00,Secondary,1400.0,1995-11-17 00:00:00,5.0,1.0,1995,18,19
2006-10-08 00:00:00,1961-06-08 00:00:00,Secondary,5000.0,1960-06-22 00:00:00,Preparatory,2100.0,1981-12-17 00:00:00,16.0,3.0,1981,20,21
2011-10-08 00:00:00,1968-11-20 00:00:00,Professional,5000.0,1978-10-07 00:00:00,Professional,6000.0,2002-11-16 00:00:00,9.0,nan,2002,34,24
2011-10-08 00:00:00,1978-08-04 00:00:00,Preparatory,2500.0,1980-09-06 00:00:00,Preparatory,5000.0,1998-07-18 00:00:00,12.0,2.0,1998,20,18
2011-10-08 00:00:00,1979-05-10 00:00:00,Preparatory,5000.0,1984-06-26 00:00:00,Preparatory,5000.0,2005-10-27 00:00:00,6.0,nan,2005,26,21
2012-10-08 00:00:00,1989-09-23 00:00:00,Professional,4000.0,1989-09-15 00:00:00,Professional,3500.0,2008-12-12 00:00:00,3.0,nan,2008,19,19
2001-10-09 00:00:00,1952-12-17 00:00:00,Professional,4000.0,1953-10-18 00:00:00,Professional,10000.0,1980-05-07 00:00:00,21.0,3.0,1980,28,27
2003-10-09 00:00:00,1965-01-20 00:00:00,Preparatory,3500.0,1964-09-14 00:00:00,Secondary,12000.0,1993-08-20 00:00:00,10.0,3.0,1993,28,29
2003-10-09 00:00:00,1951-07-22 00:00:00,Professional,10000.0,1951-12-30 00:00:00,Professional,5000.0,1994-08-28 00:00:00,9.0,nan,1994,43,43
2003-10-09 00:00:00,1969-08-28 00:00:00,Preparatory,80000.0,1974-05-07 00:00:00,Professional,2500.0,1998-07-08 00:00:00,5.0,1.0,1998,29,24
2004-10-09 00:00:00,1954-01-04 00:00:00,Professional,10000.0,1962-04-12 00:00:00,Preparatory,6000.0,1989-02-18 00:00:00,2.0,2.0,1989,35,27
2007-10-09 00:00:00,1964-06-25 00:00:00,Professional,3000.0,1969-06-29 00:00:00,Professional,3000.0,1985-09-02 00:00:00,12.0,2.0,1985,21,16
2013-10-09 00:00:00,1979-09-02 00:00:00,Preparatory,5000.0,1976-05-01 00:00:00,Professional,5000.0,2004-01-26 00:00:00,9.0,nan,2004,25,28
2014-10-09 00:00:00,1977-11-08 00:00:00,Professional,30000.0,1980-10-25 00:00:00,Professional,30000.0,2012-12-05 00:00:00,2.0,nan,2012,35,32
2000-10-10 00:00:00,1959-07-18 00:00:00,Secondary,2500.0,1963-04-18 00:00:00,Professional,5000.0,1983-12-30 00:00:00,16.0,3.0,1983,24,20
2001-10-10 00:00:00,1972-03-18 00:00:00,Professional,3000.0,1972-05-02 00:00:00,Professional,8000.0,1995-04-20 00:00:00,6.0,1.0,1995,23,23
2011-10-10 00:00:00,1965-09-16 00:00:00,Professional,14000.0,1965-04-03 00:00:00,Professional,9000.0,1990-10-01 00:00:00,21.0,3.0,1990,25,25
2000-10-11 00:00:00,1973-03-21 00:00:00,Primary,1000.0,1973-11-27 00:00:00,Primary,1000.0,1995-07-28 00:00:00,5.0,1.0,1995,22,22
2004-10-11 00:00:00,1968-03-28 00:00:00,Professional,8500.0,1972-05-28 00:00:00,Professional,7600.0,1997-03-14 00:00:00,7.0,nan,1997,29,25
2009-10-11 00:00:00,1981-12-19 00:00:00,Professional,4000.0,1979-08-02 00:00:00,Professional,3000.0,2007-02-13 00:00:00,2.0,1.0,2007,26,28
2003-10-12 00:00:00,1962-07-07 00:00:00,Preparatory,10000.0,1968-02-12 00:00:00,Preparatory,5000.0,1990-04-19 00:00:00,13.0,2.0,1990,28,22
2004-10-12 00:00:00,1965-06-20 00:00:00,Secondary,2000.0,1971-05-09 00:00:00,Professional,3000.0,1994-07-28 00:00:00,16.0,2.0,1994,29,23
2007-10-12 00:00:00,1974-09-07 00:00:00,Professional,3600.0,1976-03-13 00:00:00,Professional,2000.0,1996-09-03 00:00:00,7.0,1.0,1996,22,20
2008-10-12 00:00:00,1971-12-26 00:00:00,Professional,5000.0,1976-12-28 00:00:00,Professional,19000.0,2002-12-20 00:00:00,4.0,1.0,2002,31,26
2008-10-12 00:00:00,1968-05-13 00:00:00,Professional,6000.0,1971-12-10 00:00:00,Professional,30000.0,2001-04-21 00:00:00,6.0,1.0,2001,33,30
2009-10-12 00:00:00,1970-01-03 00:00:00,Professional,4000.0,1972-03-03 00:00:00,Professional,6647.0,1993-04-01 00:00:00,16.0,2.0,1993,23,21
2013-10-12 00:00:00,1967-07-28 00:00:00,Preparatory,5000.0,1969-04-09 00:00:00,Professional,6000.0,1988-07-28 00:00:00,25.0,3.0,1988,21,19
2010-11-01 00:00:00,1976-09-19 00:00:00,Professional,4000.0,1981-05-07 00:00:00,Preparatory,4000.0,2002-06-27 00:00:00,7.0,nan,2002,26,21
2012-11-01 00:00:00,1955-05-20 00:00:00,Professional,8000.0,1957-03-19 00:00:00,Professional,11000.0,1980-06-12 00:00:00,30.0,3.0,1980,25,23
2012-11-01 00:00:00,1978-05-24 00:00:00,Preparatory,4500.0,1985-04-15 00:00:00,Professional,6000.0,2007-10-25 00:00:00,4.0,1.0,2007,29,22
2003-11-02 00:00:00,1966-08-23 00:00:00,Preparatory,1300.0,1966-04-20 00:00:00,Professional,2000.0,1990-07-20 00:00:00,12.0,2.0,1990,24,24
2010-11-02 00:00:00,1973-03-02 00:00:00,Preparatory,6000.0,1973-01-11 00:00:00,Preparatory,6000.0,1995-03-07 00:00:00,9.0,1.0,1995,22,22
2010-11-02 00:00:00,1971-06-26 00:00:00,Professional,15000.0,1980-12-22 00:00:00,Preparatory,5000.0,2002-06-09 00:00:00,7.0,nan,2002,31,22
2010-11-02 00:00:00,1959-06-26 00:00:00,Professional,25000.0,1962-04-19 00:00:00,Professional,22000.0,1984-06-10 00:00:00,22.0,1.0,1984,25,22
2011-11-02 00:00:00,1969-06-22 00:00:00,Professional,12000.0,1970-09-16 00:00:00,Professional,15000.0,1996-09-02 00:00:00,14.0,2.0,1996,27,26
2013-11-02 00:00:00,1976-12-23 00:00:00,Preparatory,5000.0,1986-04-30 00:00:00,Professional,5000.0,2010-12-02 00:00:00,2.0,nan,2010,34,24
2014-11-02 00:00:00,1971-10-03 00:00:00,Professional,7000.0,1977-07-08 00:00:00,Professional,6000.0,2004-06-08 00:00:00,7.0,1.0,2004,33,27
2015-11-02 00:00:00,1963-09-15 00:00:00,Professional,9000.0,1979-06-30 00:00:00,Secondary,8000.0,2012-09-24 00:00:00,2.0,nan,2012,49,33
2008-11-03 00:00:00,1967-09-06 00:00:00,Secondary,2000.0,1969-02-16 00:00:00,Professional,2800.0,1986-12-05 00:00:00,15.0,1.0,1986,19,17
2008-11-03 00:00:00,1972-06-03 00:00:00,Secondary,3000.0,1962-01-14 00:00:00,Preparatory,5000.0,1993-08-26 00:00:00,14.0,nan,1993,21,31
2010-11-03 00:00:00,1967-07-30 00:00:00,Professional,10000.0,1980-12-21 00:00:00,Professional,10000.0,2006-04-08 00:00:00,3.0,nan,2006,39,26
2011-11-03 00:00:00,1962-07-17 00:00:00,Secondary,10000.0,1970-08-22 00:00:00,Preparatory,10000.0,1990-01-19 00:00:00,20.0,1.0,1990,28,20
2013-11-03 00:00:00,1968-07-31 00:00:00,Professional,8000.0,1964-10-03 00:00:00,Professional,8000.0,1990-11-14 00:00:00,22.0,2.0,1990,22,26
2015-11-03 00:00:00,1981-08-21 00:00:00,Professional,15000.0,1983-09-29 00:00:00,Professional,23000.0,2013-10-19 00:00:00,1.0,nan,2013,32,30
2001-11-04 00:00:00,1961-10-06 00:00:00,Primary,1900.0,1964-06-05 00:00:00,Primary,3200.0,1981-08-17 00:00:00,20.0,2.0,1981,20,17
2001-11-04 00:00:00,1955-06-29 00:00:00,Professional,25.0,1958-10-15 00:00:00,Professional,4000.0,1977-06-05 00:00:00,23.0,3.0,1977,22,19
2003-11-04 00:00:00,1958-06-10 00:00:00,Professional,12000.0,1963-01-15 00:00:00,Professional,12000.0,1987-04-25 00:00:00,15.0,3.0,1987,29,24
2006-11-04 00:00:00,1961-09-29 00:00:00,Professional,7000.0,1960-08-02 00:00:00,Professional,6000.0,1989-06-11 00:00:00,16.0,3.0,1989,28,29
2006-11-04 00:00:00,1971-05-01 00:00:00,Professional,30000.0,1973-04-14 00:00:00,Professional,20000.0,1997-04-10 00:00:00,9.0,1.0,1997,26,24
2007-11-04 00:00:00,1970-02-20 00:00:00,Professional,5000.0,1968-11-22 00:00:00,Professional,10000.0,1989-12-19 00:00:00,17.0,3.0,1989,19,21
2008-11-04 00:00:00,1983-12-26 00:00:00,Professional,4000.0,1984-05-29 00:00:00,Professional,4000.0,2002-10-25 00:00:00,5.0,2.0,2002,19,18
2008-11-04 00:00:00,1965-02-19 00:00:00,Secondary,3000.0,1965-11-20 00:00:00,Secondary,3000.0,1985-05-25 00:00:00,7.0,2.0,1985,20,20
2011-11-04 00:00:00,1978-07-14 00:00:00,Professional,3000.0,1984-11-01 00:00:00,Professional,3500.0,2007-09-11 00:00:00,4.0,1.0,2007,29,23
2011-11-04 00:00:00,1984-05-14 00:00:00,Professional,5000.0,1982-11-08 00:00:00,Professional,5000.0,2007-12-22 00:00:00,3.0,nan,2007,23,25
2011-11-04 00:00:00,1975-12-10 00:00:00,Professional,7000.0,1981-10-30 00:00:00,Professional,8000.0,2010-08-01 00:00:00,1.0,nan,2010,35,29
2014-11-04 00:00:00,1961-04-22 00:00:00,Professional,14000.0,1962-10-04 00:00:00,Professional,12500.0,1983-06-25 00:00:00,30.0,2.0,1983,22,21
2000-11-05 00:00:00,1963-03-06 00:00:00,Primary,2000.0,1963-07-25 00:00:00,Preparatory,1500.0,1986-02-06 00:00:00,13.0,1.0,1986,23,23
2004-11-05 00:00:00,1975-06-15 00:00:00,Preparatory,2500.0,1975-05-13 00:00:00,Professional,3000.0,2001-07-03 00:00:00,3.0,2.0,2001,26,26
2010-11-05 00:00:00,1967-07-09 00:00:00,Professional,5000.0,1969-04-10 00:00:00,Preparatory,7000.0,2005-06-08 00:00:00,5.0,nan,2005,38,36
2010-11-05 00:00:00,1974-11-18 00:00:00,Preparatory,4000.0,1971-10-30 00:00:00,Professional,5000.0,1999-01-25 00:00:00,11.0,1.0,1999,25,28
2010-11-05 00:00:00,1962-09-20 00:00:00,Preparatory,12000.0,1963-03-23 00:00:00,Preparatory,12000.0,1983-07-14 00:00:00,26.0,3.0,1983,21,20
2011-11-05 00:00:00,1977-02-20 00:00:00,Professional,6000.0,1975-01-11 00:00:00,Professional,5000.0,1998-08-05 00:00:00,5.0,2.0,1998,21,23
2012-11-05 00:00:00,1967-10-13 00:00:00,Preparatory,9800.0,1965-02-28 00:00:00,Professional,18000.0,1989-07-28 00:00:00,23.0,2.0,1989,22,24
