net_wealth,service_involvement,high_wealth
69891.02295953155,8.0,0.0
182400.95043802285,7.0,0.0
210660.3606995256,19.0,0.0
92004.94809273252,10.0,0.0
102260.16305013382,19.0,0.0
178563.07602073712,12.0,0.0
134790.3852010534,15.0,0.0
188996.01951554857,14.0,0.0
117002.5468990904,10.0,0.0
159126.21298876274,12.0,0.0
163654.87926273112,14.0,0.0
190002.021551125,10.0,0.0
113590.43691090522,10.0,0.0
114578.3491949355,15.0,0.0
153743.6260959251,19.0,0.0
150259.46454269995,9.0,0.0
145057.49145019584,14.0,0.0
157428.09323904032,19.0,0.0
96319.19210027676,19.0,0.0
142331.56608207154,11.0,0.0
89713.76821363455,12.0,0.0
200786.1032371408,7.0,0.0
92584.49912802826,19.0,0.0
187444.9565649696,17.0,0.0
70990.19896534778,11.0,0.0
125778.15314366783,16.0,0.0
159861.38828553478,6.0,0.0
110836.5952883828,5.0,0.0
127909.39697371538,11.0,0.0
203510.43668911,13.0,0.0
134778.10405012252,18.0,0.0
160901.04659740278,18.0,0.0
163687.22734260326,16.0,0.0
115622.73257256136,10.0,0.0
174384.91843308817,19.0,0.0
134074.23895294176,18.0,0.0
190097.82032563476,8.0,0.0
151493.20886252224,14.0,0.0
113138.68176277228,17.0,0.0
171147.38362781898,18.0,0.0
101326.6994019292,6.0,0.0
206865.60635148332,17.0,0.0
94940.22506936548,13.0,0.0
91861.32193240168,14.0,0.0
99740.34714308752,12.0,0.0
162142.52447779925,10.0,0.0
162664.79178033632,16.0,0.0
180755.57369900896,5.0,0.0
211192.96244150557,19.0,0.0
176613.93128275324,15.0,0.0
208895.81226659083,8.0,0.0
111537.93852978856,19.0,0.0
110273.01194548044,19.0,0.0
143898.676229786,19.0,0.0
137199.3310987482,19.0,0.0
143352.98120090563,12.0,0.0
151411.14420026817,15.0,0.0
119117.88667164856,14.0,0.0
165960.24280995614,11.0,0.0
181635.16570901155,16.0,0.0
267597.7529478968,5.0,0.0
132091.54856280726,15.0,0.0
148472.28307554923,15.0,0.0
102073.515091651,14.0,0.0
149869.72027580775,11.0,0.0
173941.269230632,9.0,0.0
137709.938559786,19.0,0.0
170803.48363092216,15.0,0.0
150852.98003074742,15.0,0.0
175239.47983097518,14.0,0.0
172457.33362610044,5.0,0.0
160405.61668787576,10.0,0.0
153467.3683784542,18.0,0.0
204705.0680541521,11.0,0.0
164056.01709819603,18.0,0.0
163467.9668005178,14.0,0.0
159962.55093201797,5.0,0.0
153037.02894536575,17.0,0.0
77922.07288640368,10.0,0.0
182679.7756658941,11.0,0.0
126110.01119807766,8.0,0.0
125500.98985483404,18.0,0.0
116423.18132858808,16.0,0.0
141942.70104519208,19.0,0.0
58799.86348612285,7.0,0.0
126350.08346545676,5.0,0.0
177092.32120804655,19.0,0.0
172021.02896914034,18.0,0.0
159542.11723014934,5.0,0.0
115021.66739759788,5.0,0.0
143262.94353892776,15.0,0.0
164537.34127705396,9.0,0.0
155537.2656987397,17.0,0.0
40027.49647475853,12.0,0.0
169541.30136321808,5.0,0.0
189096.4545133957,14.0,0.0
223378.7900874667,19.0,0.0
158889.4332209258,10.0,0.0
172526.48620793028,16.0,0.0
136766.42591765395,10.0,0.0
182232.00491871324,7.0,0.0
150899.5108631482,6.0,0.0
99261.28978814011,11.0,0.0
147341.3765374265,7.0,0.0
47322.59576573281,10.0,0.0
246304.044838126,7.0,0.0
155317.06890236837,17.0,0.0
81142.28762223001,16.0,0.0
125849.45245888967,13.0,0.0
91709.18925157037,11.0,0.0
182100.64590965185,7.0,0.0
143986.3555941649,7.0,0.0
182827.01512656375,19.0,0.0
146773.7965713106,17.0,0.0
139933.5420097525,5.0,0.0
78948.95929671841,9.0,0.0
140064.8451480546,15.0,0.0
128553.09462411594,7.0,0.0
145233.42030579256,5.0,0.0
131815.66502882467,10.0,0.0
68967.44722851616,12.0,0.0
153425.54388599197,5.0,0.0
178915.6251414647,7.0,0.0
147440.4828190737,7.0,0.0
81261.39020763543,17.0,0.0
82307.15714089927,19.0,0.0
167883.01630222303,19.0,0.0
-9914.137941376684,10.0,0.0
132287.99643422465,7.0,0.0
123512.61038935004,9.0,0.0
130038.55174700008,18.0,0.0
141305.41110032971,17.0,0.0
132026.75538437004,19.0,0.0
123264.97395231428,7.0,0.0
160517.21761500114,7.0,0.0
194671.28897666535,17.0,0.0
76467.18750501084,16.0,0.0
190829.4346343059,6.0,0.0
159187.67066600124,14.0,0.0
94027.9734320702,11.0,0.0
164415.14789691544,8.0,0.0
194823.9016213132,15.0,0.0
197379.0135246162,5.0,0.0
222789.80866266452,12.0,0.0
135644.96296717,10.0,0.0
199627.3423596522,15.0,0.0
104915.91468562708,17.0,0.0
109008.62847223863,17.0,0.0
155372.73877604166,10.0,0.0
149306.07463385334,12.0,0.0
125514.13242235438,18.0,0.0
147425.7142398177,15.0,0.0
121475.727077578,5.0,0.0
165135.81860267985,7.0,0.0
153002.74626094918,5.0,0.0
117034.95252441223,7.0,0.0
46027.14149329647,11.0,0.0
178514.21600523253,9.0,0.0
182365.800973078,5.0,0.0
142132.28450284066,6.0,0.0
186505.03755518797,13.0,0.0
207375.64618684177,12.0,0.0
129020.02540837308,7.0,0.0
131390.35284006686,7.0,0.0
129697.90530733744,7.0,0.0
177685.54749318986,15.0,0.0
113513.90741596722,16.0,0.0
155921.14852869484,15.0,0.0
203571.39249333585,15.0,0.0
162077.89048243104,15.0,0.0
138651.137612023,9.0,0.0
154375.61379077414,13.0,0.0
237395.8747229208,10.0,0.0
127569.39133560796,11.0,0.0
103317.44196180184,5.0,0.0
124331.40352251656,9.0,0.0
191954.19123751236,17.0,0.0
169107.84425646978,15.0,0.0
142619.68253718462,13.0,0.0
115365.13039323146,19.0,0.0
141476.30319710748,7.0,0.0
157220.6881804263,16.0,0.0
99840.8271567836,7.0,0.0
136699.89681527973,15.0,0.0
168637.5682915937,12.0,0.0
105891.6586511944,17.0,0.0
180197.78582065107,16.0,0.0
156714.73966188164,11.0,0.0
111360.50706300137,11.0,0.0
82861.17380036411,9.0,0.0
168072.0395956533,7.0,0.0
75840.91536816608,11.0,0.0
182065.60314198115,7.0,0.0
100765.7697814862,10.0,0.0
143892.58298896032,13.0,0.0
126625.86167799708,9.0,0.0
163847.7914894051,5.0,0.0
234227.9425703324,7.0,0.0
172066.8657851998,15.0,0.0
154070.5697076565,9.0,0.0
157341.50764641562,16.0,0.0
107731.45750040858,10.0,0.0
112854.16740154367,8.0,0.0
142860.6467832558,14.0,0.0
175301.44451149326,13.0,0.0
76707.77769180486,16.0,0.0
196603.5181440693,5.0,0.0
195620.70855995832,9.0,0.0
120422.16872898558,17.0,0.0
246679.09286016636,6.0,0.0
182301.21117949765,6.0,0.0
126306.69890764306,5.0,0.0
150894.92342986405,16.0,0.0
206985.7377525828,8.0,0.0
167508.3131108214,7.0,0.0
136517.0029492902,7.0,0.0
87699.155496453,15.0,0.0
120044.7455015916,18.0,0.0
211623.99587334984,18.0,0.0
145876.29266917598,12.0,0.0
109508.12984551626,12.0,0.0
145704.18088611448,8.0,0.0
139354.1029288991,12.0,0.0
174870.24628225958,14.0,0.0
172836.82108564995,6.0,0.0
108347.32877109032,9.0,0.0
194162.94466982072,16.0,0.0
154756.54136831238,12.0,0.0
201573.27531493048,13.0,0.0
178176.33467900514,5.0,0.0
129643.12332345944,13.0,0.0
185467.6219659228,14.0,0.0
152879.98339060007,13.0,0.0
202866.222496808,19.0,0.0
132740.50897544515,13.0,0.0
121401.70667999909,5.0,0.0
118950.72823008112,5.0,0.0
199996.1212345208,6.0,0.0
153200.5837975442,16.0,0.0
189115.98684885947,18.0,0.0
177405.2592771103,19.0,0.0
152066.2731222464,8.0,0.0
78746.68472525223,5.0,0.0
149613.3001600335,10.0,0.0
150081.17544894878,15.0,0.0
212820.7232062016,10.0,0.0
130168.28379102403,16.0,0.0
113487.99729478409,7.0,0.0
153740.7618272489,6.0,0.0
168772.89167605236,8.0,0.0
143630.7537028418,10.0,0.0
175340.4876471138,7.0,0.0
118109.42669120996,6.0,0.0
134708.5738406157,16.0,0.0
165504.2996900226,16.0,0.0
106525.53549005376,11.0,0.0
138056.1590026452,12.0,0.0
195890.4458161557,13.0,0.0
164418.06490513892,16.0,0.0
143397.1929923725,7.0,0.0
141471.51095596954,12.0,0.0
91829.79331141476,16.0,0.0
203339.4054219728,14.0,0.0
182251.67602290085,10.0,0.0
204672.9664632056,5.0,0.0
139666.79984194084,8.0,0.0
109075.51642542092,10.0,0.0
135221.24350526225,7.0,0.0
105524.59602873473,12.0,0.0
167799.57830119884,13.0,0.0
217912.8567039001,9.0,0.0
138961.42767494617,14.0,0.0
206302.1212199196,9.0,0.0
200424.0796581116,15.0,0.0
188482.62170478105,6.0,0.0
133621.4674253395,15.0,0.0
174255.90721618538,11.0,0.0
132468.7719881475,13.0,0.0
188947.81234350608,5.0,0.0
135654.5852870302,18.0,0.0
145508.61033385515,17.0,0.0
186532.4568445165,17.0,0.0
139676.49211875076,7.0,0.0
144148.9503940816,18.0,0.0
64184.19329632906,12.0,0.0
101448.79173171685,14.0,0.0
132817.9437760005,13.0,0.0
209112.2635498077,19.0,0.0
103667.68267557716,19.0,0.0
208210.06985473997,19.0,0.0
140409.64191077487,18.0,0.0
124290.7550600741,17.0,0.0
129644.502659568,19.0,0.0
105169.30278012184,8.0,0.0
89178.37918749123,9.0,0.0
126282.42316297744,15.0,0.0
99211.356399155,12.0,0.0
103115.41137260094,15.0,0.0
199063.5687539876,10.0,0.0
85661.06331301326,16.0,0.0
131631.22373194934,13.0,0.0
185019.6523311557,13.0,0.0
146875.57201384343,14.0,0.0
161731.29884628727,10.0,0.0
208088.2890251076,14.0,0.0
134247.28005605593,7.0,0.0
155950.4260572407,18.0,0.0
170207.8133743246,19.0,0.0
141036.40235791577,7.0,0.0
93069.57059914578,18.0,0.0
126022.690106138,7.0,0.0
174597.24852599305,16.0,0.0
182857.1881280844,7.0,0.0
167529.48053782707,18.0,0.0
98370.04842804052,8.0,0.0
168916.22651953908,5.0,0.0
91359.642448862,16.0,0.0
160962.00992249633,8.0,0.0
192380.8917108389,14.0,0.0
115701.72102536196,11.0,0.0
133333.09197239543,13.0,0.0
67394.98271283432,10.0,0.0
176447.22220595443,10.0,0.0
181822.3512488272,9.0,0.0
201203.21031763023,11.0,0.0
193564.99569842397,5.0,0.0
162069.44125003586,12.0,0.0
148323.6775757245,12.0,0.0
120011.12607409884,12.0,0.0
162850.31629616517,15.0,0.0
137149.79046157777,10.0,0.0
82235.20000221283,13.0,0.0
98103.34920802346,19.0,0.0
185349.4582647156,14.0,0.0
185382.09879040977,10.0,0.0
158562.0334154703,12.0,0.0
215860.2334230131,11.0,0.0
123230.84184098804,18.0,0.0
150805.9694066409,14.0,0.0
167718.39616770382,11.0,0.0
142658.4160402548,13.0,0.0
118226.16501076674,12.0,0.0
158761.01621222548,13.0,0.0
289718.6813845857,5.0,0.0
71826.31117846724,5.0,0.0
199685.51984736172,9.0,0.0
119161.21364495692,19.0,0.0
160594.84396519695,7.0,0.0
180289.62048470296,14.0,0.0
163960.992173109,16.0,0.0
191277.692565916,18.0,0.0
144961.4925521009,19.0,0.0
84563.45762127664,11.0,0.0
201246.8932317565,18.0,0.0
158497.1082115767,19.0,0.0
208922.62171878948,6.0,0.0
151559.72198072504,15.0,0.0
168367.58220388307,13.0,0.0
210493.27393571145,8.0,0.0
189099.4504745713,8.0,0.0
269529.2775887091,16.0,0.0
65846.80473388662,19.0,0.0
123496.66299956726,13.0,0.0
166914.4570334652,18.0,0.0
121329.09117232736,8.0,0.0
150156.49528597837,18.0,0.0
76268.43271502537,15.0,0.0
141779.50754910553,5.0,0.0
187234.944002434,6.0,0.0
160505.69378348952,14.0,0.0
162557.69947960065,7.0,0.0
144749.7042922171,6.0,0.0
167671.1301461949,11.0,0.0
240611.99997284816,12.0,0.0
144509.58019467138,9.0,0.0
132729.29386821043,8.0,0.0
153794.963634239,6.0,0.0
130289.90098953384,14.0,0.0
184718.53899968645,5.0,0.0
162554.55201393316,11.0,0.0
143540.4620018739,18.0,0.0
158748.12792130795,19.0,0.0
202680.9641702872,9.0,0.0
180309.6516674172,9.0,0.0
199505.02340970276,15.0,0.0
101425.67725899606,7.0,0.0
126420.50988525484,16.0,0.0
87627.28126974287,5.0,0.0
164978.38653236866,9.0,0.0
145594.88227077667,7.0,0.0
150412.94241068914,5.0,0.0
230061.28154526095,10.0,0.0
146812.8050391273,7.0,0.0
110019.88631632016,8.0,0.0
109868.5110331173,12.0,0.0
95544.97814893108,10.0,0.0
148125.50111832615,12.0,0.0
164907.33012721263,8.0,0.0
139345.4836802717,8.0,0.0
115277.5920150989,11.0,0.0
124065.63360544152,10.0,0.0
128848.61644998938,15.0,0.0
161372.49031954532,6.0,0.0
168359.83944901952,13.0,0.0
189134.0240524084,8.0,0.0
188802.3386135865,17.0,0.0
107920.23080284444,5.0,0.0
163192.88334762794,15.0,0.0
203114.54535267304,9.0,0.0
145187.38111793555,19.0,0.0
33953.75147806885,19.0,0.0
179130.5308131142,7.0,0.0
148137.04756885782,6.0,0.0
167684.78320903087,12.0,0.0
104909.34296311723,6.0,0.0
131466.3277364185,11.0,0.0
177160.52381474152,15.0,0.0
155938.6483622441,9.0,0.0
92444.52955980238,6.0,0.0
142389.40559375106,11.0,0.0
223208.3363915037,17.0,0.0
144979.00393711962,14.0,0.0
175578.72587174352,13.0,0.0
266722.95793317066,15.0,0.0
173256.35586428284,18.0,0.0
143208.84696797933,8.0,0.0
163783.06789010536,19.0,0.0
181191.1622458993,18.0,0.0
120786.40093452948,17.0,0.0
188012.593385622,14.0,0.0
179496.92738832676,17.0,0.0
133439.78709329612,13.0,0.0
212499.18381479135,13.0,0.0
108527.63430042476,17.0,0.0
200213.77723126055,10.0,0.0
97348.96190489228,14.0,0.0
137438.2059015447,18.0,0.0
120653.81167265284,16.0,0.0
152944.59408204962,6.0,0.0
149730.21329979226,18.0,0.0
167771.79365107976,17.0,0.0
75954.92913307762,6.0,0.0
107226.03858720625,7.0,0.0
168783.40738857034,14.0,0.0
234654.06260734625,12.0,0.0
111075.32560114255,13.0,0.0
164977.16866000238,9.0,0.0
188047.9633289289,9.0,0.0
143868.84064671214,6.0,0.0
67000.71720676638,16.0,0.0
174028.37257375446,11.0,0.0
137543.99428858177,10.0,0.0
152913.9920768243,13.0,0.0
178993.21171504815,14.0,0.0
136313.592906806,5.0,0.0
82069.31403989163,18.0,0.0
152315.16676435026,15.0,0.0
148715.69348708028,13.0,0.0
128224.23590111802,9.0,0.0
101802.22044208823,8.0,0.0
232522.15925901284,8.0,0.0
191779.41869360436,6.0,0.0
160845.4877454628,6.0,0.0
169651.84124925593,6.0,0.0
116716.20845955164,8.0,0.0
129137.64808839747,8.0,0.0
200308.5327008083,10.0,0.0
144817.8579241721,10.0,0.0
215491.14224774225,9.0,0.0
126148.31386850248,18.0,0.0
132690.70819535645,12.0,0.0
108240.44038372303,14.0,0.0
167785.77316229866,6.0,0.0
180747.32380930244,17.0,0.0
134635.83965461413,18.0,0.0
170424.24391667894,6.0,0.0
113597.56854119894,8.0,0.0
175630.84937232034,15.0,0.0
99646.69637746864,16.0,0.0
119996.2874196004,5.0,0.0
109294.90932893868,9.0,0.0
187291.4948676825,18.0,0.0
196410.2782772157,5.0,0.0
160021.8462692494,8.0,0.0
176869.9442261815,16.0,0.0
163944.6721445493,6.0,0.0
171900.00070765096,15.0,0.0
185337.8295652327,7.0,0.0
173502.77541179548,8.0,0.0
68264.27897368383,15.0,0.0
184329.22632300865,13.0,0.0
229148.5663377141,14.0,0.0
70500.90953319689,13.0,0.0
144106.38274965528,12.0,0.0
129309.00965401575,14.0,0.0
220856.71198925632,18.0,0.0
215332.3659079578,9.0,0.0
126086.8698080949,8.0,0.0
131345.2516752788,17.0,0.0
151248.57401362603,7.0,0.0
161147.1940034121,8.0,0.0
202893.4563309848,9.0,0.0
155008.2774781225,8.0,0.0
141647.59344172862,5.0,0.0
136046.22179392554,18.0,0.0
133519.65728361625,11.0,0.0
199381.2372253118,19.0,0.0
172062.37852015856,18.0,0.0
162647.26138668956,13.0,0.0
155255.55686664945,11.0,0.0
140568.44246217882,18.0,0.0
144082.99622375026,18.0,0.0
168755.53730840332,7.0,0.0
193235.31743459447,8.0,0.0
168831.45386936853,6.0,0.0
114060.64400637624,7.0,0.0
200345.51093697065,11.0,0.0
116197.14664137622,14.0,0.0
157320.93514484225,6.0,0.0
91271.80173133477,13.0,0.0
95836.43689954194,11.0,0.0
87914.7592027594,6.0,0.0
193984.82815573335,5.0,0.0
171063.30661838577,13.0,0.0
137053.91784216336,9.0,0.0
102442.2198146861,10.0,0.0
55932.8648970364,18.0,0.0
136144.521328765,11.0,0.0
165494.8722517584,8.0,0.0
132636.6769954886,10.0,0.0
111790.71599078788,19.0,0.0
146622.64124037878,15.0,0.0
125723.09463721908,10.0,0.0
146666.50631871895,12.0,0.0
115093.68434509914,17.0,0.0
126180.15995832293,6.0,0.0
126481.70699774331,18.0,0.0
232713.386140164,12.0,0.0
118821.3090264588,7.0,0.0
188844.3414388174,11.0,0.0
171617.76910462574,17.0,0.0
111677.2047713462,10.0,0.0
144184.14756839137,6.0,0.0
169748.9662362323,15.0,0.0
168721.0763433546,13.0,0.0
97069.47388135566,17.0,0.0
158133.78733159805,15.0,0.0
193418.88636267596,15.0,0.0
125586.96831479797,9.0,0.0
127771.19680123718,18.0,0.0
114967.01086730316,9.0,0.0
77549.77422931237,10.0,0.0
99263.87520200174,19.0,0.0
197460.5461462068,6.0,0.0
237591.8070239568,12.0,0.0
172557.41771216513,7.0,0.0
163549.3834591616,19.0,0.0
151883.68345900375,16.0,0.0
208198.84750510383,5.0,0.0
119295.3048992922,19.0,0.0
188348.9451503496,14.0,0.0
127295.93257979516,6.0,0.0
167142.66145147238,13.0,0.0
198600.55616041744,13.0,0.0
150172.75142695813,6.0,0.0
146909.96499305964,6.0,0.0
217670.3987534765,6.0,0.0
222746.8011031163,13.0,0.0
178647.4092245656,9.0,0.0
213222.50043020945,13.0,0.0
138210.44265963518,17.0,0.0
182706.9301434207,19.0,0.0
173419.54670592915,14.0,0.0
180009.7807816299,7.0,0.0
54561.20938886251,7.0,0.0
160995.9988129735,18.0,0.0
177807.83254872254,12.0,0.0
143313.1835031848,11.0,0.0
197389.303931854,13.0,0.0
105830.38172748176,11.0,0.0
208867.60052960212,6.0,0.0
150951.3997939046,19.0,0.0
110147.3625543428,9.0,0.0
170289.70717883884,18.0,0.0
116325.0504792634,12.0,0.0
120646.7783871404,9.0,0.0
67622.32127700603,6.0,0.0
179734.2822499571,18.0,0.0
159398.7771434371,6.0,0.0
175385.25815198006,18.0,0.0
105363.54024513435,14.0,0.0
182371.6879947025,8.0,0.0
125941.67163445403,13.0,0.0
171628.37934149455,5.0,0.0
51229.21294093283,19.0,0.0
135318.7440057169,5.0,0.0
141590.26914182902,19.0,0.0
247639.74030622203,9.0,0.0
88021.63300032365,12.0,0.0
101936.32920721055,11.0,0.0
164551.92252037203,5.0,0.0
182941.2857477538,5.0,0.0
164108.88403998624,8.0,0.0
183350.99259791223,18.0,0.0
42913.96917236065,11.0,0.0
159307.54690758375,15.0,0.0
200591.37671675373,11.0,0.0
118087.2840535409,11.0,0.0
179413.96264088282,18.0,0.0
180401.8594181196,18.0,0.0
182608.71953622505,15.0,0.0
154904.8895659403,12.0,0.0
159634.16322337752,17.0,0.0
179019.58433004038,17.0,0.0
189827.3116978355,16.0,0.0
123699.397686139,16.0,0.0
168741.05950066706,7.0,0.0
94111.22402257584,13.0,0.0
252702.74899176508,19.0,0.0
180194.11136236403,9.0,0.0
201981.5454437539,12.0,0.0
144762.59620523668,9.0,0.0
206541.86685478725,10.0,0.0
176679.3579735231,6.0,0.0
91048.05439999606,19.0,0.0
194750.23872478533,9.0,0.0
168437.02931738907,12.0,0.0
132311.66112553078,14.0,0.0
77068.43909246114,11.0,0.0
226474.1969301724,16.0,0.0
235093.25879118283,6.0,0.0
163734.7402917416,8.0,0.0
144708.87868409208,17.0,0.0
119257.5623875156,15.0,0.0
201747.84020341857,12.0,0.0
122855.37785003425,9.0,0.0
145447.31890247815,12.0,0.0
157240.4365764213,9.0,0.0
186094.94921510929,19.0,0.0
113889.7066553022,11.0,0.0
127274.55157640786,11.0,0.0
230062.3891210851,17.0,0.0
170828.05283413926,14.0,0.0
178083.36499512033,6.0,0.0
130744.16911757104,11.0,0.0
99247.44082480844,15.0,0.0
68991.18292735147,12.0,0.0
150978.27803202474,15.0,0.0
129734.16229804904,9.0,0.0
103974.19319378196,8.0,0.0
148940.68208719918,9.0,0.0
184308.9593261284,6.0,0.0
205429.5962257917,11.0,0.0
153569.6020995812,14.0,0.0
80449.75633668917,15.0,0.0
194684.98456938876,19.0,0.0
208172.09404499424,5.0,0.0
104815.84509560112,10.0,0.0
140322.93073389557,14.0,0.0
163732.13045563665,11.0,0.0
102851.56777571568,5.0,0.0
105095.0532643488,14.0,0.0
172788.3284995375,6.0,0.0
162737.1771428896,19.0,0.0
168967.36955240802,10.0,0.0
121829.75773807,8.0,0.0
184127.07578660944,12.0,0.0
104563.1860087492,8.0,0.0
125380.3180995106,14.0,0.0
119064.75984915168,14.0,0.0
91796.43091531376,19.0,0.0
115746.1135332848,15.0,0.0
90831.4303656395,10.0,0.0
127221.82286487657,13.0,0.0
170851.51435781864,8.0,0.0
193454.5843019366,6.0,0.0
127503.90139009508,12.0,0.0
228398.99732689327,18.0,0.0
196391.34766063225,7.0,0.0
165904.1512691715,12.0,0.0
146663.63122296473,15.0,0.0
202991.57813201065,17.0,0.0
142823.84749554092,5.0,0.0
189251.9505559785,15.0,0.0
157281.085512012,10.0,0.0
170832.3641956642,7.0,0.0
107258.03728213235,10.0,0.0
64766.251088901,12.0,0.0
198059.30876140203,8.0,0.0
144357.7608767482,11.0,0.0
129562.548620731,5.0,0.0
129106.11290403138,5.0,0.0
174686.28479867318,15.0,0.0
178701.7694368974,18.0,0.0
127246.02567211806,9.0,0.0
248630.62029503065,9.0,0.0
185889.6477107326,18.0,0.0
123577.4627214184,11.0,0.0
149852.10959794797,15.0,0.0
168624.11622780765,11.0,0.0
99584.8886643489,12.0,0.0
103763.62297103729,15.0,0.0
133871.487826963,11.0,0.0
128957.31682156149,9.0,0.0
122383.57265995845,16.0,0.0
172936.22427270963,19.0,0.0
155387.06293115648,15.0,0.0
134280.8709221115,11.0,0.0
139996.14189571634,18.0,0.0
198035.40969639548,8.0,0.0
144148.93515474786,14.0,0.0
194453.6863185076,11.0,0.0
147383.39415911603,10.0,0.0
199326.2227724525,5.0,0.0
166403.96270490665,6.0,0.0
140726.47087386012,19.0,0.0
136974.51936197386,19.0,0.0
133530.3435922888,10.0,0.0
57685.56865308012,9.0,0.0
127755.74522476766,7.0,0.0
139314.2221646249,13.0,0.0
134130.25910616148,14.0,0.0
126403.58597245692,8.0,0.0
170327.2680457661,11.0,0.0
214119.07955012,12.0,0.0
145032.72669097863,5.0,0.0
100706.66565884436,19.0,0.0
182677.9127197276,16.0,0.0
221167.2461100761,14.0,0.0
144207.35657690905,11.0,0.0
112533.80178021637,5.0,0.0
229819.14293469617,6.0,0.0
113844.37872237286,15.0,0.0
94385.45024785907,9.0,0.0
181646.966866627,7.0,0.0
163009.34165208443,11.0,0.0
171295.38024350326,15.0,0.0
155638.54044598353,10.0,0.0
106316.53352825262,9.0,0.0
172057.97412554902,19.0,0.0
136260.85303438205,5.0,0.0
81727.98250338685,14.0,0.0
139873.66395665018,6.0,0.0
131006.10314107429,19.0,0.0
85310.82001039176,18.0,0.0
162632.52253336238,13.0,0.0
162558.47600527984,19.0,0.0
135845.81796739844,10.0,0.0
152380.83167400624,7.0,0.0
141553.58687142428,13.0,0.0
123477.39743309672,5.0,0.0
131965.43302760657,17.0,0.0
171844.89139099256,12.0,0.0
163742.82908260025,9.0,0.0
160167.49744318996,16.0,0.0
136234.43511655764,6.0,0.0
195437.56224391775,13.0,0.0
122187.98358749542,16.0,0.0
129817.1624338195,15.0,0.0
186783.5557863744,18.0,0.0
106529.27665924732,16.0,0.0
127611.07545091573,12.0,0.0
105424.55895185098,15.0,0.0
213572.48862219747,16.0,0.0
63069.992996676025,5.0,0.0
119883.57339894478,18.0,0.0
170426.1994377602,19.0,0.0
97842.7739120624,5.0,0.0
165919.52632706903,12.0,0.0
64647.704042078025,8.0,0.0
120565.36373823976,10.0,0.0
193001.0239333425,11.0,0.0
69224.1681177424,16.0,0.0
112118.02127176602,6.0,0.0
84894.99364161477,12.0,0.0
114181.66458285484,18.0,0.0
192390.620792348,9.0,0.0
136214.56363223732,16.0,0.0
40857.17144767313,7.0,0.0
114478.83792039522,18.0,0.0
179084.99068495195,9.0,0.0
208202.8859857204,14.0,0.0
145986.18741734233,10.0,0.0
112065.00241510395,13.0,0.0
160060.2253133942,14.0,0.0
252281.2921120225,16.0,0.0
196691.05833293463,14.0,0.0
116359.64603204952,5.0,0.0
142146.21260276888,9.0,0.0
110014.74306404837,18.0,0.0
93917.9945994054,18.0,0.0
173206.0379340998,9.0,0.0
154196.03495453516,8.0,0.0
95180.96718390063,13.0,0.0
214676.6289513022,5.0,0.0
162404.64132814147,11.0,0.0
180458.593209789,15.0,0.0
136642.4942972074,5.0,0.0
91722.73309631774,13.0,0.0
208383.745021054,11.0,0.0
198748.3928704359,5.0,0.0
171902.8027089705,11.0,0.0
124293.34426399186,15.0,0.0
132101.00763731162,18.0,0.0
195379.4146091119,9.0,0.0
131571.59919031174,18.0,0.0
136832.77538366438,12.0,0.0
99243.37523123226,13.0,0.0
145297.69594386997,6.0,0.0
84604.93984841372,9.0,0.0
153391.76447544602,14.0,0.0
195816.51136985756,13.0,0.0
123683.83103902872,11.0,0.0
147149.46312995968,12.0,0.0
147996.09090904085,10.0,0.0
126156.63167469011,16.0,0.0
94230.00847484228,5.0,0.0
167743.8128196248,15.0,0.0
78994.70911597354,14.0,0.0
123659.9349507005,15.0,0.0
128696.40780350058,8.0,0.0
103831.8173808672,16.0,0.0
155144.82148432347,17.0,0.0
169376.88860767212,12.0,0.0
166706.07052601042,5.0,0.0
82587.27507481756,19.0,0.0
150873.22107485347,9.0,0.0
227336.4247732405,8.0,0.0
123743.51928967952,14.0,0.0
206282.67762845175,5.0,0.0
152352.79733296868,12.0,0.0
144375.26766922767,16.0,0.0
164231.5885556584,5.0,0.0
133387.85666592128,15.0,0.0
121600.00736030846,8.0,0.0
195809.57228415945,17.0,0.0
163898.28831111582,13.0,0.0
212455.0469494352,7.0,0.0
192291.87389167707,9.0,0.0
106184.43334340947,14.0,0.0
157994.4332114544,8.0,0.0
89318.0764438808,6.0,0.0
66698.47648728502,11.0,0.0
199078.20213586997,8.0,0.0
108643.63876853912,19.0,0.0
154543.76674191584,17.0,0.0
127975.13458960324,18.0,0.0
115610.6565592634,6.0,0.0
122540.020634036,5.0,0.0
66925.68873582303,11.0,0.0
156400.82058413365,18.0,0.0
98567.09062804826,5.0,0.0
133253.1761258638,7.0,0.0
181823.4482208709,11.0,0.0
161521.81410090544,16.0,0.0
201842.2616318032,18.0,0.0
104840.14354900151,18.0,0.0
193577.3874118398,10.0,0.0
238141.22594966428,15.0,0.0
162019.71541926882,17.0,0.0
152468.63100017767,9.0,0.0
94736.88301824454,7.0,0.0
151586.19624511973,7.0,0.0
171492.54048144456,6.0,0.0
170812.6344415323,17.0,0.0
180822.9547318256,11.0,0.0
141871.63311943653,12.0,0.0
191574.24128844275,13.0,0.0
186002.79564212565,16.0,0.0
142011.46007485312,15.0,0.0
155364.29744703718,17.0,0.0
174738.45473893016,7.0,0.0
119854.0437899356,14.0,0.0
116282.76941166508,6.0,0.0
194296.5374217122,9.0,0.0
203901.14988973868,16.0,0.0
