CountryName,CountryCode,Year,Total Population,Urban population (% of total)
Isle of Man,1967,52995,56.311,
Israel,1967,2745000,82.3,
Italy,1967,52900500,62.822,
Jamaica,1967,1803891,39.036,
Japan,1967,100725000,69.516,
Jordan,1967,1278416,54.957,
Kazakhstan,1967,12120504,48.346,
Kenya,1967,10154489,9.209,
Kiribati,1967,48440,21.097,
Korea,PRK,1967,13221826,47.081
Korea,KOR,1967,30130983,34.971
Kuwait,1967,585831,82.081,
Kyrgyz Republic,1967,2736500,36.53,
Lao PDR,1967,2495093,8.692,
Latvia,1967,2301220,58.398,
Lebanon,1967,2174850,54.386,
Lesotho,1967,970972,7.425,
Liberia,1967,1315119,23.622,
Libya,1967,1861661,39.839,
Liechtenstein,1967,19691,19.059,
Lithuania,1967,3044400,46.484,
Luxembourg,1967,334995,72.941,
Macao SAR,MAC,1967,227258,96.544
Macedonia,MKD,1967,1644944,43.016
Madagascar,1967,6072270,13.074,
Malawi,1967,4262013,5.249,
Malaysia,1967,10111920,31.304,
Maldives,1967,107488,11.336,
Mali,1967,5706198,13.274,
Malta,1967,311550,89.702,
Marshall Islands,1967,18388,45.6,
Mauritania,1967,1052285,11.712,
Mauritius,1967,783917,38.985,
Mexico,1967,47429553,56.587,
Micronesia,FSM,1967,56324,24.04
Moldova,1967,2918000,29.345,
Monaco,1967,23297,100,
Mongolia,1967,1173186,43.181,
Montenegro,1967,511742,24.22,
Morocco,1967,14978905,32.896,
Mozambique,1967,8668529,6.229,
Myanmar,1967,25218375,21.701,
Namibia,1967,718622,20.929,
Nepal,1967,11307139,3.823,
Netherlands,1967,12598201,61.118,
New Caledonia,1967,96500,47.646,
New Zealand,1967,2724100,79.852,
Nicaragua,1967,2189880,44.427,
Niger,1967,4144238,7.493,
Nigeria,1967,52468593,17.027,
Northern Mariana Islands,1967,11882,61.688,
Norway,1967,3784539,60.77,
Oman,1967,660117,25.106,
Pakistan,1967,53594445,24.028,
Palau,1967,11081,58.853,
Panama,1967,1393800,45.732,
Papua New Guinea,1967,2258877,6.712,
Paraguay,1967,2289579,36.571,
Peru,1967,12282081,54.096,
Philippines,1967,32826602,32.135,
Poland,1967,31987155,50.926,
Portugal,1967,8874520,37.636,
Puerto Rico,1967,2645674,54.314,
Qatar,1967,86161,87.588,
Romania,1967,19534242,38.835,
Russian Federation,1967,128196000,59.918,
Rwanda,1967,3418313,3.003,
Samoa,1967,134194,19.593,
San Marino,1967,18228,56.581,
Sao Tome and Principe,1967,67874,24.724,
Saudi Arabia,1967,5196349,42.665,
Senegal,1967,3862783,27.776,
Seychelles,1967,49911,35.449,
Sierra Leone,1967,2399667,21.765,
Singapore,1967,1977600,100,
Slovak Republic,1967,4449367,38.63,
Slovenia,1967,1689528,34.266,
Solomon Islands,1967,145354,7.928,
Somalia,1967,3227245,21.02,
South Africa,1967,20707258,47.476,
South Sudan,1967,3407754,8.667,
Spain,1967,32682947,63.214,
Sri Lanka,1967,11703000,18.364,
St. Kitts and Nevis,1967,47383,32.196,
St. Lucia,1967,99526,23.153,
St. Vincent and the Grenadines,1967,87736,29.21,
Sudan,1967,9299545,14.567,
Suriname,1967,350755,46.644,
Swaziland,1967,411478,7.729,
Sweden,1967,7867931,78.727,
Switzerland,1967,5991785,55.483,
Syrian Arab Republic,1967,5767478,41.332,
Tajikistan,1967,2659452,35.96,
Tanzania,1967,12406040,6.373,
Thailand,1967,33778500,20.444,
Timor-Leste,1967,567330,11.946,
Togo,1967,1855445,17.374,
Tonga,1967,79048,20.097,
Trinidad and Tobago,1967,925918,13.273,
Tunisia,1967,4832923,41.036,
Turkey,1967,32448404,35.759,
Turkmenistan,1967,2008148,47.43,
Turks and Caicos Islands,1967,5589,50.077,
Tuvalu,1967,7037,20.061,
Uganda,1967,8580632,6.014,
Ukraine,1967,46060456,52.348,
United Arab Emirates,1967,171781,79.272,
United Kingdom,1967,54943600,77.541,
United States,1967,198712000,72.612,
Uruguay,1967,2750093,81.749,
Uzbekistan,1967,10894306,35.82,
Vanuatu,1967,78518,11.718,
Venezuela,VEN,1967,10528054,69.005
Vietnam,1967,39980000,17.153,
Virgin Islands (U.S.),1967,50800,65.874,
Yemen,YEM,1967,5827223,11.891
Zambia,1967,3792864,26.261,
Zimbabwe,1967,4718612,15.727,
Arab World,1968,115477026,37.36227298,
Caribbean small states,1968,4770152,33.70068015,
Central Europe and the Baltics,1968,97882394,49.63869625,
East Asia & Pacific (all income levels),1968,1224103681,24.6627893,
East Asia & Pacific (developing only),1968,1057180652,18.7217084,
Euro area,1968,283966951,66.3290572,
Europe & Central Asia (all income levels),1968,725949272,59.78424696,
Europe & Central Asia (developing only),1968,178158722,43.67612299,
European Union,1968,436916057,64.94213303,
Fragile and conflict affected situations,1968,146322580,22.29888224,
Heavily indebted poor countries (HIPC),1968,197828276,15.36981222,
High income,1968,997332436,67.26884849,
High income: nonOECD,1968,209075991,63.00380028,
High income: OECD,1968,788256445,68.32540107,
Latin America & Caribbean (all income levels),1968,273654630,55.52764842,
Latin America & Caribbean (developing only),1968,223177427,51.59046857,
Least developed countries: UN classification,1968,293663042,12.0442976,
Low & middle income,1968,2538058639,24.0627092,
Low income,1968,188945737,14.18888824,
Lower middle income,1968,1132412768,21.9477894,
Middle East & North Africa (all income levels),1968,131409183,41.13640066,
Middle East & North Africa (developing only),1968,121110364,39.58249733,
Middle income,1968,2349112902,24.85728168,
North America,1968,221503000,73.13854969,
OECD members,1968,870346341,66.50133006,
Other small states,1968,7782451,19.02937971,
Pacific island small states,1968,1093173,25.38016479,
Small states,1968,13645776,24.66679014,
South Asia,1968,681405837,18.23344911,
Sub-Saharan Africa (all income levels),1968,277365472,17.30357001,
Sub-Saharan Africa (developing only),1968,277025637,17.29013215,
Upper middle income,1968,1216700134,27.5624367,
World,1968,3535391075,36.13352572,
Afghanistan,1968,10599790,10.786,
Albania,1968,2022272,31.446,
Algeria,1968,13744383,39.169,
American Samoa,1968,25886,69.574,
Andorra,1968,21888,76.588,
Angola,1968,6066094,13.932,
Antigua and Barbuda,1968,63176,34.829,
Argentina,1968,23261273,77.901,
Armenia,1968,2394635,58.195,
Aruba,1968,58385,50.654,
Australia,1968,12009000,84.573,
Austria,1968,7415403,65.159,
Azerbaijan,1968,4950977,50.263,
Bahamas The,1968,158629,65.416,
Bahrain,1968,200953,83.275,
Bangladesh,1968,61585520,7.009,
Barbados,1968,237199,37.36,
Belarus,1968,8874552,41.588,
Belgium,1968,9618756,93.569,
Belize,1968,116061,51.549,
Benin,1968,2788551,14.903,
Bermuda,1968,53000,100,
Bhutan,1968,273868,5.487,
Bolivia,1968,4324066,39.166,
Bosnia and Herzegovina,1968,3661642,25.387,
Botswana,1968,650730,5.912,
Brazil,1968,91213009,53.97,
Brunei Darussalam,1968,118176,58.118,
Bulgaria,1968,8369603,49.768,
Burkina Faso,1968,5434040,5.52,
Burundi,1968,3317315,2.611,
Cabo Verde,1968,257478,18.954,
Cambodia,1968,6795514,13.291,
Cameroon,1968,6437157,18.875,
Canada,1968,20744000,74.662,
Cayman Islands,1968,8632,100,
Central African Republic,1968,1755260,25.815,
Chad,1968,3500778,10.196,
Channel Islands,1968,118726,36.604,
Chile,1968,9187592,73.854,
China,1968,774510000,17.656,
Colombia,1968,20905061,53.306,
Comoros,1968,218794,18.685,
Congo,ZAR,1968,18913177,24.134
Congo,COG,1968,1259190,37.569
Costa Rica,1968,1746870,37.601,
Cote d'Ivoire,1968,4794399,26.659,
Croatia,1968,4364000,38.076,
Cuba,1968,8413329,59.895,
Curacao,1968,140298,77.734,
Cyprus,1968,598491,39.726,
Czech Republic,1968,9876346,63.456,
Denmark,1968,4864883,78.698,
Djibouti,1968,140461,59.54,
Dominica,1968,69042,38.381,
Dominican Republic,1968,4250026,38.104,
Ecuador,1968,5730908,38.215,
Egypt,EGY,1968,33252275,40.758
El Salvador,1968,3477702,39.205,
Equatorial Guinea,1968,288701,26.773,
Eritrea,1968,1713846,12.263,
Estonia,1968,1331214,63.577,
Ethiopia,1968,26945459,8.26,
Faeroe Islands,1968,37718,27.122,
Fiji,1968,498887,33.987,
Finland,1968,4626469,62.106,
France,1968,51276054,70.238,
French Polynesia,1968,103385,52.38,
Gabon,1968,565878,28.533,
Gambia The,1968,425509,17.373,
Georgia,1968,4042300,47.025,
Germany,1968,77294314,72.147,
Ghana,1968,8221021,27.86,
Greece,1968,8740765,62.543,
Greenland,1968,43400,70.186,
Grenada,1968,94875,31.848,
Guam,1968,80219,58.738,
Guatemala,1968,5131461,34.919,
Guinea,1968,4094528,14.716,
Guinea-Bissau,1968,686155,14.815,
Guyana,1968,680068,29.329,
Haiti,1968,4534233,18.866,
Honduras,1968,2552200,27.596,
Hong Kong SAR,HKG,1968,3802700,87.22
Hungary,1968,10255815,59.276,
Iceland,1968,201488,84.057,
India,1968,530274729,19.366,
Indonesia,1968,108821565,16.549,
Iran,IRN,1968,27032944,39.437
Iraq,1968,9260685,54.02,
Ireland,1968,2915550,50.524,
Isle of Man,1968,54289,56.151,
Israel,1968,2803000,82.952,
Italy,1968,53235750,63.309,
Jamaica,1968,1823706,39.815,
Japan,1968,101061000,70.316,
Jordan,1968,1358918,55.296,
Kazakhstan,1968,12341412,48.997,
Kenya,1968,10502250,9.525,
Kiribati,1968,49389,21.863,
Korea,PRK,1968,13608611,49.012
Korea,KOR,1968,30838302,36.846
Kuwait,1968,639170,83.371,
Kyrgyz Republic,1968,2818300,36.871,
Lao PDR,1968,2554843,8.994,
Latvia,1968,2323619,59.175,
Lebanon,1968,2210965,56.101,
Lesotho,1968,990869,7.802,
Liberia,1968,1348448,24.407,
Libya,1968,1941056,43.07,
Liechtenstein,1968,20235,18.855,
Lithuania,1968,3078850,47.507,
Luxembourg,1968,335850,73.425,
Macao SAR,MAC,1968,237129,96.715
Macedonia,MKD,1968,1672401,44.364
Madagascar,1968,6232704,13.41,
Malawi,1968,4370664,5.505,
Malaysia,1968,10375877,32.013,
Maldives,1968,109901,11.516,
Mali,1968,5780834,13.619,
Malta,1968,307900,89.682,
Marshall Islands,1968,18965,48.229,
Mauritania,1968,1083586,12.606,
Mauritius,1968,798413,39.994,
Mexico,1968,48893607,57.411,
Micronesia,FSM,1968,58404,24.295
Moldova,1968,2960000,30.26,
Monaco,1968,23296,100,
Mongolia,1968,1207108,43.717,
Montenegro,1968,516628,25.079,
Morocco,1968,15335173,33.419,
Mozambique,1968,8860823,6.471,
Myanmar,1968,25853248,22.073,
Namibia,1968,737802,21.387,
Nepal,1968,11524132,3.867,
Netherlands,1968,12729721,61.3,
New Caledonia,1968,99500,49.156,
New Zealand,1968,2748100,80.277,
Nicaragua,1968,2256779,45.293,
Niger,1968,4258415,7.906,
Nigeria,1968,53640547,17.269,
Northern Mariana Islands,1968,12318,64.592,
Norway,1968,3816486,62.34,
Oman,1968,679593,26.575,
Pakistan,1968,55045897,24.289,
Palau,1968,11206,59.142,
Panama,1968,1434660,46.385,
Papua New Guinea,1968,2313017,7.625,
Paraguay,1968,2350900,36.735,
Peru,1968,12629333,55.207,
Philippines,1968,33797041,32.403,
Poland,1968,32294655,51.326,
Portugal,1968,8836650,38.025,
Puerto Rico,1968,2662064,55.702,
Qatar,1968,93043,87.848,
Romania,1968,19799831,39.328,
Russian Federation,1968,128928000,60.783,
Rwanda,1968,3527260,3.066,
Samoa,1968,137503,19.844,
San Marino,1968,18587,57.663,
Sao Tome and Principe,1968,70040,26.264,
Saudi Arabia,1968,5389848,44.654,
Senegal,1968,3975614,28.507,
Seychelles,1968,51134,36.641,
Sierra Leone,1968,2435197,22.484,
Singapore,1968,2012000,100,
Slovak Republic,1968,4483915,39.435,
Slovenia,1968,1704546,35.169,
Solomon Islands,1968,149926,8.292,
Somalia,1968,3311111,21.563,
South Africa,1968,21153722,47.59,
South Sudan,1968,3484335,8.656,
Spain,1968,33113134,64.168,
Sri Lanka,1968,11992000,18.742,
St. Kitts and Nevis,1968,46399,32.878,
St. Lucia,1968,101181,23.403,
St. Vincent and the Grenadines,1968,88615,29.697,
Sudan,1968,9598196,15.197,
Suriname,1968,359735,46.412,
Swaziland,1968,422266,8.344,
Sweden,1968,7912273,79.519,
Switzerland,1968,6067714,56.114,
Syrian Arab Republic,1968,5963248,42.001,
Tajikistan,1968,2743461,36.368,
Tanzania,1968,12787494,6.804,
Thailand,1968,34790945,20.556,
Timor-Leste,1968,577824,12.253,
Togo,1968,1945781,18.7,
Tonga,1968,81096,20.127,
Trinidad and Tobago,1968,931466,12.761,
Tunisia,1968,4933131,41.848,
Turkey,1968,33196289,36.577,
Turkmenistan,1968,2066889,47.575,
Turks and Caicos Islands,1968,5563,50.42,
Tuvalu,1968,7128,20.719,
Uganda,1968,8872866,6.283,
Ukraine,1968,46409007,53.197,
United Arab Emirates,1968,185312,79.8,
United Kingdom,1968,55211700,77.4,
United States,1968,200706000,72.974,
Uruguay,1968,2774771,81.958,
Uzbekistan,1968,11240523,36.087,
Vanuatu,1968,80669,11.918,
Venezuela,VEN,1968,10881995,69.973
Vietnam,1968,40856000,17.529,
Virgin Islands (U.S.),1968,54600,67.14,
Yemen,YEM,1968,5937125,12.347
Zambia,1968,3916928,27.791,
Zimbabwe,1968,4874113,16.306,
Arab World,1969,118706804,38.06258308,
Caribbean small states,1969,4825706,33.98628112,
Central Europe and the Baltics,1969,98602140,50.21565769,
East Asia & Pacific (all income levels),1969,1256733708,24.76781207,
East Asia & Pacific (developing only),1969,1086235891,18.74557314,
Euro area,1969,285855062,66.74317324,
Europe & Central Asia (all income levels),1969,732044571,60.2841232,
Europe & Central Asia (developing only),1969,180865403,44.37572093,
European Union,1969,439730660,65.31144149,
Fragile and conflict affected situations,1969,150217067,22.88514545,
Heavily indebted poor countries (HIPC),1969,203029611,15.81350779,
High income,1969,1007897797,67.81681409,
High income: nonOECD,1969,211459827,63.84708664,
High income: OECD,1969,796437970,68.80017708,
Latin America & Caribbean (all income levels),1969,280641049,56.28578076,
Latin America & Caribbean (developing only),1969,229213906,52.40629312,
Least developed countries: UN classification,1969,301284584,12.42537519,
Low & middle income,1969,2601862909,24.31075014,
Low income,1969,193701378,14.72434195,
Lower middle income,1969,1159046256,22.22649515,
Middle East & North Africa (all income levels),1969,135019358,41.87754325,
Middle East & North Africa (developing only),1969,124329068,40.25027572,
Middle income,1969,2408161531,25.08221803,
North America,1969,223759000,73.5112239,
OECD members,1969,880830298,66.98412152,
Other small states,1969,7960631,19.69647225,
Pacific island small states,1969,1119515,25.73765823,
Small states,1969,13905852,25.14177792,
South Asia,1969,697060567,18.44148949,
Sub-Saharan Africa (all income levels),1969,284502453,17.67102554,
Sub-Saharan Africa (developing only),1969,284158074,17.65786157,
Upper middle income,1969,1249115275,27.72930258,
World,1969,3609760706,36.33868104,
Afghanistan,1969,10849510,11.152,
Albania,1969,2081695,31.548,
Algeria,1969,14144437,39.334,
American Samoa,1969,26615,69.98,
Andorra,1969,23061,78.424,
Angola,1969,6177703,14.436,
Antigua and Barbuda,1969,64307,34.245,
Argentina,1969,23605992,78.394,
Armenia,1969,2456370,59.042,
Aruba,1969,58724,50.639,
Australia,1969,12263000,84.922,
Austria,1969,7441055,65.208,
Azerbaijan,1969,5066080,49.963,
Bahamas The,1969,164250,66.093,
Bahrain,1969,206469,83.526,
Bangladesh,1969,63422570,7.296,
Barbados,1969,237911,37.433,
Belarus,1969,8960304,42.76,
Belgium,1969,9646032,93.707,
Belize,1969,119260,51.238,
Benin,1969,2846652,15.776,
Bermuda,1969,54000,100,
Bhutan,1969,282210,5.781,
Bolivia,1969,4413584,39.47,
Bosnia and Herzegovina,1969,3702834,26.283,
Botswana,1969,671305,6.81,
Brazil,1969,93585746,54.94,
Brunei Darussalam,1969,123875,59.908,
Bulgaria,1969,8434172,51.034,
Burkina Faso,1969,5528172,5.632,
Burundi,1969,3392949,2.726,
Cabo Verde,1969,264885,19.255,
Cambodia,1969,6902025,14.579,
Cameroon,1969,6600479,19.577,
Canada,1969,21028000,75.161,
Cayman Islands,1969,8831,100,
Central African Republic,1969,1792150,26.645,
Chad,1969,3569778,10.862,
Channel Islands,1969,119971,36.346,
Chile,1969,9377005,74.547,
China,1969,796025000,17.528,
Colombia,1969,21490948,54.063,
Comoros,1969,223629,19.035,
Congo,ZAR,1969,19458874,24.37
Congo,COG,1969,1296137,38.345
Costa Rica,1969,1798315,38.212,
Cote d'Ivoire,1969,5010962,27.404,
Croatia,1969,4387000,39.13,
Cuba,1969,8563191,60.081,
Curacao,1969,142581,78.093,
Cyprus,1969,606117,40.242,
Czech Republic,1969,9896580,63.93,
Denmark,1969,4891860,79.222,
Djibouti,1969,149891,60.664,
Dominica,1969,70212,38.448,
Dominican Republic,1969,4376056,39.147,
Ecuador,1969,5899842,38.744,
Egypt,EGY,1969,34038147,41.117
El Salvador,1969,3572667,39.303,
Equatorial Guinea,1969,292014,26.863,
Eritrea,1969,1758668,12.427,
Estonia,1969,1345249,64.307,
Ethiopia,1969,27653622,8.422,
Faeroe Islands,1969,38164,27.524,
Fiji,1969,509659,34.371,
Finland,1969,4623785,62.908,
France,1969,51638260,70.648,
French Polynesia,1969,106858,53.773,
Gabon,1969,578114,30.237,
Gambia The,1969,435800,18.41,
Georgia,1969,4080300,47.522,
Germany,1969,77909682,72.211,
Ghana,1969,8397346,28.473,
Greece,1969,8772764,63.385,
Greenland,1969,44900,71.481,
Grenada,1969,94682,32.04,
Guam,1969,82042,59.784,
Guatemala,1969,5274726,35.232,
Guinea,1969,4160375,15.336,
Guinea-Bissau,1969,698917,14.972,
Guyana,1969,687658,29.369,
Haiti,1969,4622209,19.31,
Honduras,1969,2620014,28.244,
Hong Kong SAR,HKG,1969,3863900,87.476
Hungary,1969,10298723,59.691,
Iceland,1969,203369,84.483,
India,1969,541844848,19.562,
Indonesia,1969,111800090,16.809,
Iran,IRN,1969,27765239,40.321
Iraq,1969,9585576,55.089,
Ireland,1969,2932650,51.123,
Isle of Man,1969,55554,55.991,
Israel,1969,2877000,83.582,
Italy,1969,53537950,63.792,
Jamaica,1969,1844936,40.596,
Japan,1969,103172000,71.102,
Jordan,1969,1436517,55.633,
Kazakhstan,1969,12550121,49.647,
Kenya,1969,10867717,9.85,
Kiribati,1969,50303,22.871,
Korea,PRK,1969,14009168,51.609
Korea,KOR,1969,31544266,38.756
Kuwait,1969,693876,84.582,
Kyrgyz Republic,1969,2894800,37.214,
Lao PDR,1969,2618246,9.304,
Latvia,1969,2343173,59.946,
Lebanon,1969,2250609,57.796,
Lesotho,1969,1011308,8.196,
Liberia,1969,1383305,25.207,
Libya,1969,2025282,46.352,
Liechtenstein,1969,20765,18.654,
Lithuania,1969,3107321,48.53,
Luxembourg,1969,337500,73.902,
Macao SAR,MAC,1969,245310,96.877
Macedonia,MKD,1969,1698140,45.718
Madagascar,1969,6400454,13.751,
Malawi,1969,4484456,5.773,
Malaysia,1969,10640347,32.729,
Maldives,1969,112591,11.698,
Mali,1969,5861411,13.971,
Malta,1969,304300,89.69,
Marshall Islands,1969,19622,50.861,
Mauritania,1969,1115790,13.554,
Mauritius,1969,812405,41.008,
Mexico,1969,50423127,58.229,
Micronesia,FSM,1969,60167,24.551
Moldova,1969,3002000,31.189,
Monaco,1969,23348,100,
Mongolia,1969,1242213,44.336,
Montenegro,1969,521424,25.955,
Morocco,1969,15687996,33.946,
Mozambique,1969,9058691,6.72,
Myanmar,1969,26504247,22.449,
Namibia,1969,758305,21.852,
Nepal,1969,11750914,3.911,
Netherlands,1969,12877984,61.481,
New Caledonia,1969,104000,50.442,
New Zealand,1969,2772800,80.695,
Nicaragua,1969,2326136,46.16,
Niger,1969,4375837,8.339,
Nigeria,1969,54859201,17.513,
Northern Mariana Islands,1969,12766,67.384,
Norway,1969,3847707,63.881,
Oman,1969,700729,28.093,
Pakistan,1969,56545924,24.552,
Palau,1969,11335,59.429,
Panama,1969,1476478,47.038,
Papua New Guinea,1969,2371515,8.649,
Paraguay,1969,2412565,36.9,
Peru,1969,12982444,56.309,
Philippines,1969,34787588,32.672,
Poland,1969,32548300,51.726,
Portugal,1969,8757705,38.414,
Puerto Rico,1969,2684150,57.077,
Qatar,1969,100697,88.103,
Romania,1969,20009141,39.822,
Russian Federation,1969,129664000,61.638,
Rwanda,1969,3640591,3.129,
Samoa,1969,140520,20.097,
San Marino,1969,18895,58.735,
Sao Tome and Principe,1969,72240,27.861,
Saudi Arabia,1969,5601649,46.655,
Senegal,1969,4093763,29.247,
Seychelles,1969,52365,37.846,
Sierra Leone,1969,2473165,23.218,
Singapore,1969,2042500,100,
Slovak Republic,1969,4518607,40.243,
Slovenia,1969,1713874,36.081,
Solomon Islands,1969,154876,8.67,
Somalia,1969,3385414,22.115,
South Africa,1969,21612522,47.704,
South Sudan,1969,3564079,8.645,
Spain,1969,33441054,65.108,
Sri Lanka,1969,12252000,19.125,
St. Kitts and Nevis,1969,45534,33.567,
St. Lucia,1969,102747,23.654,
St. Vincent and the Grenadines,1969,89518,30.187,
Sudan,1969,9909152,15.848,
Suriname,1969,366845,46.18,
Swaziland,1969,433709,9.001,
Sweden,1969,7968072,80.287,
Switzerland,1969,6136387,56.742,
Syrian Arab Republic,1969,6166933,42.671,
Tajikistan,1969,2829641,36.777,
Tanzania,1969,13186560,7.311,
Thailand,1969,35826803,20.668,
Timor-Leste,1969,589519,12.566,
Togo,1969,2034909,20.098,
Tonga,1969,82879,20.157,
Trinidad and Tobago,1969,937846,12.268,
Tunisia,1969,5031211,42.662,
Turkey,1969,33969201,37.401,
Turkmenistan,1969,2126749,47.721,
Turks and Caicos Islands,1969,5573,50.763,
Tuvalu,1969,7213,21.392,
Uganda,1969,9162773,6.562,
Ukraine,1969,46746668,54.042,
United Arab Emirates,1969,205570,79.8,
United Kingdom,1969,55441750,77.259,
United States,1969,202677000,73.333,
Uruguay,1969,2795044,82.164,
Uzbekistan,1969,11599763,36.354,
Vanuatu,1969,82941,12.12,
Venezuela,VEN,1969,11235492,70.92
Vietnam,1969,41773000,17.911,
Virgin Islands (U.S.),1969,58600,68.378,
Yemen,YEM,1969,6047230,12.815
Zambia,1969,4047479,29.37,
Zimbabwe,1969,5036321,16.88,
Arab World,1970,121981406,38.77719175,
Caribbean small states,1970,4882583,34.26354751,
Central Europe and the Baltics,1970,99133296,50.78040986,
East Asia & Pacific (all income levels),1970,1289398198,24.84081681,
East Asia & Pacific (developing only),1970,1116250866,18.7748809,
Euro area,1970,287416203,67.14731083,
Europe & Central Asia (all income levels),1970,737500170,60.77602368,
Europe & Central Asia (developing only),1970,183464390,45.0650596,
European Union,1970,442062264,65.67689353,
Fragile and conflict affected situations,1970,154210353,23.4769601,
Heavily indebted poor countries (HIPC),1970,208410359,16.24242275,
High income,1970,1017505527,68.34538328,
High income: nonOECD,1970,213932884,64.67803469,
High income: OECD,1970,803572643,69.2554855,
Latin America & Caribbean (all income levels),1970,287763515,57.03867511,
Latin America & Caribbean (developing only),1970,235361548,53.21716627,
Least developed countries: UN classification,1970,308870065,12.80703954,
Low & middle income,1970,2667317174,24.558085,
Low income,1970,198588590,15.25508497,
Lower middle income,1970,1186201817,22.50402981,
Middle East & North Africa (all income levels),1970,138716538,42.63648667,
Middle East & North Africa (developing only),1970,127571595,40.9241305,
Middle income,1970,2468728584,25.30680333,
North America,1970,226431000,73.8016579,
OECD members,1970,890374533,67.44593364,
Other small states,1970,8139804,20.37914519,
Pacific island small states,1970,1145542,26.08908344,
Small states,1970,14167929,25.62569328,
South Asia,1970,713115397,18.6569274,
Sub-Saharan Africa (all income levels),1970,291897883,18.03113731,
Sub-Saharan Africa (developing only),1970,291553378,18.01836682,
Upper middle income,1970,1282526767,27.8964089,
World,1970,3684822701,36.52787767,
Afghanistan,1970,11121097,11.529,
Albania,1970,2135479,31.74,
Algeria,1970,14550033,39.5,
American Samoa,1970,27292,70.384,
Andorra,1970,24279,80.155,
Angola,1970,6300969,14.957,
Antigua and Barbuda,1970,65369,33.819,
Argentina,1970,23973062,78.88,
Armenia,1970,2518408,59.864,
Aruba,1970,59065,50.624,
Australia,1970,12507000,85.265,
Austria,1970,7467086,65.258,
Azerbaijan,1970,5178160,50.008,
Bahamas The,1970,169356,66.764,
Bahrain,1970,213102,83.775,
Bangladesh,1970,65048701,7.593,
Barbados,1970,238847,37.539,
Belarus,1970,9040000,44.01,
Belgium,1970,9655549,93.843,
Belize,1970,122179,50.963,
Benin,1970,2907769,16.691,
Bermuda,1970,55000,100,
Bhutan,1970,291457,6.089,
Bolivia,1970,4505774,39.776,
Bosnia and Herzegovina,1970,3745637,27.201,
Botswana,1970,693021,7.834,
Brazil,1970,95982453,55.909,
Brunei Darussalam,1970,129729,61.675,
Bulgaria,1970,8489574,52.3,
Burkina Faso,1970,5624597,5.746,
Burundi,1970,3457113,2.845,
Cabo Verde,1970,270197,19.559,
Cambodia,1970,7022185,15.97,
Cameroon,1970,6770967,20.3,
Canada,1970,21324000,75.654,
Cayman Islands,1970,9144,100,
Central African Republic,1970,1828710,27.492,
Chad,1970,3644911,11.568,
Channel Islands,1970,121196,36.088,
Chile,1970,9561868,75.227,
China,1970,818315000,17.4,
Colombia,1970,22061214,54.82,
Comoros,1970,228443,19.39,
Congo,ZAR,1970,20009902,24.608
Congo,COG,1970,1335090,39.129
Costa Rica,1970,1848873,38.827,
Cote d'Ivoire,1970,5241914,28.163,
Croatia,1970,4411000,40.196,
Cuba,1970,8715123,60.266,
Curacao,1970,144739,78.448,
Cyprus,1970,613619,40.761,
Czech Republic,1970,9858071,64.402,
Denmark,1970,4928757,79.737,
Djibouti,1970,159667,61.777,
Dominica,1970,71076,38.683,
Dominican Republic,1970,4503114,40.209,
Ecuador,1970,6072520,39.278,
Egypt,EGY,1970,34808599,41.477
El Salvador,1970,3668592,39.402,
Equatorial Guinea,1970,290905,26.954,
Eritrea,1970,1805480,12.593,
Estonia,1970,1360076,64.947,
Ethiopia,1970,28414999,8.588,
Faeroe Islands,1970,38587,27.951,
Fiji,1970,520529,34.758,
Finland,1970,4606307,63.704,
France,1970,52035095,71.055,
French Polynesia,1970,110496,55.162,
Gabon,1970,590119,32,
Gambia The,1970,447283,19.496,
Georgia,1970,3967800,48.006,
Germany,1970,78169289,72.274,
Ghana,1970,8596977,28.958,
Greece,1970,8792806,64.22,
Greenland,1970,46400,72.744,
Grenada,1970,94430,32.212,
Guam,1970,83880,61.92,
Guatemala,1970,5423384,35.545,
Guinea,1970,4215442,15.977,
Guinea-Bissau,1970,711828,15.132,
Guyana,1970,695561,29.425,
Haiti,1970,4708639,19.762,
Honduras,1970,2691309,28.902,
Hong Kong SAR,HKG,1970,3959000,87.729
Hungary,1970,10337910,60.112,
Iceland,1970,204438,84.9,
India,1970,553943226,19.76,
Indonesia,1970,114834781,17.071,
Iran,IRN,1970,28514011,41.212
Iraq,1970,9917982,56.154,
Ireland,1970,2957250,51.722,
Isle of Man,1970,56712,55.831,
Israel,1970,2974000,84.195,
Italy,1970,53821850,64.272,
Jamaica,1970,1869000,41.324,
Japan,1970,104345000,71.877,
Jordan,1970,1508000,55.971,
Kazakhstan,1970,12757245,50.236,
Kenya,1970,11252466,10.295,
Kiribati,1970,51181,24.088,
Korea,PRK,1970,14410400,54.2
Korea,KOR,1970,32240827,40.704
Kuwait,1970,750184,85.661,
Kyrgyz Republic,1970,2959900,37.466,
Lao PDR,1970,2686025,9.625,
Latvia,1970,2359164,60.713,
Lebanon,1970,2297403,59.475,
Lesotho,1970,1032240,8.608,
Liberia,1970,1419728,26.025,
Libya,1970,2114264,49.671,
Liechtenstein,1970,21266,18.453,
Lithuania,1970,3139689,49.555,
Luxembourg,1970,339171,74.374,
Macao SAR,MAC,1970,250997,97.032
Macedonia,MKD,1970,1720798,47.079
Madagascar,1970,6576301,14.1,
