headbreadth,headcircumference,headlength,tragiontopofhead,n_hairs,measurement_error
163.0,563.0,185.0,119.0,100014.93222800654,0.1
155.0,582.0,197.0,130.0,99990.7135572462,0.1
152.0,583.0,205.0,127.0,100021.72270515822,0.1
154.0,570.0,194.0,124.0,99991.7434610907,0.1
164.0,613.0,206.0,140.0,99995.36662032164,0.1
161.0,563.0,191.0,124.0,100002.96957367758,0.1
162.0,604.0,207.0,138.0,99985.99405553332,0.1
158.0,587.0,205.0,125.0,100015.49608853212,0.1
157.0,568.0,196.0,117.0,99989.29983095871,0.1
161.0,597.0,203.0,127.0,100006.1395156408,0.1
149.0,563.0,195.0,125.0,99987.10869960525,0.1
154.0,574.0,201.0,128.0,100001.09782946113,0.1
152.0,578.0,202.0,124.0,99999.89473824578,0.1
150.0,575.0,200.0,121.0,99996.11759093012,0.1
160.0,620.0,213.0,137.0,100004.89219193756,0.1
160.0,589.0,203.0,134.0,99988.83167742765,0.1
164.0,588.0,201.0,137.0,100015.21865766669,0.1
153.0,577.0,191.0,134.0,100002.02447356914,0.1
160.0,574.0,194.0,130.0,99972.08555962078,0.1
157.0,598.0,210.0,134.0,100020.05561575889,0.1
161.0,594.0,202.0,140.0,100004.52713622236,0.1
160.0,603.0,211.0,137.0,100015.53565221562,0.1
155.0,599.0,210.0,134.0,99998.23063442776,0.1
176.0,585.0,194.0,133.0,99977.37384673656,0.1
152.0,562.0,193.0,116.0,99995.80282130088,0.1
156.0,590.0,204.0,131.0,99987.7393003876,0.1
154.0,564.0,193.0,132.0,99999.61517537716,0.1
141.0,575.0,202.0,132.0,99995.17273137634,0.1
159.0,563.0,193.0,135.0,100002.0901228007,0.1
164.0,575.0,195.0,125.0,99982.3559191937,0.1
152.0,573.0,202.0,127.0,100000.53782404428,0.1
150.0,578.0,204.0,133.0,99995.40418166827,0.1
159.0,604.0,206.0,129.0,100006.33508870778,0.1
156.0,576.0,199.0,133.0,99983.0769745115,0.1
146.0,527.0,187.0,125.0,99995.74929024244,0.1
148.0,573.0,206.0,125.0,100016.58399339808,0.1
154.0,568.0,196.0,140.0,99988.18937102264,0.1
148.0,558.0,197.0,127.0,100007.3805368536,0.1
165.0,613.0,207.0,146.0,100013.30506115194,0.1
157.0,577.0,194.0,124.0,99999.89910231644,0.1
150.0,581.0,210.0,134.0,100009.8851064222,0.1
156.0,566.0,197.0,138.0,100010.41439634375,0.1
153.0,570.0,200.0,134.0,100015.69755509912,0.1
154.0,576.0,197.0,133.0,99996.32167798634,0.1
171.0,625.0,214.0,136.0,99998.87700916611,0.1
153.0,597.0,210.0,127.0,100008.0412285102,0.1
161.0,567.0,191.0,125.0,99992.54355950328,0.1
150.0,563.0,194.0,127.0,100000.48050706666,0.1
154.0,560.0,194.0,133.0,99993.0142933795,0.1
180.0,600.0,193.0,145.0,99976.70958877572,0.1
166.0,591.0,200.0,127.0,100003.34915143768,0.1
154.0,594.0,207.0,118.0,100017.02430046909,0.1
158.0,586.0,198.0,136.0,99996.2793531899,0.1
149.0,582.0,207.0,129.0,100000.84297390912,0.1
152.0,578.0,207.0,121.0,99995.46895048622,0.1
159.0,587.0,199.0,133.0,99992.59036657392,0.1
157.0,583.0,198.0,130.0,100001.36104463883,0.1
157.0,564.0,196.0,112.0,100010.72931097996,0.1
155.0,601.0,210.0,125.0,100022.15843335848,0.1
153.0,582.0,205.0,132.0,100008.26476557068,0.1
153.0,574.0,204.0,135.0,99990.38636197438,0.1
147.0,547.0,183.0,127.0,99985.72984371288,0.1
156.0,570.0,195.0,128.0,100013.06830585768,0.1
149.0,582.0,197.0,124.0,100003.1671499154,0.1
157.0,586.0,202.0,137.0,99993.89536756558,0.1
152.0,575.0,198.0,127.0,99989.43827863592,0.1
151.0,566.0,200.0,117.0,99991.92277633306,0.1
154.0,598.0,205.0,140.0,100012.334249093,0.1
151.0,574.0,200.0,121.0,99999.77640627977,0.1
154.0,595.0,211.0,130.0,99985.99530022877,0.1
156.0,603.0,212.0,136.0,100008.72578989732,0.1
154.0,565.0,197.0,130.0,100003.10102596132,0.1
147.0,550.0,194.0,123.0,99997.08867829206,0.1
170.0,584.0,193.0,140.0,100006.07715248472,0.1
150.0,562.0,200.0,124.0,99991.72316042728,0.1
158.0,593.0,204.0,137.0,100009.6390459744,0.1
158.0,599.0,211.0,132.0,99985.75139098344,0.1
158.0,584.0,200.0,120.0,99990.9655727364,0.1
150.0,578.0,208.0,134.0,99986.23116958994,0.1
156.0,578.0,197.0,134.0,99995.83440940126,0.1
155.0,579.0,200.0,128.0,99992.42548966595,0.1
152.0,590.0,210.0,131.0,99996.37354081232,0.1
159.0,597.0,199.0,138.0,100000.04767831776,0.1
152.0,562.0,194.0,133.0,100005.54252539908,0.1
160.0,575.0,200.0,125.0,100001.46532072766,0.1
144.0,574.0,204.0,138.0,100002.51859703254,0.1
158.0,592.0,205.0,126.0,100016.04323943116,0.1
153.0,588.0,202.0,123.0,99997.33509439096,0.1
154.0,557.0,194.0,120.0,99985.41664060636,0.1
156.0,593.0,205.0,135.0,100009.5138181248,0.1
152.0,574.0,202.0,140.0,100018.3586954554,0.1
158.0,578.0,201.0,120.0,100001.8728869414,0.1
156.0,578.0,202.0,135.0,100008.39534222786,0.1
153.0,568.0,193.0,139.0,99993.44383312852,0.1
153.0,598.0,211.0,137.0,100001.8567535376,0.1
154.0,580.0,199.0,125.0,100006.37025318795,0.1
154.0,582.0,204.0,132.0,100003.78575576797,0.1
159.0,597.0,210.0,144.0,99994.60302347186,0.1
146.0,584.0,204.0,140.0,100016.3062979214,0.1
153.0,577.0,197.0,125.0,100001.72816084104,0.1
165.0,558.0,178.0,130.0,100009.3019820554,0.1
152.0,569.0,192.0,130.0,100004.05778986627,0.1
154.0,577.0,202.0,131.0,100008.73674222668,0.1
154.0,597.0,216.0,146.0,100009.33253296584,0.1
155.0,583.0,202.0,131.0,99997.838448506,0.1
149.0,593.0,206.0,132.0,100008.33678812862,0.1
155.0,565.0,194.0,120.0,100021.6045572686,0.1
156.0,582.0,198.0,140.0,100019.98992013898,0.1
153.0,573.0,204.0,133.0,100007.64041420048,0.1
157.0,591.0,205.0,128.0,100016.87255223157,0.1
158.0,590.0,206.0,140.0,99986.92028656336,0.1
150.0,555.0,192.0,125.0,100014.72396306728,0.1
154.0,573.0,198.0,129.0,100000.74876097888,0.1
156.0,584.0,201.0,135.0,99982.1306459622,0.1
152.0,579.0,203.0,137.0,100001.65210586529,0.1
160.0,583.0,196.0,135.0,100009.7629629808,0.1
160.0,586.0,199.0,126.0,99993.03972328705,0.1
157.0,586.0,202.0,135.0,100019.37131580625,0.1
157.0,579.0,202.0,140.0,100013.49227678262,0.1
154.0,548.0,190.0,129.0,99987.24886135328,0.1
157.0,577.0,202.0,125.0,100010.09090262672,0.1
154.0,568.0,197.0,130.0,100001.11972687495,0.1
158.0,593.0,203.0,141.0,99994.48319756189,0.1
154.0,581.0,202.0,125.0,99996.83368357416,0.1
152.0,563.0,197.0,129.0,99995.55004997284,0.1
151.0,557.0,188.0,132.0,99987.83728977418,0.1
150.0,562.0,196.0,123.0,99995.51676893278,0.1
154.0,589.0,202.0,138.0,100006.92688911637,0.1
153.0,562.0,183.0,129.0,100014.25942027498,0.1
158.0,586.0,202.0,127.0,100014.58338336751,0.1
160.0,590.0,206.0,131.0,99994.26639270745,0.1
141.0,545.0,189.0,114.0,99998.8275232287,0.1
154.0,592.0,202.0,125.0,99991.40628683082,0.1
153.0,582.0,202.0,131.0,100010.30002488568,0.1
146.0,548.0,187.0,126.0,99983.51847081391,0.1
152.0,569.0,196.0,140.0,99986.36723442956,0.1
159.0,580.0,204.0,131.0,99993.64153301416,0.1
153.0,548.0,188.0,118.0,100002.51473444472,0.1
158.0,568.0,194.0,124.0,99996.78852019946,0.1
158.0,546.0,187.0,132.0,100000.3306390573,0.1
147.0,550.0,193.0,128.0,100000.47534622165,0.1
152.0,582.0,205.0,140.0,100002.33279727056,0.1
167.0,596.0,202.0,146.0,99989.655370188,0.1
153.0,578.0,203.0,139.0,99996.6064022942,0.1
157.0,588.0,206.0,126.0,100005.77612335772,0.1
147.0,596.0,211.0,135.0,100002.80229155716,0.1
150.0,587.0,198.0,140.0,100010.93306633017,0.1
163.0,606.0,204.0,135.0,99992.53775724588,0.1
150.0,553.0,190.0,126.0,100009.0626141342,0.1
149.0,558.0,200.0,133.0,100014.66624740273,0.1
148.0,555.0,188.0,137.0,99998.5740970817,0.1
146.0,537.0,183.0,117.0,100002.65930144368,0.1
157.0,597.0,198.0,133.0,100002.251894343,0.1
152.0,568.0,200.0,129.0,100005.3567058937,0.1
158.0,565.0,190.0,131.0,100003.879211149,0.1
161.0,573.0,189.0,131.0,100014.69487707806,0.1
161.0,577.0,192.0,134.0,100005.13364935612,0.1
148.0,571.0,202.0,130.0,100008.64501703523,0.1
156.0,613.0,220.0,139.0,100003.315267305,0.1
147.0,577.0,199.0,133.0,99989.5822971798,0.1
151.0,568.0,197.0,124.0,100004.33360352104,0.1
157.0,574.0,193.0,145.0,99997.70043977354,0.1
158.0,582.0,194.0,139.0,99993.64912580852,0.1
145.0,568.0,202.0,139.0,99991.05629356192,0.1
154.0,588.0,206.0,132.0,99999.29602919426,0.1
155.0,567.0,194.0,128.0,99993.92535898068,0.1
146.0,566.0,198.0,127.0,100020.39672265708,0.1
160.0,598.0,208.0,134.0,100015.96771898022,0.1
151.0,573.0,203.0,130.0,99997.33069704352,0.1
163.0,570.0,190.0,130.0,100007.09157171872,0.1
160.0,594.0,211.0,144.0,100011.56962497058,0.1
153.0,580.0,200.0,134.0,99998.27160628104,0.1
162.0,587.0,202.0,140.0,100018.48233367968,0.1
157.0,575.0,194.0,139.0,100009.2211036814,0.1
151.0,558.0,194.0,121.0,99998.9829088624,0.1
157.0,574.0,197.0,131.0,99982.00700870447,0.1
150.0,570.0,198.0,131.0,99990.34044791768,0.1
147.0,561.0,196.0,129.0,100003.1869254278,0.1
156.0,575.0,198.0,129.0,99995.6173605098,0.1
161.0,587.0,201.0,142.0,99999.79246738402,0.1
154.0,566.0,191.0,122.0,99992.12686458032,0.1
154.0,583.0,208.0,138.0,100002.4692273114,0.1
147.0,550.0,196.0,131.0,99995.41697961996,0.1
154.0,600.0,211.0,135.0,99984.47294125229,0.1
165.0,573.0,193.0,133.0,99996.58356748702,0.1
149.0,556.0,190.0,131.0,99994.27974112787,0.1
154.0,595.0,208.0,137.0,99984.48342360808,0.1
151.0,568.0,199.0,125.0,100014.23177186324,0.1
162.0,581.0,198.0,126.0,99999.23949033846,0.1
153.0,581.0,202.0,132.0,99996.73133921284,0.1
168.0,590.0,203.0,134.0,100007.50374811492,0.1
154.0,574.0,204.0,133.0,99999.1740476104,0.1
168.0,571.0,183.0,141.0,100007.67293626488,0.1
158.0,577.0,198.0,142.0,99985.1934538072,0.1
154.0,555.0,192.0,129.0,99989.63344132436,0.1
143.0,548.0,196.0,126.0,100005.45227590985,0.1
162.0,584.0,200.0,144.0,100014.91897360896,0.1
155.0,586.0,208.0,140.0,100000.30011526172,0.1
146.0,560.0,195.0,128.0,100002.16434264347,0.1
151.0,563.0,197.0,135.0,99991.76556095808,0.1
159.0,571.0,194.0,130.0,99999.70064123164,0.1
144.0,545.0,194.0,126.0,99992.9106328636,0.1
157.0,572.0,194.0,127.0,99998.39761884212,0.1
153.0,567.0,196.0,131.0,100007.22280123636,0.1
146.0,550.0,193.0,131.0,99980.01236055826,0.1
160.0,613.0,212.0,136.0,100002.13025726395,0.1
151.0,576.0,198.0,139.0,99991.95458414649,0.1
150.0,566.0,198.0,124.0,99993.5341778462,0.1
151.0,555.0,191.0,122.0,100011.38172769282,0.1
152.0,582.0,202.0,135.0,100002.9543966466,0.1
160.0,602.0,206.0,138.0,100009.33629628208,0.1
158.0,615.0,213.0,130.0,99982.36225284247,0.1
157.0,590.0,207.0,133.0,99995.89783180728,0.1
163.0,583.0,196.0,133.0,99995.46332875275,0.1
163.0,588.0,204.0,137.0,99994.1057032875,0.1
144.0,564.0,200.0,133.0,100004.4023450438,0.1
158.0,585.0,197.0,127.0,100008.95921481172,0.1
155.0,580.0,201.0,131.0,99988.9322113012,0.1
157.0,583.0,200.0,120.0,99990.3733743562,0.1
161.0,597.0,203.0,130.0,99987.48042567592,0.1
153.0,571.0,196.0,126.0,100011.47606674608,0.1
152.0,558.0,187.0,127.0,99994.85265077931,0.1
149.0,566.0,197.0,130.0,99998.986192188,0.1
155.0,587.0,203.0,140.0,99996.6778932059,0.1
155.0,595.0,210.0,135.0,99990.363434151,0.1
156.0,593.0,212.0,135.0,100003.7326097365,0.1
148.0,553.0,193.0,128.0,100003.83026869757,0.1
163.0,582.0,198.0,134.0,100009.4132558455,0.1
157.0,588.0,203.0,128.0,99997.74579917642,0.1
157.0,562.0,194.0,135.0,99997.02912578775,0.1
157.0,576.0,196.0,129.0,99994.14478253222,0.1
154.0,580.0,202.0,136.0,100014.88141566773,0.1
151.0,564.0,196.0,131.0,100010.07566985398,0.1
155.0,597.0,207.0,128.0,99999.59614792115,0.1
163.0,597.0,210.0,125.0,100006.4897360602,0.1
153.0,583.0,206.0,127.0,99994.14156252626,0.1
161.0,585.0,203.0,121.0,100020.54474761985,0.1
162.0,614.0,214.0,133.0,99994.08433749732,0.1
155.0,583.0,211.0,134.0,99996.2031104455,0.1
157.0,583.0,206.0,133.0,99996.28968482104,0.1
150.0,554.0,188.0,135.0,100017.01234965344,0.1
153.0,563.0,196.0,123.0,100001.47602435989,0.1
154.0,565.0,196.0,124.0,100010.84418563433,0.1
159.0,584.0,206.0,131.0,99998.8990304168,0.1
149.0,553.0,188.0,127.0,99987.87025028824,0.1
153.0,578.0,199.0,129.0,100007.75480173872,0.1
154.0,576.0,206.0,137.0,99993.7354345367,0.1
154.0,573.0,201.0,132.0,99986.81477488596,0.1
152.0,587.0,206.0,129.0,99995.8392445584,0.1
155.0,575.0,203.0,125.0,100006.31657100991,0.1
155.0,556.0,189.0,135.0,100017.64285058812,0.1
155.0,576.0,202.0,135.0,99986.12522065506,0.1
157.0,584.0,206.0,134.0,99978.00942009033,0.1
152.0,557.0,195.0,123.0,100009.30156997392,0.1
151.0,578.0,207.0,124.0,100003.0005125895,0.1
159.0,577.0,194.0,134.0,99994.36527089428,0.1
152.0,600.0,218.0,140.0,100004.18361916632,0.1
158.0,593.0,212.0,136.0,100007.2944307378,0.1
152.0,570.0,205.0,126.0,100019.12068746536,0.1
157.0,557.0,189.0,135.0,99998.69658067718,0.1
153.0,554.0,190.0,126.0,100012.7980017163,0.1
154.0,585.0,207.0,135.0,99995.48244058403,0.1
154.0,565.0,197.0,124.0,99994.90331259386,0.1
162.0,588.0,200.0,135.0,100004.23773430196,0.1
161.0,608.0,213.0,141.0,99988.85032495804,0.1
160.0,591.0,205.0,134.0,99986.98040973984,0.1
146.0,593.0,215.0,128.0,100009.6319309714,0.1
154.0,579.0,199.0,132.0,99980.36924932052,0.1
154.0,564.0,196.0,133.0,100001.13348255173,0.1
146.0,588.0,211.0,133.0,99996.75257735958,0.1
144.0,549.0,194.0,129.0,99996.26979807684,0.1
156.0,581.0,198.0,133.0,99986.67694706484,0.1
149.0,523.0,177.0,123.0,99979.64097564992,0.1
150.0,546.0,192.0,126.0,99993.3909152394,0.1
157.0,570.0,201.0,123.0,99988.3478199797,0.1
162.0,564.0,193.0,115.0,99995.74580975196,0.1
158.0,574.0,196.0,135.0,100000.88036096124,0.1
154.0,575.0,205.0,142.0,99992.58239768498,0.1
150.0,547.0,191.0,126.0,99989.2747469801,0.1
154.0,557.0,194.0,130.0,100002.90041364355,0.1
148.0,570.0,203.0,134.0,99992.3816530942,0.1
153.0,563.0,196.0,128.0,99990.40468177103,0.1
168.0,604.0,200.0,140.0,99997.0084672914,0.1
154.0,581.0,201.0,134.0,100002.8549143616,0.1
161.0,571.0,201.0,136.0,100021.0874843,0.1
157.0,600.0,201.0,134.0,100016.13561551092,0.1
168.0,588.0,196.0,137.0,99987.36619058934,0.1
155.0,569.0,191.0,133.0,99986.7575078282,0.1
154.0,576.0,203.0,132.0,100000.64717372188,0.1
150.0,567.0,198.0,130.0,100005.56998940172,0.1
150.0,575.0,197.0,125.0,99998.68294437426,0.1
151.0,551.0,186.0,117.0,100021.72332796257,0.1
146.0,539.0,186.0,122.0,100011.7707022022,0.1
147.0,579.0,208.0,122.0,100016.4005736765,0.1
144.0,547.0,188.0,125.0,99995.82129382218,0.1
156.0,576.0,198.0,128.0,99991.03120413584,0.1
161.0,577.0,204.0,136.0,99989.29711708405,0.1
161.0,595.0,205.0,122.0,99998.86218435688,0.1
170.0,578.0,190.0,133.0,99987.41650082717,0.1
153.0,561.0,196.0,129.0,99993.66207946304,0.1
154.0,590.0,202.0,125.0,99995.69230260608,0.1
153.0,556.0,195.0,127.0,100009.442847292,0.1
155.0,561.0,192.0,140.0,99995.2712444097,0.1
149.0,562.0,195.0,120.0,99985.92935889502,0.1
149.0,557.0,196.0,121.0,99995.52526727272,0.1
154.0,564.0,193.0,127.0,100001.88582912376,0.1
152.0,561.0,197.0,118.0,100005.60918058411,0.1
162.0,583.0,194.0,127.0,99990.78340945486,0.1
160.0,583.0,204.0,133.0,100006.47375115853,0.1
155.0,555.0,187.0,129.0,100013.8682559394,0.1
154.0,573.0,204.0,126.0,100004.89516618142,0.1
166.0,608.0,214.0,136.0,100002.38795857524,0.1
157.0,571.0,202.0,122.0,99995.51888193906,0.1
153.0,547.0,190.0,137.0,99993.89204997152,0.1
156.0,569.0,198.0,127.0,99979.70054930817,0.1
153.0,585.0,204.0,135.0,100006.0794658609,0.1
157.0,588.0,202.0,142.0,99996.4589111644,0.1
154.0,588.0,202.0,141.0,100001.5258149012,0.1
162.0,573.0,196.0,126.0,100005.0127484904,0.1
158.0,577.0,201.0,138.0,99992.13597229304,0.1
158.0,580.0,201.0,137.0,100010.16995685671,0.1
157.0,600.0,209.0,141.0,100001.13110581874,0.1
152.0,563.0,196.0,128.0,100014.96995247662,0.1
157.0,571.0,198.0,128.0,100001.68937667857,0.1
152.0,577.0,206.0,121.0,100003.1862469532,0.1
154.0,566.0,196.0,123.0,99997.26622861603,0.1
150.0,566.0,193.0,123.0,100014.76413992843,0.1
146.0,549.0,198.0,120.0,99978.96507218198,0.1
162.0,570.0,191.0,127.0,99994.6716803888,0.1
164.0,555.0,183.0,138.0,99996.94946006052,0.1
157.0,566.0,197.0,137.0,99984.69579264894,0.1
155.0,575.0,202.0,144.0,99992.0529734824,0.1
153.0,584.0,204.0,136.0,99978.27877289536,0.1
152.0,564.0,196.0,140.0,100001.90387237274,0.1
155.0,572.0,198.0,128.0,99985.94772455924,0.1
148.0,564.0,198.0,130.0,100003.6986047372,0.1
164.0,607.0,210.0,127.0,99997.3821830404,0.1
151.0,576.0,206.0,130.0,99991.67286487216,0.1
158.0,555.0,190.0,137.0,99984.46217390004,0.1
144.0,565.0,207.0,120.0,99993.17152155549,0.1
159.0,590.0,208.0,141.0,100003.10623820216,0.1
158.0,573.0,191.0,130.0,99998.74552806134,0.1
158.0,547.0,181.0,127.0,100006.66243799284,0.1
147.0,560.0,198.0,121.0,99992.11669731478,0.1
146.0,569.0,206.0,137.0,100016.05993521566,0.1
147.0,555.0,198.0,135.0,99997.62046583636,0.1
152.0,577.0,205.0,127.0,99991.54804570937,0.1
153.0,566.0,202.0,127.0,100013.10159231392,0.1
154.0,567.0,194.0,137.0,100013.57566477962,0.1
161.0,587.0,205.0,127.0,99999.09830682912,0.1
154.0,565.0,192.0,123.0,99995.15697883331,0.1
151.0,575.0,206.0,127.0,100009.10074638936,0.1
171.0,586.0,194.0,128.0,99991.05863031837,0.1
158.0,585.0,197.0,137.0,100009.35191541792,0.1
152.0,577.0,205.0,133.0,99986.1281948004,0.1
155.0,541.0,182.0,131.0,99999.16606727095,0.1
156.0,556.0,197.0,136.0,100000.11755507192,0.1
152.0,582.0,206.0,132.0,100012.0809946114,0.1
161.0,626.0,216.0,144.0,99981.7078036625,0.1
154.0,560.0,189.0,134.0,100002.34436721967,0.1
159.0,597.0,214.0,140.0,99998.79289533224,0.1
156.0,598.0,204.0,129.0,100000.02908287158,0.1
155.0,559.0,194.0,132.0,99991.15894454198,0.1
152.0,560.0,196.0,128.0,99986.9810516951,0.1
153.0,590.0,210.0,131.0,99995.36862938249,0.1
153.0,563.0,196.0,127.0,99997.5833621533,0.1
152.0,571.0,198.0,120.0,100014.75183478308,0.1
154.0,572.0,196.0,133.0,100001.11381643532,0.1
151.0,564.0,194.0,134.0,99999.95723745329,0.1
149.0,566.0,194.0,123.0,100006.98346292616,0.1
148.0,558.0,197.0,128.0,99983.88145359092,0.1
153.0,585.0,206.0,125.0,100007.22566447152,0.1
158.0,575.0,192.0,127.0,100009.15376141308,0.1
151.0,570.0,199.0,131.0,100009.07143867554,0.1
152.0,586.0,212.0,140.0,99996.6700593772,0.1
155.0,572.0,197.0,121.0,99987.6475000407,0.1
163.0,558.0,184.0,133.0,99990.15071494406,0.1
159.0,584.0,204.0,124.0,100002.47453868946,0.1
161.0,586.0,201.0,135.0,100005.36764845236,0.1
154.0,580.0,207.0,136.0,100012.76549775514,0.1
147.0,563.0,197.0,135.0,100015.21434045014,0.1
156.0,560.0,192.0,139.0,100008.7124828089,0.1
156.0,563.0,187.0,128.0,100000.33928798392,0.1
159.0,558.0,192.0,130.0,100002.6491995671,0.1
155.0,588.0,203.0,136.0,99997.64687630245,0.1
158.0,571.0,203.0,135.0,100010.54868452172,0.1
143.0,568.0,203.0,118.0,100005.94271549337,0.1
166.0,567.0,191.0,127.0,100002.1585967236,0.1
161.0,585.0,197.0,137.0,99987.4439946196,0.1
159.0,578.0,198.0,130.0,100010.46661384958,0.1
159.0,587.0,199.0,130.0,99984.73113634376,0.1
159.0,590.0,200.0,143.0,100012.3178218738,0.1
156.0,593.0,206.0,131.0,100009.84629503977,0.1
156.0,575.0,207.0,130.0,99984.12931179914,0.1
158.0,605.0,208.0,139.0,99999.51535663956,0.1
157.0,583.0,201.0,128.0,99987.58605740072,0.1
156.0,575.0,202.0,128.0,99998.55380680128,0.1
159.0,567.0,192.0,134.0,100005.5516997352,0.1
153.0,574.0,198.0,130.0,99998.63361900293,0.1
159.0,579.0,203.0,126.0,99986.3613197538,0.1
160.0,585.0,197.0,132.0,100002.60827277187,0.1
151.0,590.0,214.0,138.0,100002.59487706568,0.1
153.0,575.0,201.0,134.0,99999.7276518944,0.1
157.0,571.0,196.0,125.0,99989.54861025208,0.1
157.0,582.0,207.0,138.0,99996.50218337968,0.1
165.0,579.0,194.0,133.0,100002.68527168418,0.1
159.0,579.0,202.0,135.0,99998.44950178698,0.1
155.0,600.0,210.0,129.0,100021.12622119306,0.1
173.0,596.0,204.0,127.0,100002.56079437453,0.1
160.0,615.0,214.0,136.0,99997.93238665942,0.1
164.0,568.0,183.0,143.0,100004.82597951524,0.1
151.0,577.0,210.0,140.0,99988.94567646772,0.1
170.0,603.0,202.0,133.0,100004.20755199854,0.1
154.0,574.0,203.0,127.0,100016.16794227523,0.1
145.0,569.0,205.0,120.0,99991.16228681427,0.1
150.0,570.0,201.0,127.0,100002.98835019067,0.1
157.0,568.0,196.0,133.0,100007.67113096445,0.1
159.0,550.0,181.0,131.0,99983.06651291928,0.1
157.0,577.0,197.0,130.0,100016.3888893072,0.1
147.0,550.0,192.0,133.0,99989.55001810932,0.1
152.0,578.0,200.0,135.0,99996.64945942364,0.1
155.0,591.0,213.0,129.0,100003.80672177636,0.1
160.0,586.0,196.0,128.0,99997.6739711592,0.1
152.0,562.0,196.0,120.0,100008.02936667117,0.1
148.0,556.0,197.0,114.0,100001.50925416977,0.1
149.0,559.0,194.0,125.0,100005.69751291005,0.1
153.0,611.0,219.0,142.0,100000.74973423703,0.1
160.0,550.0,183.0,114.0,100014.72001614569,0.1
159.0,574.0,195.0,125.0,99979.84501991006,0.1
156.0,584.0,202.0,138.0,100003.64094246614,0.1
153.0,581.0,201.0,129.0,99996.993848722,0.1
158.0,580.0,196.0,131.0,99990.4096738302,0.1
155.0,620.0,225.0,135.0,99991.88389989428,0.1
157.0,578.0,197.0,116.0,99994.2802002182,0.1
149.0,595.0,213.0,128.0,100005.78410536732,0.1
156.0,593.0,208.0,138.0,99991.03869563752,0.1
159.0,585.0,202.0,124.0,99998.36816423638,0.1
153.0,563.0,190.0,133.0,100002.75248870115,0.1
151.0,558.0,193.0,120.0,99988.442083489,0.1
152.0,566.0,191.0,120.0,100011.12348652586,0.1
147.0,573.0,206.0,137.0,100024.21589303938,0.1
157.0,600.0,212.0,124.0,99993.25982692794,0.1
161.0,566.0,198.0,132.0,100009.19447184418,0.1
154.0,574.0,197.0,137.0,99996.9032051958,0.1
159.0,597.0,203.0,141.0,100005.33367456427,0.1
150.0,564.0,195.0,118.0,99998.18294804514,0.1
160.0,598.0,210.0,135.0,100022.0866162998,0.1
160.0,597.0,207.0,134.0,99996.75668184384,0.1
161.0,577.0,202.0,131.0,100007.93930409144,0.1
154.0,572.0,196.0,123.0,100006.07366152616,0.1
149.0,566.0,200.0,134.0,99989.16039863115,0.1
158.0,591.0,205.0,132.0,99978.39730586953,0.1
156.0,586.0,203.0,132.0,100005.7908721575,0.1
153.0,562.0,200.0,132.0,100008.44518439576,0.1
155.0,586.0,207.0,130.0,99994.63294581792,0.1
157.0,605.0,217.0,130.0,99993.66625332464,0.1
158.0,596.0,205.0,126.0,100009.76803255564,0.1
146.0,552.0,196.0,122.0,100008.52833424912,0.1
152.0,578.0,210.0,140.0,100009.55876647364,0.1
147.0,565.0,198.0,128.0,100002.6140203554,0.1
156.0,586.0,202.0,130.0,99992.11723538878,0.1
154.0,595.0,213.0,125.0,99987.82026620304,0.1
162.0,582.0,196.0,136.0,99980.06863454268,0.1
152.0,581.0,206.0,140.0,99999.42318242096,0.1
154.0,572.0,201.0,125.0,100019.19168758794,0.1
153.0,587.0,205.0,120.0,100004.77894556038,0.1
154.0,569.0,199.0,124.0,99999.2025975646,0.1
161.0,584.0,194.0,128.0,99984.79253783368,0.1
154.0,579.0,205.0,128.0,99993.32069933428,0.1
158.0,592.0,206.0,124.0,100000.04938775624,0.1
152.0,587.0,217.0,131.0,99997.77780524324,0.1
160.0,590.0,210.0,130.0,100009.0833969017,0.1
151.0,552.0,187.0,117.0,99998.41393230106,0.1
155.0,564.0,190.0,139.0,100006.9530599524,0.1
146.0,575.0,202.0,118.0,99998.85781739868,0.1
145.0,561.0,201.0,128.0,99998.10232833556,0.1
155.0,561.0,189.0,125.0,100012.591335296,0.1
150.0,573.0,202.0,121.0,99992.48022565788,0.1
157.0,571.0,189.0,120.0,99997.16947132078,0.1
147.0,564.0,196.0,122.0,99987.07262597376,0.1
156.0,567.0,196.0,134.0,100000.96739354596,0.1
163.0,588.0,190.0,133.0,100010.69501001034,0.1
160.0,604.0,207.0,124.0,100006.81401910134,0.1
156.0,586.0,206.0,130.0,100007.3401180992,0.1
156.0,588.0,204.0,128.0,100010.53042376022,0.1
158.0,594.0,206.0,121.0,100006.25218186968,0.1
151.0,587.0,206.0,130.0,100007.58259432147,0.1
176.0,612.0,206.0,143.0,100004.03724077078,0.1
159.0,593.0,202.0,130.0,99990.24611454627,0.1
152.0,567.0,204.0,140.0,100005.26095099669,0.1
149.0,555.0,194.0,121.0,100009.45886374824,0.1
142.0,552.0,196.0,127.0,99991.08090344782,0.1
156.0,559.0,192.0,139.0,100002.35989981033,0.1
154.0,568.0,195.0,137.0,100010.82813071572,0.1
144.0,556.0,197.0,125.0,99996.26523544612,0.1
147.0,554.0,193.0,120.0,99986.78893426344,0.1
154.0,571.0,197.0,126.0,100000.61533971864,0.1
163.0,580.0,197.0,129.0,100015.9368555952,0.1
164.0,591.0,208.0,145.0,99990.87054580722,0.1
