Elbow rest height,Wrist circumference,Ankle circumference,Buttock height,Crotch height
241,178,244,916,851
259,179,234,903,832
230,167,213,933,880
241,189,236,827,777
242,177,234,875,825
211,177,273,920,893
175,175,251,886,857
193,173,240,931,898
212,162,209,771,746
267,182,235,969,897
199,176,230,906,861
286,186,250,893,855
264,173,233,970,911
222,161,203,838,803
253,172,249,892,876
298,171,243,852,830
248,176,232,905,865
274,178,215,905,825
301,169,225,875,827
252,185,242,901,862
213,179,241,920,862
217,160,197,826,786
281,170,242,809,768
248,165,210,833,823
255,169,240,743,702
276,170,212,786,771
264,175,235,873,836
231,175,247,934,862
227,168,210,783,748
248,169,254,773,763
240,182,256,848,858
214,166,238,882,860
220,165,220,893,866
195,179,234,892,843
214,164,205,846,807
235,169,225,870,848
219,172,233,845,796
216,170,218,818,745
239,164,218,799,758
254,170,213,830,775
264,182,224,872,829
200,183,217,811,802
231,185,238,908,865
247,177,237,877,855
243,178,246,852,814
232,172,220,856,825
300,187,245,911,851
268,176,243,896,859
204,178,218,854,798
262,181,249,943,890
200,166,226,850,822
235,171,230,916,867
249,180,250,869,861
265,170,202,935,908
270,205,264,916,893
266,175,240,858,831
226,179,254,853,815
240,167,213,869,809
178,149,203,797,772
220,175,215,859,830
221,163,217,882,862
241,164,227,799,763
237,183,239,923,883
254,163,211,780,755
218,179,226,900,815
233,174,243,980,951
213,181,224,961,887
187,173,215,912,873
212,174,230,859,830
257,178,212,859,858
252,171,211,878,832
215,184,216,896,849
231,184,237,890,898
259,181,244,898,846
226,181,242,932,878
260,187,244,874,850
242,174,228,798,769
245,183,227,866,843
243,186,252,875,840
251,175,224,858,825
230,170,220,888,880
223,179,237,909,891
171,172,216,915,879
250,166,231,831,792
228,167,237,820,798
256,156,206,796,774
257,168,222,924,872
246,187,250,845,817
247,171,225,838,794
300,187,277,792,760
228,170,226,801,792
169,176,227,889,851
277,184,224,843,814
257,183,232,849,832
254,180,250,879,846
265,183,252,879,825
249,156,228,716,705
259,174,226,877,853
273,174,232,799,779
238,179,224,860,797
208,175,233,785,788
214,175,220,875,855
296,188,255,825,753
281,185,256,879,818
285,165,233,877,826
225,180,247,939,891
217,174,221,902,836
244,179,230,868,842
255,181,237,893,875
230,170,222,870,851
241,185,237,853,827
210,167,233,832,784
210,184,227,876,862
249,188,255,904,899
251,171,226,839,821
253,172,232,867,840
201,177,245,999,962
284,180,235,927,890
229,181,234,868,834
230,182,218,903,880
251,186,245,908,884
240,184,234,889,873
191,182,232,886,877
215,174,234,886,845
239,177,228,862,816
200,159,201,822,771
238,180,258,883,849
303,177,252,883,870
253,194,244,865,835
242,179,218,804,789
207,174,236,944,933
253,185,243,855,818
210,160,224,782,755
256,163,208,870,815
231,170,229,803,762
285,173,224,832,797
282,182,242,865,842
229,182,227,807,807
314,175,247,900,887
257,174,226,887,863
237,172,234,906,865
241,180,240,910,880
221,188,236,922,893
254,178,234,842,823
254,189,247,922,895
288,177,226,892,850
228,176,227,888,870
237,175,216,872,832
183,185,227,978,934
270,171,222,862,837
254,178,234,917,891
224,182,239,817,797
308,175,241,899,871
278,176,252,933,899
184,166,207,882,848
245,182,230,825,811
269,168,219,834,804
252,170,214,866,842
284,178,225,832,816
240,164,217,799,782
223,168,215,841,783
224,180,224,861,843
266,173,220,916,875
228,167,228,826,778
228,181,223,893,839
216,191,234,924,911
191,166,201,900,878
228,170,224,889,856
235,165,206,849,811
258,157,214,856,807
268,163,215,770,726
246,184,262,896,880
263,162,212,808,786
241,186,243,898,862
330,190,247,786,758
266,190,237,852,827
240,169,220,817,793
260,181,240,923,887
319,184,247,807,774
253,174,244,918,898
286,200,255,944,911
234,158,207,839,796
205,165,217,849,819
212,152,199,822,778
286,176,233,906,896
267,164,220,771,730
316,192,234,885,832
248,197,242,973,906
250,185,218,889,848
278,173,256,895,855
231,174,217,807,772
263,186,224,840,816
257,177,248,831,781
239,185,245,855,837
227,177,225,834,830
256,168,227,778,766
218,170,208,849,832
257,176,218,980,960
263,184,223,885,846
229,167,210,944,924
244,188,250,885,811
217,170,245,926,914
209,166,214,808,810
262,186,217,942,897
233,171,248,870,848
238,174,218,868,857
253,180,233,851,825
222,178,225,840,822
271,179,237,842,812
212,168,220,857,834
275,166,220,864,838
226,180,242,876,814
209,157,201,794,785
249,168,206,729,711
226,169,217,861,816
262,177,232,844,833
250,178,240,905,862
233,174,252,866,842
195,180,236,887,863
246,202,282,946,850
294,175,217,839,768
254,172,222,894,860
279,166,228,873,829
253,178,226,908,883
213,173,228,876,880
226,185,241,905,921
243,181,230,808,809
283,181,245,851,810
232,167,225,777,760
245,161,213,854,793
254,175,235,870,820
236,181,244,855,837
257,185,240,859,819
249,188,242,947,904
236,160,210,884,868
276,156,208,780,763
244,166,228,820,794
259,164,226,831,796
241,178,238,897,871
261,182,239,853,817
259,199,276,863,822
209,175,216,878,852
250,182,235,941,912
255,193,245,929,890
258,176,228,912,876
247,198,247,926,849
243,167,225,787,760
235,182,228,904,868
265,174,231,833,793
232,167,215,868,827
218,175,228,892,842
243,161,208,857,832
251,178,237,878,870
187,164,218,885,826
256,196,253,908,855
288,169,224,847,813
250,175,231,860,831
268,175,231,911,863
244,174,219,877,818
247,187,233,886,842
245,172,212,858,841
277,168,208,849,810
221,175,253,897,838
207,167,233,970,929
221,165,213,837,806
300,184,238,905,864
249,177,221,842,792
236,174,238,920,869
230,168,228,845,797
236,170,214,897,905
306,188,258,918,882
244,183,235,880,856
256,172,224,789,753
205,178,225,845,817
258,173,213,854,819
272,165,205,849,843
230,171,229,855,822
189,154,205,816,785
272,180,240,845,849
276,172,211,901,878
220,171,225,874,858
263,187,243,870,840
231,165,227,845,826
270,200,264,937,899
250,170,222,857,819
190,168,227,796,800
197,190,247,987,925
246,170,226,769,772
227,167,222,826,784
234,172,220,880,861
223,182,226,841,824
254,179,235,806,790
219,167,206,834,779
300,186,227,813,785
259,170,213,859,814
250,168,221,854,802
222,179,228,950,890
237,164,224,838,764
265,188,235,801,783
284,182,257,857,832
241,178,234,886,845
228,183,245,936,911
221,187,243,991,942
200,175,237,919,897
288,190,257,906,859
229,169,218,862,828
227,163,208,897,868
280,178,241,790,783
243,173,220,828,808
321,187,244,816,789
273,182,243,853,825
250,166,206,931,897
250,170,233,870,833
285,187,227,926,876
234,194,246,907,855
231,168,212,835,823
259,170,236,846,822
210,167,235,779,761
265,174,237,784,768
260,173,227,923,848
286,176,243,873,858
230,184,228,861,815
293,178,232,891,838
258,179,244,835,811
232,164,212,839,818
271,184,244,852,809
238,164,224,800,778
227,169,215,821,814
240,174,227,872,837
224,170,217,827,801
268,176,233,852,824
243,175,233,848,828
272,208,283,957,898
225,176,240,874,841
244,162,207,826,799
258,176,218,917,891
208,169,229,894,870
285,180,248,859,826
280,199,253,873,841
290,192,250,878,840
225,171,234,806,769
197,189,250,883,845
280,184,247,910,871
212,174,235,801,773
191,180,249,858,840
249,193,264,945,924
262,169,229,780,757
253,174,226,904,872
192,158,216,836,813
275,184,232,868,816
240,179,253,926,878
225,183,231,901,859
291,183,242,867,822
211,174,226,906,883
278,170,219,802,776
244,167,233,814,796
227,173,234,882,836
224,178,235,916,839
261,193,262,948,926
256,184,244,870,847
235,175,244,928,883
261,178,229,849,810
268,163,210,822,806
251,178,236,924,901
257,182,247,848,829
270,164,203,830,808
232,171,225,825,841
229,177,229,867,867
262,173,237,862,846
253,166,220,840,812
279,181,242,908,881
263,172,246,841,821
243,184,207,859,824
308,174,226,840,826
243,160,204,855,839
233,175,234,948,929
202,184,227,808,797
284,174,237,807,786
283,170,212,878,844
229,168,228,828,833
278,168,230,753,757
245,182,229,882,897
253,178,244,841,812
188,169,224,878,864
241,174,232,981,979
202,176,233,1008,1001
217,175,230,865,861
234,186,254,887,860
228,158,203,808,809
241,196,276,922,941
286,178,249,836,811
229,176,226,874,868
257,167,230,915,859
283,180,234,857,829
242,195,245,932,920
257,186,236,841,827
232,178,240,984,927
208,188,265,994,942
261,178,233,828,826
300,199,260,825,803
273,176,240,796,747
186,170,213,841,836
260,182,230,832,836
215,171,235,896,877
214,174,233,882,848
237,181,269,864,891
172,171,204,847,824
258,177,217,868,834
270,191,256,851,839
237,190,240,919,887
252,194,247,898,872
226,173,228,883,840
269,180,239,846,854
267,174,230,827,812
213,173,217,828,812
250,178,225,856,856
216,189,269,893,859
280,183,254,964,923
244,186,257,874,859
235,167,220,831,812
209,167,214,822,804
248,180,235,862,869
202,168,220,822,795
225,166,205,821,818
266,174,242,896,891
261,173,226,837,825
226,173,212,880,875
212,175,239,904,875
290,162,197,833,805
260,172,244,845,827
218,172,228,905,884
233,187,230,939,909
218,170,227,882,826
217,182,244,877,874
247,171,223,825,796
220,179,237,846,783
229,188,237,940,908
204,154,204,825,807
210,171,206,866,865
256,165,217,871,804
213,175,237,858,841
263,173,228,919,855
273,180,238,858,831
262,179,238,914,902
249,181,225,925,906
252,183,225,800,763
254,178,254,883,873
213,177,237,865,841
271,172,217,855,828
197,166,213,853,875
199,167,223,814,791
186,158,203,785,752
257,188,268,922,887
230,166,216,858,843
271,170,240,849,831
237,173,221,846,818
206,175,240,828,822
227,165,224,912,885
278,183,233,918,901
235,176,212,886,860
243,188,246,918,902
237,163,209,817,806
243,176,227,880,831
244,170,218,875,831
216,177,228,943,878
211,177,227,887,830
246,176,236,886,843
211,176,240,964,906
272,176,224,866,818
218,168,210,877,833
172,170,218,965,903
267,170,229,905,854
248,175,242,812,769
239,172,203,876,834
239,181,228,850,812
261,177,231,868,846
199,178,228,906,851
229,175,243,854,807
287,184,233,892,849
274,181,224,915,850
215,176,243,926,899
253,177,202,863,820
225,171,200,851,806
264,182,246,840,802
252,166,218,789,751
221,161,212,865,813
278,192,234,941,878
259,172,223,905,825
215,186,220,837,805
237,171,212,905,851
219,193,244,1024,942
257,182,230,916,867
272,183,234,894,836
223,173,225,877,843
299,181,244,843,816
224,170,210,853,789
237,168,223,875,815
273,179,241,911,861
271,172,218,808,770
258,158,211,883,815
221,175,233,910,877
234,165,204,803,769
191,182,258,835,850
286,179,238,944,867
247,180,249,956,884
241,179,232,945,895
264,181,215,932,858
186,165,206,848,816
214,180,236,944,893
268,184,240,901,845
261,180,256,868,825
233,183,238,958,876
243,182,234,927,886
255,201,257,953,899
298,197,264,892,810
190,169,227,892,832
250,175,235,830,776
275,188,226,894,839
216,169,230,885,838
226,171,250,816,766
236,181,222,834,769
232,173,217,862,820
244,181,241,951,900
263,190,247,918,849
245,196,262,920,861
276,177,238,950,886
263,181,224,964,911
233,179,242,909,840
265,182,245,884,846
232,168,217,913,856
232,163,214,915,876
186,189,234,965,923
279,197,293,954,900
261,171,228,835,783
268,204,263,1047,951
266,189,254,923,840
273,178,235,868,833
219,192,254,865,823
256,181,227,806,772
259,177,226,874,846
257,185,229,891,837
256,178,240,877,807
235,178,237,843,780
243,197,251,880,800
228,165,212,892,819
257,189,241,949,894
221,175,217,887,836
222,168,215,882,836
246,186,247,938,891
234,182,233,895,819
218,166,207,859,813
233,188,222,898,852
256,177,233,942,872
213,168,222,908,865
250,173,227,891,808
251,172,230,882,830
249,187,232,931,885
229,178,238,861,827
224,172,236,939,905
266,173,236,826,786
233,188,242,858,822
222,174,230,852,810
174,170,236,972,921
281,175,233,890,820
249,188,217,931,833
254,202,253,1002,923
247,180,235,952,910
210,165,211,859,819
220,160,207,824,801
228,186,244,882,830
248,169,212,945,893
257,180,234,860,801
244,175,242,863,824
242,177,227,882,799
237,181,257,857,823
286,184,238,755,715
261,181,255,835,792
284,194,244,966,904
254,172,210,849,795
219,186,260,932,882
218,177,257,824,780
214,178,223,888,854
227,187,226,961,908
226,177,213,896,835
223,168,212,925,865
215,178,223,872,805
249,174,243,859,794
269,171,217,879,823
251,171,234,927,860
217,183,244,840,810
261,190,239,945,885
206,165,213,778,740
219,166,214,890,824
279,192,261,857,808
274,183,241,856,812
255,186,230,944,871
286,193,228,900,851
226,172,229,920,869
216,171,223,862,852
277,175,220,874,808
237,185,229,867,829
249,174,216,859,810
183,170,217,827,764
269,168,249,819,752
283,182,225,894,830
252,191,226,970,888
254,198,242,917,880
271,181,255,860,791
239,180,224,819,802
246,168,202,839,811
225,174,222,883,832
257,175,235,898,861
207,170,214,813,810
232,161,206,823,767
248,169,220,842,839
221,184,240,872,827
257,190,270,893,831
232,179,248,937,866
229,190,273,906,853
208,184,254,883,871
239,188,238,916,862
250,186,235,921,871
241,187,257,974,881
225,185,231,964,931
198,188,240,975,886
283,183,253,812,766
230,175,211,915,865
216,175,254,937,860
309,189,270,835,811
266,174,220,772,729
269,191,256,884,849
235,157,239,889,838
223,173,223,855,824
243,177,217,844,805
262,167,212,931,865
244,196,260,971,913
166,180,228,1013,957
223,174,212,966,906
221,181,245,907,865
207,169,208,899,845
238,182,247,886,826
244,177,223,861,795
209,162,225,815,754
255,177,237,1002,951
197,172,228,926,857
228,175,222,863,831
262,179,233,924,835
254,184,236,818,795
223,174,211,912,870
232,182,233,895,829
180,169,212,950,890
246,183,238,897,863
278,177,238,821,761
257,178,247,836,812
262,193,253,976,902
225,165,217,853,800
212,171,213,909,865
229,186,243,931,893
265,199,273,877,835
256,186,246,848,803
241,169,235,838,807
233,180,220,965,918
201,172,218,810,773
212,170,234,831,791
217,179,203,940,873
248,165,222,824,817
281,180,222,835,807
234,183,258,841,841
226,169,216,824,786
249,185,242,865,801
233,175,217,983,925
228,184,239,844,802
294,181,227,935,889
253,190,238,872,811
261,178,226,876,807
248,170,226,944,890
236,169,221,792,758
226,180,240,973,946
212,166,235,889,860
259,169,233,902,855
209,169,219,860,830
283,165,220,796,759
249,170,216,750,715
250,182,245,865,819
269,174,236,825,786
234,182,236,843,847
204,174,247,908,879
275,188,225,862,814
248,185,244,848,825
230,190,245,881,841
267,179,220,856,821
245,185,233,869,816
266,191,253,948,876
231,185,225,890,842
250,171,234,885,881
271,187,237,910,807
277,188,232,902,852
250,180,220,851,805
229,177,217,863,800
248,188,247,855,800
239,180,235,845,802
269,181,225,928,879
231,184,233,861,838
252,193,260,898,843
291,189,244,825,789
195,174,224,845,800
229,185,227,928,882
297,200,262,815,759
284,183,277,920,824
254,186,250,902,892
229,165,223,881,835
225,179,227,806,729
293,196,251,838,815
257,185,243,913,840
312,182,267,883,830
228,187,244,925,887
283,183,238,958,917
251,170,220,814,785
192,171,228,881,861
244,167,215,882,827
281,177,248,820,803
207,184,224,903,852
250,176,230,851,821
268,183,237,874,853
240,177,223,809,769
231,174,215,874,827
263,193,259,874,834
273,160,222,790,759
237,180,226,800,780
227,190,240,911,860
275,184,241,929,874
263,187,237,891,832
278,182,238,936,872
231,181,234,841,823
252,192,233,874,828
201,186,237,862,842
253,196,248,838,810
242,163,207,775,756
225,176,234,851,810
202,169,227,822,814
210,177,225,979,935
189,180,235,860,864
195,168,234,827,802
244,180,233,882,835
298,176,235,860,836
247,162,212,825,791
230,183,250,859,823
246,192,241,884,843
323,188,254,964,890
265,182,255,911,892
233,156,204,793,784
247,178,242,912,873
240,182,238,922,900
231,193,228,847,825
275,177,232,899,883
206,182,249,880,862
229,180,237,895,875
176,171,223,957,920
232,180,243,914,872
227,178,231,899,877
220,184,246,900,864
229,194,250,975,927
228,171,217,792,765
177,180,220,925,885
223,165,211,916,855
203,185,247,943,923
192,167,219,937,876
207,174,228,900,856
164,168,212,982,939
223,175,224,859,830
260,173,223,882,809
184,183,238,909,872
200,177,223,875,846
198,178,227,941,892
165,180,230,913,850
224,178,222,799,797
257,167,224,799,770
224,171,225,849,816
264,177,222,908,860
213,174,228,899,828
251,175,240,882,832
255,174,235,904,846
283,187,256,858,832
257,178,236,924,893
234,207,277,917,865
248,185,234,849,800
276,196,256,1027,942
266,197,276,891,875
277,176,227,901,850
248,175,225,904,839
200,165,218,801,759
256,174,215,789,738
212,175,222,886,812
222,172,224,913,872
245,172,217,873,856
236,168,237,900,836
228,171,223,916,880
261,175,221,934,881
253,182,240,903,901
212,181,237,956,916
255,166,212,816,791
228,190,233,906,892
243,164,200,887,871
233,182,245,836,835
237,175,228,945,900
228,180,217,854,808
183,177,238,866,821
242,194,280,863,846
218,181,233,867,845
212,185,233,933,893
194,185,239,913,880
261,173,218,900,857
231,163,225,780,772
241,176,214,857,846
281,179,244,884,809
245,181,236,892,869
250,175,237,881,828
219,175,227,872,844
250,170,231,901,894
247,168,215,890,869
240,194,247,886,870
271,185,244,916,857
250,174,231,851,812
183,187,251,933,874
255,180,234,859,815
248,160,227,787,789
193,174,208,861,843
263,174,227,852,822
242,180,250,864,883
233,164,203,933,902
258,189,257,882,864
236,166,209,903,871
267,190,248,944,920
203,179,245,971,908
222,182,225,958,919
295,177,220,779,755
221,172,206,833,817
223,165,203,842,799
200,162,209,918,861
282,180,235,832,816
228,170,223,834,802
215,182,237,891,846
230,180,246,785,780
261,175,231,865,834
240,172,242,879,845
236,180,245,916,883
227,176,211,922,870
233,172,214,803,781
214,185,248,962,912
235,179,248,918,877
270,180,240,824,790
225,177,228,954,914
240,175,233,957,924
275,171,208,796,781
185,178,222,952,883
249,185,233,901,893
279,198,240,1039,968
243,178,208,926,848
255,180,225,874,833
252,184,220,752,755
219,190,251,1012,957
195,164,220,816,796
233,189,223,910,862
260,189,245,873,822
265,174,216,903,870
228,162,207,852,813
269,185,247,890,854
239,165,227,836,813
238,165,218,852,836
229,172,235,864,834
263,175,239,863,850
287,178,254,796,797
236,168,241,900,860
232,173,242,859,866
226,170,233,825,798
263,169,223,844,822
287,164,227,921,875
259,175,223,877,858
203,166,238,940,870
247,188,244,916,869
227,162,222,805,785
247,178,234,856,847
256,169,224,884,860
194,167,224,870,826
253,177,247,870,845
248,174,228,877,851
293,177,230,954,891
233,187,227,941,917
250,180,233,865,873
256,179,231,811,806
255,174,243,881,815
240,173,224,861,840
227,177,215,912,890
273,168,215,826,805
240,173,227,869,863
208,171,213,885,829
223,171,218,829,812
244,180,247,863,856
226,196,247,871,846
230,178,235,828,824
190,176,248,933,891
253,175,226,901,914
184,183,260,985,949
225,191,241,1015,973
268,171,207,940,878
232,177,238,865,826
230,170,209,888,821
264,160,206,881,841
248,172,218,858,812
247,168,220,924,861
183,174,232,1056,993
272,180,252,953,890
256,175,213,914,861
228,171,207,915,868
274,169,227,880,847
293,169,207,875,812
250,175,226,938,897
261,175,223,938,889
278,182,240,908,845
259,195,260,893,828
272,184,254,921,885
260,180,252,900,870
325,200,258,922,868
258,170,220,906,877
230,174,215,877,829
218,180,245,873,831
202,180,217,894,844
224,180,217,936,873
233,167,217,941,884
298,179,236,862,819
260,170,228,890,863
315,171,242,777,713
199,169,222,877,858
224,165,217,837,807
285,172,227,808,772
240,187,246,985,911
268,170,242,850,821
190,185,239,968,942
200,181,236,919,876
269,173,235,849,840
185,167,221,966,907
184,179,216,998,966
222,184,216,858,820
241,195,278,936,903
258,165,204,864,830
239,167,223,839,824
275,167,233,843,813
222,184,250,968,932
281,176,220,909,861
227,177,247,815,775
233,158,201,830,802
210,187,220,884,835
233,185,244,946,881
245,183,241,844,801
255,176,233,883,842
232,180,231,965,925
266,173,227,930,858
230,171,213,897,882
199,190,253,917,907
256,168,238,911,848
270,187,253,824,758
216,173,223,836,834
174,167,215,929,853
239,167,215,878,869
278,176,241,893,845
244,168,219,855,789
251,169,212,826,776
206,172,215,1039,960
215,168,217,869,822
212,177,226,896,845
326,186,252,913,858
227,171,218,892,854
253,181,234,871,796
230,182,244,951,866
184,172,222,931,893
274,187,236,915,842
285,194,244,880,832
259,172,231,850,814
179,176,238,914,894
250,182,230,885,854
253,160,213,828,772
226,165,204,883,844
261,177,238,874,831
265,181,239,927,916
276,160,205,779,745
254,173,230,858,825
291,182,244,896,855
224,171,216,902,881
221,163,220,849,820
214,177,222,908,865
256,195,240,993,946
246,182,238,983,930
263,172,235,820,795
252,182,223,902,835
237,181,212,890,856
191,180,215,1002,946
227,174,221,1000,957
224,190,231,1044,1031
328,211,267,907,828
220,168,237,842,816
258,176,211,860,821
263,172,226,872,816
170,163,223,927,899
209,159,205,853,819
238,177,215,859,825
236,170,238,809,811
227,190,224,918,870
260,170,207,842,830
260,180,245,905,851
262,186,227,878,849
278,176,226,868,860
254,198,252,883,842
234,174,215,980,955
302,174,218,889,842
240,162,213,904,876
250,190,231,838,799
270,167,234,889,852
242,175,227,899,906
297,188,252,864,867
240,175,220,848,836
244,180,222,925,900
267,180,246,875,819
252,182,244,857,833
254,184,222,962,933
273,181,254,943,896
216,180,228,1002,947
197,158,202,949,908
225,182,233,938,898
233,181,233,904,851
196,172,217,962,911
300,178,255,861,817
270,178,228,1014,976
256,165,229,849,836
223,176,216,940,883
183,168,207,834,817
225,163,226,848,838
223,178,247,912,860
282,168,224,878,858
272,175,236,841,825
243,167,225,895,877
247,175,214,829,796
267,162,227,885,866
261,174,257,899,858
243,169,224,882,837
230,184,254,859,845
226,172,230,884,875
264,194,253,906,866
256,182,227,837,800
301,157,209,854,810
244,171,231,869,826
197,169,218,979,944
199,165,215,826,782
245,172,221,869,830
240,167,222,960,924
212,178,226,913,887
256,182,255,833,855
212,160,206,836,793
220,170,222,902,886
212,180,236,919,864
240,175,225,880,842
183,169,220,851,840
212,158,210,836,813
237,173,222,779,761
268,183,217,945,917
225,177,218,861,827
233,173,220,934,872
269,176,216,899,874
227,167,207,894,865
255,171,233,859,866
282,178,222,814,800
232,179,227,884,820
227,176,225,934,899
204,174,236,885,858
264,175,228,884,845
276,176,237,890,875
290,160,206,854,810
205,180,231,925,846
170,184,236,888,858
220,178,223,917,929
242,161,213,824,812
290,195,241,924,889
260,159,207,795,756
248,185,242,902,850
259,179,238,879,876
235,160,231,894,880
205,174,227,912,878
242,166,215,859,853
290,179,233,862,846
204,173,217,906,900
258,173,234,816,810
226,170,233,816,805
284,174,235,902,906
230,174,224,822,831
249,174,232,877,870
248,163,227,801,790
232,166,227,899,885
215,186,231,841,858
190,159,217,827,809
216,169,212,790,768
247,166,222,807,774
205,158,193,887,870
245,182,239,844,822
275,186,242,990,963
233,168,227,887,842
216,170,222,864,866
263,189,253,874,841
258,175,247,856,829
276,187,261,885,857
281,173,228,814,817
220,190,247,880,881
211,173,240,914,881
238,167,231,868,810
211,184,234,929,905
173,165,208,850,796
224,171,255,852,873
232,171,232,852,831
228,167,217,857,838
234,174,224,880,847
260,170,252,842,805
222,155,200,851,854
217,176,232,895,858
190,168,216,917,907
219,177,227,860,862
218,180,247,848,825
199,183,232,975,931
264,180,234,844,826
250,165,230,833,819
204,158,217,868,830
232,167,222,835,811
244,174,240,922,890
244,168,225,882,850
210,175,213,894,872
292,177,238,934,915
217,160,198,857,835
199,165,217,863,854
233,178,244,944,919
242,170,230,819,790
220,170,231,841,805
183,169,219,959,906
222,164,218,838,817
185,170,214,859,839
155,173,233,918,874
261,165,223,852,824
253,172,235,804,789
255,165,243,784,784
218,174,215,927,882
242,175,243,837,837
283,190,227,842,792
286,174,216,848,812
227,170,222,789,739
253,179,231,839,813
243,180,227,902,857
235,175,233,814,768
202,163,223,955,895
188,166,216,902,890
202,179,233,867,841
280,175,225,809,784
238,161,227,830,782
277,176,222,914,885
222,172,228,861,829
207,165,207,919,916
210,169,225,873,865
190,157,190,834,794
243,170,227,852,812
234,174,240,833,811
233,192,247,829,786
224,171,237,776,766
298,170,232,868,860
233,186,255,846,828
230,168,224,833,804
169,172,231,940,930
283,179,247,892,858
246,164,222,808,787
185,177,230,926,911
255,180,238,955,894
264,166,215,827,823
201,169,225,968,931
200,174,243,915,863
254,174,246,849,846
258,162,204,898,848
282,176,230,908,896
226,154,214,868,845
258,161,217,888,849
215,179,226,938,915
246,181,230,953,948
251,171,222,864,843
276,185,251,931,910
240,175,229,802,788
233,182,227,989,935
227,169,212,855,815
255,187,253,889,889
223,180,235,896,881
273,172,253,882,864
223,170,242,878,845
177,168,218,850,834
276,173,233,855,840
178,166,225,900,883
220,167,227,903,883
274,169,236,827,806
265,178,234,948,912
229,173,237,887,859
248,170,247,935,884
236,155,211,850,809
246,177,228,839,792
297,181,251,886,820
267,175,226,837,792
268,164,233,882,842
299,174,234,842,782
255,185,236,882,840
269,193,240,1074,1021
243,175,220,921,880
259,167,217,908,855
230,174,208,937,904
277,166,222,853,819
226,166,213,820,791
277,167,231,767,749
236,163,210,823,788
257,168,244,908,852
236,185,233,962,884
224,175,239,854,836
254,164,216,830,812
256,153,208,877,855
248,167,214,893,865
268,170,227,936,905
276,169,225,875,844
211,172,211,939,890
193,172,222,950,919
247,164,235,862,825
245,169,227,872,870
308,172,231,877,823
234,175,218,907,861
227,167,224,807,803
276,171,242,837,819
210,171,227,875,832
222,161,212,826,763
236,168,220,832,826
269,196,256,912,869
193,183,228,891,840
241,175,227,954,916
251,180,246,918,872
214,174,255,950,905
246,167,227,952,896
252,160,206,801,796
238,170,222,940,905
232,172,236,881,836
218,174,224,861,842
240,180,227,877,832
241,192,238,904,862
220,152,205,891,870
275,168,215,889,858
196,161,211,828,811
257,159,213,786,762
230,160,217,901,845
218,173,227,839,811
233,165,222,798,778
222,184,237,877,810
212,159,205,953,909
260,188,260,836,812
224,160,200,997,918
254,157,211,806,784
250,191,218,991,913
229,185,244,962,912
250,164,213,868,834
289,165,207,829,804
233,172,218,891,854
241,177,240,856,822
215,164,203,836,841
251,175,228,869,826
218,178,223,857,818
167,159,190,911,871
224,173,233,942,906
254,194,227,1009,948
220,167,207,876,848
201,173,222,919,910
218,167,227,942,919
282,176,230,866,851
233,164,233,842,831
293,179,223,885,885
286,182,236,858,851
251,166,212,891,851
286,175,235,926,896
265,181,247,878,856
269,171,252,868,842
181,165,224,976,894
244,181,257,876,860
260,172,229,896,838
276,164,215,890,864
266,171,233,919,875
225,182,230,940,911
254,178,228,978,913
275,180,228,918,866
233,186,253,972,925
221,159,238,801,770
248,154,201,798,781
243,173,216,876,886
214,166,218,842,857
276,195,254,909,870
223,174,237,882,825
225,167,224,835,763
236,174,222,886,863
322,168,224,871,830
217,175,218,952,925
253,166,213,851,845
250,180,219,817,819
240,184,277,924,860
257,183,247,841,816
228,170,225,899,866
241,174,216,825,783
248,168,216,915,889
267,167,231,899,853
251,176,232,975,921
258,156,220,752,730
228,170,225,888,868
233,170,220,906,896
252,174,224,867,833
305,159,209,939,910
250,159,225,822,779
262,178,238,917,886
282,175,243,915,890
216,172,233,851,831
225,173,219,898,852
277,159,207,818,780
190,178,221,904,854
255,158,227,811,778
200,166,225,870,846
177,162,219,913,879
238,165,227,865,863
240,184,241,896,852
223,153,206,848,832
195,180,247,887,850
223,163,217,824,819
222,165,220,847,815
246,172,230,952,924
213,162,231,832,821
236,160,208,782,782
194,175,232,942,887
197,157,223,858,834
239,164,217,851,813
228,176,221,967,931
234,197,270,879,875
257,168,226,885,869
238,182,261,846,840
225,178,237,911,853
219,167,226,873,815
233,163,203,859,822
254,184,239,890,863
237,162,211,845,805
256,178,249,914,875
214,168,207,872,822
215,175,202,958,916
177,162,198,873,824
210,173,230,834,838
236,178,232,965,948
227,157,208,791,776
174,171,205,903,850
242,191,256,925,870
200,163,225,821,790
236,181,233,905,851
252,182,229,904,835
272,174,256,838,803
258,171,236,898,859
198,176,227,989,960
228,174,246,909,870
222,171,233,902,871
219,180,238,943,904
270,177,223,887,859
243,170,222,868,841
274,175,233,944,911
272,170,213,876,853
262,154,218,854,796
223,173,226,863,820
229,181,223,941,903
246,179,244,868,840
228,177,235,903,861
206,193,255,935,871
285,164,223,790,803
255,176,234,863,828
310,173,246,910,847
211,165,217,901,868
277,167,222,908,856
217,188,253,905,881
253,170,230,861,858
282,178,239,928,878
255,160,211,809,770
214,167,236,908,887
211,164,218,861,857
219,173,233,855,884
206,165,230,912,885
278,172,222,856,813
266,168,233,919,882
256,170,235,832,806
217,177,227,919,871
251,168,220,840,816
227,172,231,887,875
