popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
58.0,0.2627541067,0.8079999999999999,217649.25412541252,0.6365506375,0.1372929254675467,0.2010285115303983,-8.435,0.252,120.70183201047304,0.616,0.0
51.0,0.0424,0.512,217649.25412541252,0.552,0.1372929254675467,0.111,-9.499,0.0355,143.977,0.21,1.0
64.0,0.35,0.764,174627.0,0.6459999999999999,0.0,0.0823,-9.349,0.0305,116.115,0.8859999999999999,1.0
26.0,3.87e-05,0.476,169613.0,0.7909999999999999,0.838,0.165,-8.086,0.0582,120.40649672489091,0.4029999999999999,0.0
58.0,0.0019199999999999,0.49,205040.0,0.6990000000000001,6.45e-06,0.111,-5.55,0.0289,85.955,0.364,1.0
30.0,0.2627541067,0.5463947491248541,124400.0,0.6365506375,0.000816,0.0853,-11.499,0.0291,74.86399999999999,0.4759757292882147,0.0
39.0,0.872,0.5463947491248541,499960.0,0.27,0.746,0.176,-13.276,0.0421,71.806,0.4759757292882147,0.0
63.0,0.2627541067,0.65,225947.0,0.6365506375,0.0003509999999999,0.122,-3.677,0.0314,121.896,0.409,1.0
23.0,0.377,0.5463947491248541,180773.0,0.6759999999999999,0.221,0.741,-7.273,0.04,94.518,0.4759757292882147,0.0
28.0,0.8590000000000001,0.574,185387.0,0.284,0.0,0.114,-9.087,0.0363,68.07,0.672,0.0
64.0,0.517,0.5463947491248541,-1.0,0.596,0.00159,0.358,-8.284353556485357,0.246,94.968,0.4759757292882147,0.0
62.0,0.2627541067,0.485,184920.0,0.6365506375,0.0,0.0977,-3.807,0.0288,151.94799999999998,0.613,0.0
56.0,0.0563,0.892,-1.0,0.5379999999999999,0.0,0.303,-7.042999999999999,0.304,130.129,0.325,0.0
30.0,0.0618,0.389,160440.0,0.8290000000000001,0.00125,0.168,-5.58,0.15,122.051,0.435,0.0
51.0,0.0224,0.647,233573.0,0.69,0.0,0.147,-8.657,0.0454,117.514,0.682,0.0
63.0,0.069,0.5463947491248541,163453.0,0.969,0.00022,0.0608,-7.463999999999999,0.0854,142.489,0.4759757292882147,1.0
61.0,0.0774,0.486,198763.0,0.892,0.0,0.0532,-3.529,0.0606,72.984,0.361,1.0
67.0,0.2627541067,0.575,204040.0,0.6365506375,0.0,0.614,-6.007000000000001,0.325,172.155,0.926,0.0
59.0,0.000813,0.5463947491248541,309573.0,0.708,0.0197,0.0764,-9.367,0.0263,100.698,0.4759757292882147,0.0
40.0,0.2627541067,0.3389999999999999,233160.0,0.6365506375,0.00162,0.105,-11.843,0.0453,187.622,0.223,0.0
55.0,0.0312,0.473,312280.0,0.691,0.00404,0.147,-7.984,0.0248,82.118,0.421,0.0
51.0,0.00537,0.507,231133.0,0.6859999999999999,0.0,0.124,-4.974,0.0401,120.40649672489091,0.389,1.0
63.0,0.0414,0.325,153160.0,0.872,0.0,0.478,-2.535,0.1009999999999999,199.842,0.7440000000000001,1.0
53.0,0.985,0.336,190400.0,0.0619,0.8909999999999999,0.11,-20.494,0.0363,60.705,0.1969999999999999,0.0
67.0,0.05,0.813,217649.25412541252,0.977,0.1372929254675467,0.2010285115303983,-6.077999999999999,0.0476,120.70183201047304,0.8420000000000001,1.0
51.6687306501548,0.00798,0.672,217649.25412541252,0.688,0.1372929254675467,0.2010285115303983,-9.605,0.0375,120.70183201047304,0.8079999999999999,0.0
56.0,0.0116,0.507,-1.0,0.6659999999999999,0.3429999999999999,0.129,-8.362,0.0289999999999999,77.979,0.185,1.0
55.0,0.128,0.534,295467.0,0.6629999999999999,3.63e-05,0.431,-5.48,0.0286,141.525,0.573,1.0
32.0,0.000744,0.471,228520.0,0.944,0.000587,0.193,-4.673,0.0686,94.414,0.763,0.0
76.0,0.2627541067,0.667,207851.0,0.6365506375,0.015,0.0972,-5.935,0.0675,114.981,0.485,1.0
62.0,0.2627541067,0.5463947491248541,221187.0,0.6365506375,3.3100000000000005e-05,0.1119999999999999,-8.821,0.036,95.239,0.4759757292882147,1.0
20.0,0.000918,0.1669999999999999,-1.0,0.461,0.7929999999999999,0.113,-10.65,0.0331,87.03,0.103,0.0
41.0,0.178,0.7,227159.0,0.679,0.0,0.0787,-7.019,0.1169999999999999,78.817,0.412,0.0
53.0,0.2627541067,0.655,304693.0,0.6365506375,0.0,0.0643,-12.824000000000002,0.0786420828905419,118.732,0.528,0.0
55.0,0.0134,0.5463947491248541,217067.0,0.626,0.0,0.349,-7.155,0.045,134.028,0.4759757292882147,0.0
38.0,0.00108,0.7759999999999999,448480.0,0.703,0.88,0.352,-16.542,0.0498,125.938,0.922,0.0
59.0,0.0088799999999999,0.5463947491248541,224960.0,0.951,0.00126,0.376,-3.888,0.0966,158.075,0.4759757292882147,1.0
33.0,0.99,0.3929999999999999,-1.0,0.1119999999999999,0.924,0.123,-24.031,0.0348,139.968,0.487,0.0
52.0,0.00101,0.565,213853.0,0.905,0.0,0.325,-3.575,0.057,126.011,0.684,1.0
62.0,0.0208,0.575,249813.0,0.478,1.11e-05,0.144,-5.517,0.0314,125.968,0.297,1.0
34.0,3.23e-06,0.275,144600.0,0.958,0.959,0.315,-9.171,0.0408,99.993,0.727,0.0
59.0,0.0017699999999999,0.568,197933.0,0.871,0.0004059999999999,0.36,-5.235,0.0494,133.064,0.693,1.0
61.0,0.2627541067,0.596,185030.0,0.6365506375,0.151,0.135,-5.82,0.0698,149.999,0.56,1.0
49.0,0.2627541067,0.7040000000000001,-1.0,0.6365506375,0.11,0.154,-8.284353556485357,0.0315,128.80700000000002,0.789,1.0
51.6687306501548,0.193,0.477,217649.25412541252,0.471,0.1372929254675467,0.131,-10.036,0.0277,81.204,0.423,1.0
54.0,0.936,0.696,131024.0,0.2339999999999999,4.3e-05,0.114,-14.541,0.0383,130.30200000000002,0.484,0.0
53.0,0.2627541067,0.492,202032.0,0.6365506375,0.162,0.255,-6.79,0.0332,84.23700000000001,0.3229999999999999,1.0
58.0,0.838,0.665,-1.0,0.253,0.0,0.168,-7.326,0.0505,142.252,0.477,1.0
30.0,0.2627541067,0.5463947491248541,212160.0,0.6365506375,0.904,0.513,-11.300999999999998,0.038,163.16299999999998,0.4759757292882147,0.0
49.0,0.2627541067,0.562,284093.0,0.6365506375,0.0,0.322,-7.974,0.203,93.378,0.362,0.0
68.0,0.00265,0.5529999999999999,173320.0,0.917,0.0099099999999999,0.07,-8.806000000000001,0.0906,101.798,0.7809999999999999,1.0
55.0,0.0841,0.5463947491248541,384467.0,0.639,0.0,0.371,-9.91,0.0336,149.686,0.4759757292882147,1.0
51.6687306501548,0.0070599999999999,0.5720000000000001,217649.25412541252,0.868,0.1372929254675467,0.2010285115303983,-4.833,0.047,120.70183201047304,0.248,0.0
54.0,0.0727,0.609,-1.0,0.8759999999999999,6.96e-06,0.0778,-5.777,0.0438,152.043,0.39,1.0
55.0,0.0674,0.432,-1.0,0.612,1.34e-06,0.111,-6.871,0.0285,89.995,0.113,1.0
56.0,0.000349,0.684,268760.0,0.906,0.55,0.103,-6.6610000000000005,0.0786420828905419,101.46,0.555,1.0
55.0,0.479,0.345,217649.25412541252,0.461,0.1372929254675467,0.2010285115303983,-12.063,0.0645,120.70183201047304,0.171,1.0
54.0,0.174,0.568,213600.0,0.7140000000000001,0.0,0.0429,-7.138999999999999,0.0786420828905419,146.338,0.955,1.0
33.0,0.933,0.304,-1.0,0.126,0.939,0.124,-20.634,0.0286,84.37700000000001,0.307,0.0
57.0,0.175,0.541,174573.0,0.662,0.0,0.0803,-7.196000000000001,0.0382,144.046,0.742,1.0
35.0,0.2627541067,0.375,143581.0,0.6365506375,4.72e-06,0.0856,-12.955,0.0341,67.714,0.379,0.0
28.0,0.121,0.365,333867.0,0.6759999999999999,0.701,0.478,-8.7,0.1119999999999999,149.22,0.599,0.0
40.0,0.966,0.716,219173.0,0.4039999999999999,0.909,0.107,-13.79,0.0786420828905419,96.979,0.565,0.0
57.0,0.972,0.193,208040.0,0.0329,0.929,0.0978,-28.228,0.046,82.165,0.0366,0.0
59.0,0.228,0.573,233587.0,0.6559999999999999,0.0,0.0651,-5.954,0.0562,81.95200000000001,0.6679999999999999,1.0
70.0,0.2627541067,0.606,193000.0,0.6365506375,0.0,0.337,-4.404,0.0598,119.974,0.903,1.0
74.0,0.2627541067,0.5463947491248541,382834.0,0.6365506375,0.00201,0.2689999999999999,-10.421,0.152,124.193,0.4759757292882147,1.0
24.0,0.11,0.626,368400.0,0.994,0.0415,0.304,-2.849,0.0802,129.993,0.475,0.0
64.0,0.0001629999999999,0.408,196947.0,0.8170000000000001,0.03,0.4029999999999999,-4.59,0.0759,120.40649672489091,0.288,1.0
57.0,0.123,0.7490000000000001,238054.0,0.649,0.0,0.371,-8.623,0.053,120.068,0.146,0.0
52.0,0.00614,0.515,260160.0,0.912,0.177,0.157,-8.284353556485357,0.0693,107.131,0.596,1.0
64.0,0.2627541067,0.505,-1.0,0.6365506375,0.0,0.113,-5.146,0.0358,140.066,0.623,1.0
61.0,0.491,0.5463947491248541,288053.0,0.467,0.175,0.0805,-10.862,0.0305,113.713,0.4759757292882147,0.0
55.0,0.374,0.926,213120.0,0.354,0.0,0.49,-10.773,0.511,105.005,0.561,0.0
51.0,0.27,0.648,248173.0,0.637,4.22e-06,0.0469,-10.138,0.0296,120.40649672489091,0.738,1.0
51.6687306501548,0.826,0.153,217649.25412541252,0.359,0.1372929254675467,0.0816,-17.719,0.0384,83.89399999999999,0.313,0.0
57.0,0.402,0.498,-1.0,0.8059999999999999,5.74e-06,0.525,-5.284,0.0265,120.40649672489091,0.664,1.0
51.6687306501548,0.00664,0.496,217649.25412541252,0.5539999999999999,0.1372929254675467,0.2010285115303983,-8.487,0.365,120.70183201047304,0.3279999999999999,0.0
57.0,0.123,0.7490000000000001,238054.0,0.649,0.0,0.371,-8.623,0.053,120.068,0.146,0.0
44.0,0.000254,0.3779999999999999,287365.0,0.919,0.899,0.61,-6.234,0.0489,93.045,0.205,0.0
52.0,0.6940000000000001,0.7709999999999999,217649.25412541252,0.4579999999999999,0.1372929254675467,0.0784,-7.652,0.0327,109.089,0.7070000000000001,0.0
36.0,0.847,0.465,131200.0,0.431,0.0,0.36,-10.847,0.0304,93.981,0.74,0.0
56.0,0.00463,0.5463947491248541,207967.0,0.8540000000000001,0.0,0.344,-5.03,0.1639999999999999,186.061,0.4759757292882147,1.0
57.0,0.0929,0.68,186800.0,0.7979999999999999,0.0,0.0746,-4.978,0.1159999999999999,116.989,0.594,1.0
62.0,0.00963,0.639,246173.0,0.903,7.06e-05,0.174,-8.284353556485357,0.0371,135.938,0.96,1.0
38.0,0.0162,0.636,182187.0,0.526,2.3e-06,0.089,-7.372000000000001,0.0363,76.447,0.3379999999999999,0.0
48.0,0.2627541067,0.5463947491248541,574000.0,0.6365506375,0.682,0.268,-13.336,0.0313,119.596,0.4759757292882147,1.0
62.0,0.0812,0.56,230800.0,0.7979999999999999,1.54e-06,0.327,-6.672000000000001,0.0786420828905419,124.397,0.675,1.0
68.0,0.461,0.573,142787.0,0.6829999999999999,0.0,0.0935,-6.644,0.176,169.519,0.8170000000000001,1.0
25.0,0.0242,0.449,376500.0,0.8909999999999999,0.258,0.669,-4.118,0.135,109.953,0.544,0.0
56.0,0.252,0.873,181360.0,0.872,0.0,0.335,-0.883,0.17,97.978,0.6829999999999999,0.0
63.0,0.0129,0.5463947491248541,130909.0,0.914,0.0,0.0787,-8.284353556485357,0.266,93.532,0.4759757292882147,0.0
68.0,0.0125,0.426,166707.0,0.894,0.00041,0.187,-6.699,0.174,108.725,0.63,0.0
25.0,0.0166,0.376,255120.0,0.3,0.000842,0.483,-5.861000000000001,0.0305,99.677,0.2769999999999999,0.0
33.0,0.289,0.546,294933.0,0.437,0.000312,0.119,-8.993,0.0326,129.955,0.534,0.0
47.0,0.474,0.782,-1.0,0.7909999999999999,0.0012,0.0555,-6.321000000000001,0.0383,99.992,0.8190000000000001,0.0
67.0,0.2627541067,0.476,202053.0,0.6365506375,0.00729,0.0944,-3.506,0.132,140.404,0.416,1.0
13.0,0.7609999999999999,0.544,214800.0,0.792,0.0,0.335,-8.284353556485357,0.0462,119.998,0.615,0.0
65.0,0.2627541067,0.465,217824.0,0.6365506375,0.02,0.286,-6.331,0.237,155.061,0.39,1.0
70.0,0.0823,0.5463947491248541,214880.0,0.759,4.44e-05,0.0993,-5.67,0.037,124.725,0.4759757292882147,1.0
18.0,0.903,0.477,-1.0,0.221,0.852,0.113,-20.078,0.0329,128.154,0.198,0.0
60.0,0.212,0.6609999999999999,206520.0,0.743,2.04e-06,0.0981,-7.76,0.0334,106.045,0.897,1.0
41.0,0.018,0.482,172520.0,0.8640000000000001,0.0,0.0743,-4.04,0.0948,185.736,0.7709999999999999,0.0
60.0,0.648,0.4429999999999999,159394.0,0.489,0.424,0.131,-6.932,0.0348,124.031,0.0517,1.0
62.0,0.0108,0.743,243333.0,0.67,0.0702,0.22,-4.547,0.0293,110.832,0.934,1.0
64.0,0.0507,0.693,184615.0,0.563,0.0021,0.1119999999999999,-8.552999999999999,0.0786420828905419,155.96200000000002,0.618,0.0
65.0,0.0207,0.5463947491248541,192905.0,0.973,0.8390000000000001,0.0381,-8.284353556485357,0.26,160.018,0.4759757292882147,0.0
41.0,0.934,0.185,182773.0,0.0805,0.0125,0.0841,-21.025,0.0428,89.936,0.0574,0.0
63.0,0.0004669999999999,0.5463947491248541,254510.0,0.7040000000000001,1.33e-05,0.326,-6.835,0.0301,99.804,0.4759757292882147,1.0
38.0,0.992,0.379,239640.0,0.2789999999999999,0.907,0.107,-12.694,0.0339,89.91799999999999,0.293,0.0
51.6687306501548,0.602,0.6579999999999999,217649.25412541252,0.626,0.1372929254675467,0.682,-6.069,0.3279999999999999,120.40649672489091,0.738,0.0
64.0,0.00165,0.5463947491248541,239333.0,0.78,2.14e-05,0.156,-4.939,0.0356,145.125,0.4759757292882147,1.0
36.0,0.0412,0.578,217649.25412541252,0.826,0.1372929254675467,0.2010285115303983,-5.042,0.0786420828905419,120.70183201047304,0.534,0.0
46.0,0.2627541067,0.612,316653.0,0.6365506375,0.1669999999999999,0.104,-8.637,0.0396,79.975,0.6609999999999999,0.0
57.0,0.2627541067,0.539,257080.0,0.6365506375,1.7899999999999998e-05,0.121,-4.884,0.0269,88.969,0.503,0.0
63.0,0.2627541067,0.647,217493.0,0.6365506375,0.703,0.0777,-4.692,0.0289999999999999,110.059,0.268,1.0
63.0,0.7879999999999999,0.688,165733.0,0.711,2.64e-05,0.0683,-8.284353556485357,0.0832,152.27700000000002,0.935,1.0
50.0,0.0012699999999999,0.41,183147.0,0.979,0.0125,0.355,-5.021,0.106,146.741,0.478,1.0
60.0,0.00792,0.5463947491248541,287880.0,0.872,0.8,0.261,-7.313,0.05,167.946,0.4759757292882147,1.0
69.0,0.2627541067,0.499,134200.0,0.6365506375,0.0,0.165,-3.902,0.0386,142.726,0.8640000000000001,1.0
38.0,0.0133,0.5463947491248541,201347.0,0.8690000000000001,0.0,0.14,-4.624,0.0496,80.98,0.4759757292882147,0.0
44.0,0.597,0.669,192444.0,0.6990000000000001,3.09e-05,0.2,-6.882000000000001,0.0582,92.006,0.368,0.0
71.0,0.000332,0.305,206773.0,0.8320000000000001,2.4e-05,0.091,-7.981,0.0398,100.677,0.585,1.0
54.0,0.929,0.5463947491248541,390328.0,0.195,0.807,0.0798,-19.454,0.0335,126.862,0.4759757292882147,1.0
67.0,0.0312,0.5463947491248541,244760.0,0.914,8.92e-05,0.0483,-3.834,0.107,97.021,0.4759757292882147,1.0
42.0,0.0295,0.291,194679.0,0.598,0.00227,0.0738,-6.972,0.0786420828905419,146.245,0.186,0.0
48.0,0.2627541067,0.74,130293.0,0.6365506375,0.0,0.38,-9.483,0.0541,113.713,0.8440000000000001,0.0
47.0,0.2627541067,0.605,217649.25412541252,0.6365506375,0.1372929254675467,0.2010285115303983,-7.035,0.0338,120.70183201047304,0.434,0.0
51.0,0.213,0.535,391320.0,0.551,8.72e-06,0.172,-9.99,0.0337,79.414,0.631,1.0
61.0,0.3339999999999999,0.506,-1.0,0.526,0.000539,0.0907,-9.936,0.0285,129.641,0.591,1.0
53.0,0.2627541067,0.757,192414.0,0.6365506375,1.4499999999999998e-05,0.1119999999999999,-5.644,0.0425,121.968,0.96,1.0
33.0,0.0731,0.654,148267.0,0.726,0.8909999999999999,0.243,-5.4910000000000005,0.0354,90.969,0.56,0.0
58.0,0.00107,0.5,207173.0,0.836,4.03e-05,0.1969999999999999,-6.165,0.0454,90.01100000000001,0.41,1.0
53.0,0.00216,0.474,132733.0,0.994,0.126,0.314,-1.884,0.103,171.433,0.847,0.0
62.0,0.4529999999999999,0.5463947491248541,213267.0,0.493,0.0,0.241,-8.786,0.0327,127.671,0.4759757292882147,1.0
40.0,0.00851,0.5489999999999999,199240.0,0.895,1.12e-06,0.131,-7.145,0.0445,134.595,0.95,0.0
41.0,0.885,0.4539999999999999,264667.0,0.206,0.000108,0.067,-14.855,0.0333,167.169,0.336,0.0
38.0,0.733,0.54,-1.0,0.37,0.000932,0.0886,-12.017,0.0463,88.36,0.208,0.0
67.0,0.0662,0.816,217649.25412541252,0.813,0.1372929254675467,0.602,-7.797999999999999,0.0664,127.979,0.436,0.0
23.0,0.2627541067,0.514,262253.0,0.6365506375,0.778,0.14,-6.601,0.1169999999999999,143.844,0.444,0.0
29.0,0.176,0.609,344160.0,0.888,0.0,0.15,-2.814,0.036,119.959,0.696,0.0
6.0,0.978,0.239,708760.0,0.0514,0.8740000000000001,0.1009999999999999,-23.135,0.0451,110.333,0.0388,0.0
27.0,0.505,0.5463947491248541,217227.0,0.3829999999999999,0.0,0.392,-13.074000000000002,0.0464,110.522,0.4759757292882147,0.0
32.0,0.00938,0.495,200360.0,0.7859999999999999,0.00752,0.107,-10.51,0.035,142.266,0.696,0.0
59.0,0.408,0.888,236947.0,0.687,0.0,0.0615,-7.744,0.107,115.034,0.432,0.0
70.0,0.0066599999999999,0.494,175093.0,0.939,0.0,0.139,-3.127,0.126,177.75099999999998,0.893,0.0
30.0,0.331,0.779,-1.0,0.769,1.43e-06,0.076,-5.78,0.0384,127.96,0.941,0.0
64.0,0.79,0.5463947491248541,133507.0,0.3379999999999999,0.0,0.105,-13.887,0.0454,122.421,0.4759757292882147,1.0
40.0,0.0138,0.77,-1.0,0.721,0.505,0.0968,-8.008,0.0532,119.996,0.366,0.0
54.0,0.206,0.501,247202.0,0.903,0.0,0.155,-4.327,0.12,131.957,0.432,0.0
59.0,0.2627541067,0.674,-1.0,0.6365506375,0.0,0.6940000000000001,-8.284353556485357,0.0293,114.048,0.889,1.0
51.0,0.0011099999999999,0.298,197480.0,0.597,0.0,0.0819,-12.107,0.0343,180.43400000000003,0.536,1.0
52.0,0.0038399999999999,0.544,210080.0,0.625,0.00657,0.0889,-6.797000000000001,0.0342,75.243,0.43,1.0
33.0,0.8290000000000001,0.218,372187.0,0.244,0.93,0.129,-16.472,0.0404,83.73899999999999,0.06,0.0
63.0,0.407,0.759,220893.0,0.779,0.061,0.159,-9.375,0.0347,128.211,0.918,1.0
34.0,0.2627541067,0.544,-1.0,0.6365506375,0.0172,0.266,-5.031000000000001,0.0615,168.364,0.462,0.0
57.0,0.405,0.584,199036.0,0.74,4.15e-06,0.569,-6.313,0.242,62.916,0.33,1.0
45.0,0.445,0.715,197013.0,0.662,0.0,0.0813,-5.761,0.188,87.904,0.626,0.0
44.0,0.0101,0.698,212760.0,0.6759999999999999,2.57e-05,0.1119999999999999,-11.717,0.0786420828905419,116.486,0.961,0.0
61.0,0.00987,0.6779999999999999,268093.0,0.53,0.000274,0.0437,-8.284353556485357,0.024,91.779,0.6779999999999999,1.0
54.0,0.0887,0.626,260853.0,0.691,9.63e-05,0.115,-5.872999999999999,0.0283,109.005,0.396,1.0
75.0,0.5820000000000001,0.6509999999999999,202920.0,0.708,0.0,0.0796,-4.791,0.0786420828905419,119.964,0.5579999999999999,1.0
73.0,0.17,0.8370000000000001,-1.0,0.5489999999999999,0.0,0.057,-5.722,0.1669999999999999,121.954,0.209,0.0
71.0,0.0311,0.654,211960.0,0.726,6.35e-05,0.0618,-3.803,0.0401,103.987,0.728,1.0
55.0,0.2627541067,0.684,238973.0,0.6365506375,2.98e-05,0.0627,-5.46,0.0307,115.94,0.565,1.0
64.0,0.0766,0.5463947491248541,327400.0,0.499,1.55e-06,0.111,-10.972,0.0685,171.067,0.4759757292882147,1.0
54.0,0.141,0.535,224960.0,0.8029999999999999,0.0,0.297,-4.1160000000000005,0.0465,147.90200000000002,0.342,1.0
65.0,0.723,0.7140000000000001,-1.0,0.3429999999999999,5.48e-06,0.102,-7.641,0.38,72.348,0.372,0.0
63.0,3.2200000000000003e-05,0.47,215120.0,0.885,0.196,0.1689999999999999,-8.284353556485357,0.0354,138.153,0.79,1.0
67.0,0.344,0.489,176147.0,0.637,0.0,0.176,-5.013999999999999,0.0786420828905419,170.157,0.345,1.0
44.0,0.000848,0.726,217649.25412541252,0.892,0.1372929254675467,0.831,-2.278,0.0557,120.1,0.3339999999999999,0.0
54.0,0.2289999999999999,0.862,148747.0,0.598,0.0030399999999999,0.135,-6.667000000000001,0.0612,141.934,0.561,0.0
50.0,0.102,0.307,367160.0,0.407,0.0571,0.103,-8.25,0.0279999999999999,90.255,0.0433,0.0
65.0,0.2627541067,0.643,248880.0,0.6365506375,7.71e-06,0.495,-4.66,0.0779,120.723,0.526,1.0
19.0,0.2627541067,0.6659999999999999,252493.0,0.6365506375,0.0,0.13,-5.509,0.0258,138.029,0.512,0.0
64.0,0.25,0.546,178147.0,0.631,0.0,0.123,-5.757000000000001,0.0283,129.556,0.569,1.0
41.0,0.00241,0.5463947491248541,196597.0,0.931,0.852,0.356,-3.817,0.0708,140.031,0.4759757292882147,0.0
39.0,0.000672,0.56,219000.0,0.87,0.109,0.129,-3.492,0.0523,160.04399999999998,0.345,0.0
63.0,0.0038399999999999,0.635,190448.0,0.908,0.0834,0.239,-4.795,0.0563,110.012,0.637,1.0
56.0,0.259,0.534,233893.0,0.457,0.0004,0.203,-8.66,0.0266,140.798,0.271,1.0
57.0,0.732,0.5463947491248541,-1.0,0.298,0.00295,0.1,-13.477,0.0356,128.02200000000002,0.4759757292882147,1.0
48.0,0.161,0.481,234274.0,0.5710000000000001,0.00494,0.357,-8.582,0.0296,167.634,0.634,1.0
49.0,0.000821,0.5463947491248541,217440.0,0.89,0.0,0.0912,-5.759,0.0655,100.061,0.4759757292882147,1.0
53.0,0.994,0.222,161360.0,0.0119,0.925,0.102,-32.855,0.0357,72.774,0.14,0.0
64.0,0.298,0.541,160080.0,0.608,0.0,0.2339999999999999,-13.083,0.106,171.99200000000002,0.938,1.0
51.6687306501548,0.2627541067,0.155,217649.25412541252,0.6365506375,0.1372929254675467,0.0952,-26.549,0.0447,92.442,0.0731,0.0
62.0,0.0819,0.421,300427.0,0.963,0.0,0.5,-2.16,0.415,120.40649672489091,0.494,0.0
59.0,0.031,0.513,242667.0,0.77,0.0,0.198,-5.131,0.0277,120.40649672489091,0.8490000000000001,1.0
47.0,0.2627541067,0.6990000000000001,147107.0,0.6365506375,0.0,0.108,-4.952,0.215,144.88,0.812,0.0
67.0,0.0073799999999999,0.547,197053.0,0.804,0.0,0.0308,-5.268,0.0361,142.016,0.6659999999999999,1.0
62.0,0.727,0.73,163093.0,0.504,0.0,0.143,-11.686,0.0481,126.282,0.883,1.0
56.0,0.0116,0.528,208067.0,0.888,0.762,0.154,-6.039,0.0326,145.971,0.897,1.0
58.0,0.335,0.792,230600.0,0.8079999999999999,0.0,0.2689999999999999,-4.156000000000001,0.0963,92.064,0.7090000000000001,0.0
58.0,0.2627541067,0.627,217649.25412541252,0.6365506375,0.1372929254675467,0.2010285115303983,-12.33,0.0403,120.70183201047304,0.3229999999999999,1.0
69.0,0.45,0.643,250107.0,0.809,1.22e-06,0.154,-3.275,0.0279999999999999,112.677,0.499,1.0
58.0,0.22,0.5463947491248541,238267.0,0.528,0.35,0.14,-13.382,0.0358,117.472,0.4759757292882147,1.0
50.0,0.2627541067,0.884,228667.0,0.6365506375,0.00104,0.0499,-8.919,0.0786420828905419,99.018,0.415,0.0
44.0,0.0462,0.6759999999999999,195053.0,0.7879999999999999,0.0,0.173,-5.757000000000001,0.0994,120.40649672489091,0.384,0.0
2.0,0.498,0.539,55101.0,0.4529999999999999,0.875,0.106,-21.199,0.0684,82.184,0.764,0.0
43.0,0.163,0.81,350467.0,0.59,0.06,0.0961,-7.421,0.047,120.017,0.662,0.0
50.0,0.2627541067,0.624,369947.0,0.6365506375,0.204,0.0662,-10.746,0.0281,144.049,0.713,1.0
53.0,0.917,0.561,228920.0,0.252,0.0,0.106,-9.448,0.0345,144.226,0.346,1.0
73.0,0.2627541067,0.467,320267.0,0.6365506375,0.0248,0.118,-10.451,0.0255,94.301,0.166,1.0
44.0,0.2627541067,0.221,184169.0,0.6365506375,0.957,0.0757,-23.238000000000003,0.0367,102.96,0.127,0.0
54.0,0.149,0.738,257640.0,0.879,0.0,0.102,-4.444,0.245,90.338,0.893,0.0
48.0,0.203,0.6729999999999999,212907.0,0.838,8.8e-06,0.105,-5.922000000000001,0.314,168.114,0.872,0.0
32.0,0.8059999999999999,0.423,123840.0,0.156,0.000587,0.623,-17.959,0.039,135.911,0.563,0.0
37.0,0.2627541067,0.5463947491248541,205320.0,0.6365506375,0.952,0.11,-6.854,0.033,186.004,0.4759757292882147,0.0
39.0,0.2627541067,0.206,208280.0,0.6365506375,0.959,0.144,-23.543000000000003,0.0464,114.943,0.0383,0.0
31.0,1.14e-05,0.294,253947.0,0.921,8.04e-05,0.0802,-4.165,0.0807,184.78,0.241,0.0
56.0,0.00579,0.939,144453.0,0.373,0.0,0.2739999999999999,-7.779,0.2269999999999999,119.953,0.0602,0.0
64.0,6.06e-05,0.451,194227.0,0.815,0.0,0.27,-5.55,0.0368,147.974,0.618,0.0
48.0,0.449,0.5463947491248541,149987.0,0.485,2.33e-06,0.0716,-7.164,0.0602,119.161,0.4759757292882147,0.0
56.0,0.153,0.731,-1.0,0.488,4.44e-06,0.0634,-7.256,0.0538,93.981,0.465,0.0
36.0,0.139,0.635,249147.0,0.476,5.97e-05,0.103,-10.441,0.0721,88.053,0.522,0.0
47.0,0.176,0.809,149013.0,0.701,0.0,0.184,-12.484000000000002,0.0574,105.696,0.563,0.0
54.0,0.000173,0.521,206000.0,0.919,0.00218,0.301,-3.1460000000000004,0.0475,131.726,0.746,1.0
21.0,0.614,0.5463947491248541,89958.0,0.433,0.764,0.108,-10.354,0.146,80.038,0.4759757292882147,0.0
27.0,0.7020000000000001,0.738,160240.0,0.411,0.0086,0.106,-8.988,0.0507,76.005,0.6509999999999999,0.0
47.0,0.4039999999999999,0.467,157608.0,0.581,0.0,0.149,-9.768,0.456,91.108,0.152,0.0
50.0,0.0879,0.7759999999999999,217649.25412541252,0.601,0.1372929254675467,0.2010285115303983,-6.041,0.0487,120.70183201047304,0.416,0.0
39.0,0.81,0.5463947491248541,213667.0,0.395,0.0,0.346,-11.674,0.0306,136.467,0.4759757292882147,0.0
72.0,0.909,0.643,217649.25412541252,0.344,0.1372929254675467,0.106,-11.342,0.0349,144.171,0.547,1.0
66.0,0.129,0.5463947491248541,195173.0,0.83,0.0,0.29,-5.43,0.0652,95.004,0.4759757292882147,1.0
47.0,0.2627541067,0.682,241120.0,0.6365506375,0.0,0.18,-9.69,0.335,170.049,0.366,0.0
50.0,0.0193,0.407,205587.0,0.821,2.06e-06,0.36,-4.987,0.0657,99.814,0.61,1.0
27.0,0.0589,0.544,232533.0,0.484,2.92e-06,0.256,-7.111000000000001,0.0254,144.872,0.519,0.0
