engine_fuel,color,transmission,price_usd
3.0,1.0,1.0,3300.0
3.0,0.0,1.0,5850.0
0.0,0.0,1.0,1950.0
3.0,1.0,1.0,1150.0
3.0,1.0,1.0,1150.0
3.0,1.0,1.0,8000.0
3.0,1.0,1.0,7760.0
3.0,0.0,1.0,3500.0
3.0,1.0,1.0,1400.0
0.0,1.0,1.0,2800.0
3.0,1.0,0.0,7650.0
3.0,1.0,1.0,1000.0
0.0,0.0,1.0,3500.0
0.0,1.0,1.0,3200.0
0.0,1.0,1.0,4200.0
3.0,1.0,1.0,3600.0
3.0,1.0,1.0,3900.0
3.0,1.0,1.0,1850.0
3.0,1.0,1.0,2050.0
3.0,1.0,1.0,2000.0
3.0,1.0,1.0,1300.0
3.0,1.0,1.0,1800.0
3.0,0.0,1.0,3400.0
0.0,1.0,1.0,1650.0
3.0,0.0,1.0,2650.0
3.0,1.0,1.0,1500.0
0.0,0.0,1.0,2700.0
3.0,1.0,1.0,1700.0
3.0,0.0,1.0,1350.0
3.0,1.0,1.0,1802.14
3.0,1.0,1.0,300.0
3.0,1.0,0.0,2000.0
0.0,1.0,1.0,2500.0
3.0,0.0,1.0,1100.0
3.0,1.0,1.0,2600.0
3.0,1.0,0.0,2000.0
3.0,1.0,1.0,1300.0
3.0,1.0,1.0,1700.0
0.0,1.0,1.0,4500.0
3.0,1.0,1.0,3200.0
3.0,1.0,1.0,1550.0
0.0,1.0,1.0,2400.0
0.0,0.0,1.0,2350.0
3.0,1.0,1.0,1400.0
3.0,1.0,1.0,1800.0
3.0,0.0,1.0,3000.0
3.0,1.0,1.0,1750.0
0.0,1.0,1.0,3000.0
3.0,0.0,1.0,900.0
3.0,1.0,1.0,3500.0
3.0,1.0,1.0,1222.0
3.0,1.0,1.0,1300.0
0.0,1.0,1.0,2200.0
3.0,1.0,1.0,4200.0
3.0,1.0,1.0,1500.0
3.0,1.0,1.0,1900.0
0.0,1.0,1.0,5900.0
0.0,0.0,1.0,104.33
0.0,1.0,1.0,2000.0
3.0,1.0,1.0,1300.0
3.0,0.0,1.0,1700.0
0.0,0.0,1.0,1400.0
0.0,1.0,1.0,3500.0
3.0,0.0,1.0,2000.0
3.0,1.0,1.0,1350.0
3.0,1.0,0.0,3800.0
3.0,1.0,1.0,2800.0
3.0,1.0,1.0,1700.0
3.0,1.0,1.0,1450.0
3.0,1.0,1.0,2000.0
3.0,1.0,1.0,2350.0
2.0,1.0,1.0,1500.0
3.0,0.0,1.0,3200.0
3.0,1.0,1.0,2800.0
0.0,0.0,1.0,550.0
3.0,0.0,1.0,1250.0
3.0,0.0,1.0,3350.0
3.0,1.0,1.0,1075.59
3.0,1.0,1.0,1767.05
3.0,0.0,1.0,317.8
3.0,1.0,1.0,2999.0
3.0,0.0,1.0,850.0
3.0,1.0,1.0,1200.0
3.0,1.0,1.0,500.0
3.0,2.0,1.0,8800.0
0.0,1.0,1.0,3000.0
3.0,1.0,1.0,1900.0
3.0,0.0,1.0,2850.0
3.0,1.0,1.0,2000.0
0.0,1.0,1.0,850.0
3.0,1.0,1.0,2200.0
3.0,1.0,1.0,15000.0
0.0,1.0,1.0,9300.0
3.0,1.0,1.0,2350.0
3.0,1.0,1.0,2000.0
3.0,1.0,1.0,3000.0
3.0,1.0,1.0,2000.0
3.0,0.0,0.0,1700.0
0.0,1.0,1.0,4150.0
0.0,1.0,1.0,1600.0
3.0,1.0,1.0,1700.0
0.0,0.0,1.0,3750.0
0.0,1.0,1.0,1000.0
3.0,0.0,1.0,1450.0
3.0,1.0,1.0,1500.0
3.0,1.0,1.0,2150.0
3.0,1.0,1.0,1500.0
3.0,0.0,1.0,1650.0
0.0,1.0,1.0,7700.0
3.0,1.0,1.0,1500.0
0.0,1.0,1.0,3000.0
3.0,1.0,1.0,2500.0
3.0,0.0,1.0,2750.0
0.0,1.0,1.0,3200.0
3.0,1.0,1.0,1999.0
0.0,1.0,1.0,22000.0
0.0,1.0,1.0,3400.0
3.0,1.0,1.0,1950.0
3.0,0.0,1.0,2150.0
3.0,1.0,1.0,1700.0
3.0,0.0,1.0,300.0
3.0,1.0,1.0,2250.0
3.0,0.0,1.0,9200.0
3.0,1.0,1.0,3300.0
2.0,1.0,1.0,499.0
2.0,1.0,1.0,3035.19
3.0,1.0,1.0,331.97
3.0,1.0,1.0,1600.0
3.0,0.0,1.0,3800.0
3.0,2.0,1.0,700.0
3.0,1.0,1.0,2900.0
3.0,1.0,0.0,2000.0
3.0,1.0,1.0,500.0
3.0,1.0,1.0,2800.0
3.0,1.0,1.0,1600.0
0.0,1.0,1.0,3100.0
3.0,1.0,0.0,29000.0
3.0,0.0,0.0,29900.0
2.0,1.0,0.0,6500.0
3.0,0.0,0.0,4200.0
2.0,1.0,0.0,5000.0
3.0,1.0,0.0,14000.0
3.0,1.0,0.0,6499.0
3.0,0.0,0.0,15800.0
3.0,0.0,0.0,11500.0
3.0,0.0,0.0,16250.0
3.0,1.0,0.0,15000.0
3.0,0.0,0.0,12800.0
2.0,1.0,0.0,8500.0
3.0,1.0,1.0,7900.0
3.0,2.0,0.0,21000.0
3.0,0.0,0.0,5550.0
3.0,2.0,0.0,22750.0
3.0,0.0,0.0,6000.0
3.0,2.0,0.0,3850.0
3.0,0.0,0.0,14500.0
3.0,2.0,0.0,17000.0
3.0,0.0,0.0,7500.0
3.0,0.0,0.0,6500.0
3.0,1.0,1.0,7000.0
3.0,1.0,1.0,6300.0
3.0,0.0,0.0,6000.0
3.0,1.0,1.0,18021.43
3.0,1.0,0.0,6999.0
3.0,1.0,0.0,9700.0
3.0,1.0,1.0,7200.0
3.0,0.0,0.0,19000.0
3.0,0.0,0.0,11550.0
3.0,2.0,0.0,18899.0
3.0,1.0,0.0,15900.0
3.0,1.0,0.0,20000.0
3.0,1.0,0.0,12500.0
3.0,1.0,0.0,8999.0
3.0,1.0,0.0,24500.0
3.0,0.0,0.0,16500.0
3.0,1.0,0.0,13150.0
3.0,1.0,0.0,14700.0
3.0,0.0,0.0,12499.0
3.0,0.0,1.0,7000.0
3.0,1.0,0.0,6650.0
3.0,0.0,0.0,18000.0
3.0,1.0,0.0,7200.0
3.0,1.0,0.0,3400.0
3.0,0.0,0.0,2750.0
3.0,1.0,0.0,8000.0
3.0,1.0,0.0,16500.0
3.0,0.0,0.0,20200.0
2.0,1.0,0.0,22222.0
3.0,1.0,0.0,13500.0
3.0,0.0,0.0,14000.0
3.0,2.0,1.0,6000.0
3.0,1.0,0.0,7800.0
3.0,1.0,0.0,15333.0
3.0,0.0,0.0,9000.0
3.0,1.0,0.0,8489.04
3.0,0.0,0.0,9500.0
3.0,1.0,0.0,11400.0
3.0,0.0,0.0,29900.0
3.0,0.0,0.0,16900.0
3.0,1.0,0.0,2350.0
3.0,1.0,1.0,13500.0
3.0,0.0,0.0,36500.0
3.0,1.0,1.0,4200.0
3.0,1.0,1.0,4100.0
3.0,1.0,1.0,4099.0
0.0,1.0,1.0,11950.0
3.0,1.0,1.0,3990.0
0.0,1.0,1.0,4200.0
3.0,1.0,1.0,3500.0
0.0,1.0,1.0,11050.0
3.0,1.0,1.0,2700.0
3.0,0.0,1.0,1800.0
3.0,1.0,1.0,3500.0
3.0,1.0,1.0,3450.0
3.0,0.0,1.0,3500.0
0.0,2.0,1.0,9500.0
3.0,1.0,1.0,1500.0
3.0,2.0,1.0,7050.0
2.0,1.0,1.0,7600.0
0.0,2.0,1.0,11750.0
3.0,1.0,1.0,2200.0
0.0,1.0,1.0,7950.0
3.0,1.0,1.0,8600.0
3.0,1.0,1.0,2600.0
3.0,1.0,1.0,2700.0
0.0,2.0,1.0,11900.0
3.0,1.0,1.0,1500.0
0.0,2.0,1.0,5250.0
3.0,1.0,1.0,2800.0
3.0,1.0,1.0,3700.0
0.0,1.0,1.0,6500.0
2.0,1.0,1.0,4899.0
3.0,1.0,1.0,7599.0
3.0,1.0,1.0,4799.0
3.0,1.0,1.0,3000.0
0.0,1.0,1.0,9100.0
3.0,1.0,1.0,1350.0
3.0,1.0,1.0,2000.0
3.0,1.0,1.0,7662.34
3.0,1.0,1.0,3800.0
3.0,1.0,1.0,8999.0
3.0,1.0,1.0,3300.0
0.0,1.0,1.0,8400.0
2.0,1.0,1.0,2500.0
3.0,1.0,1.0,9000.0
0.0,1.0,1.0,3289.0
3.0,1.0,1.0,3250.0
0.0,1.0,1.0,9950.0
3.0,0.0,1.0,2200.0
3.0,1.0,1.0,8777.0
0.0,0.0,1.0,8600.0
3.0,1.0,1.0,2450.0
2.0,1.0,1.0,3500.0
3.0,1.0,1.0,4000.0
3.0,1.0,1.0,3300.0
0.0,2.0,1.0,8999.0
0.0,2.0,1.0,3900.0
3.0,1.0,1.0,4700.0
0.0,0.0,1.0,9960.0
3.0,1.0,1.0,3800.0
2.0,1.0,1.0,3000.0
3.0,0.0,0.0,9999.0
3.0,0.0,0.0,20900.0
3.0,2.0,0.0,45400.0
3.0,0.0,0.0,9700.0
5.0,0.0,0.0,20500.0
3.0,1.0,0.0,42500.0
3.0,0.0,0.0,6450.0
3.0,0.0,0.0,10900.0
3.0,0.0,0.0,15900.0
5.0,1.0,0.0,12750.0
3.0,2.0,1.0,47400.0
3.0,1.0,0.0,24800.0
3.0,1.0,0.0,19500.0
5.0,1.0,0.0,14200.0
3.0,1.0,1.0,6000.0
3.0,1.0,0.0,33250.0
3.0,1.0,0.0,5500.0
3.0,1.0,0.0,32600.0
3.0,1.0,1.0,6150.0
3.0,1.0,0.0,27999.0
3.0,0.0,0.0,15400.0
5.0,0.0,0.0,29999.0
3.0,0.0,0.0,28700.0
5.0,2.0,0.0,20700.0
3.0,0.0,0.0,13900.0
3.0,1.0,0.0,11400.0
3.0,0.0,0.0,9200.0
3.0,0.0,0.0,12550.0
3.0,2.0,0.0,27950.0
3.0,0.0,0.0,4800.0
3.0,1.0,0.0,13200.0
3.0,1.0,0.0,3300.0
3.0,1.0,0.0,10200.0
3.0,1.0,0.0,10990.0
5.0,1.0,0.0,14000.0
3.0,1.0,0.0,4000.0
3.0,1.0,0.0,11333.0
3.0,0.0,0.0,25933.0
3.0,1.0,0.0,21333.0
3.0,2.0,0.0,21550.0
3.0,1.0,0.0,8400.0
3.0,0.0,0.0,12850.0
5.0,1.0,0.0,15200.0
5.0,1.0,0.0,15550.0
3.0,1.0,0.0,20400.0
5.0,1.0,0.0,12300.0
3.0,2.0,0.0,30500.0
5.0,0.0,0.0,13899.0
3.0,2.0,0.0,28300.0
3.0,0.0,0.0,10850.0
3.0,0.0,0.0,18500.0
3.0,1.0,0.0,12850.0
5.0,0.0,0.0,20500.0
3.0,2.0,0.0,28500.0
5.0,0.0,0.0,14000.0
3.0,1.0,0.0,7500.0
3.0,1.0,0.0,13000.0
5.0,1.0,0.0,10500.0
3.0,2.0,0.0,48610.45
5.0,1.0,0.0,11500.0
5.0,0.0,0.0,12400.0
3.0,0.0,0.0,20000.0
3.0,1.0,0.0,5999.0
3.0,0.0,0.0,10500.0
5.0,1.0,0.0,13850.0
3.0,1.0,0.0,2500.0
3.0,0.0,0.0,32000.0
3.0,0.0,0.0,17200.0
2.0,2.0,0.0,37500.0
3.0,0.0,0.0,9500.0
3.0,1.0,0.0,16500.0
3.0,0.0,0.0,5000.0
3.0,1.0,0.0,10500.0
3.0,1.0,0.0,7600.0
3.0,1.0,0.0,10700.0
3.0,1.0,0.0,9000.0
3.0,1.0,0.0,22800.0
3.0,1.0,0.0,18500.0
3.0,0.0,0.0,13000.0
3.0,0.0,0.0,30000.0
3.0,1.0,0.0,8100.0
3.0,1.0,0.0,10700.0
3.0,0.0,0.0,46500.0
5.0,1.0,0.0,16550.0
3.0,1.0,0.0,16500.0
3.0,2.0,0.0,32500.0
3.0,1.0,0.0,10300.0
3.0,1.0,0.0,14400.0
5.0,2.0,0.0,15600.0
3.0,0.0,0.0,12950.0
3.0,2.0,0.0,11250.0
3.0,1.0,0.0,12800.0
3.0,0.0,0.0,13500.0
3.0,0.0,0.0,12600.0
3.0,1.0,0.0,14200.0
3.0,1.0,0.0,14000.0
3.0,1.0,0.0,5500.0
5.0,1.0,0.0,13990.0
5.0,1.0,0.0,18350.0
5.0,1.0,0.0,16750.0
3.0,1.0,0.0,10433.45
3.0,1.0,0.0,18300.0
3.0,1.0,0.0,27500.0
3.0,1.0,0.0,19900.0
5.0,0.0,0.0,38000.0
2.0,1.0,0.0,16000.0
0.0,0.0,1.0,9111.0
3.0,1.0,0.0,6000.0
3.0,1.0,0.0,30600.0
3.0,0.0,0.0,10500.0
3.0,0.0,0.0,20000.0
0.0,0.0,1.0,9000.0
3.0,0.0,0.0,15900.0
3.0,1.0,0.0,18900.0
3.0,1.0,0.0,12299.0
3.0,2.0,1.0,24000.0
3.0,0.0,0.0,11999.0
3.0,1.0,0.0,11550.0
3.0,1.0,0.0,18699.0
3.0,1.0,0.0,16799.0
3.0,1.0,1.0,9499.0
3.0,0.0,0.0,24750.0
3.0,0.0,0.0,34999.0
3.0,2.0,0.0,15499.0
5.0,0.0,0.0,13999.0
3.0,0.0,0.0,9150.0
3.0,2.0,0.0,35999.0
3.0,0.0,0.0,26499.0
3.0,1.0,0.0,18800.0
3.0,1.0,0.0,9800.0
3.0,0.0,0.0,26500.0
3.0,1.0,0.0,13300.0
3.0,1.0,0.0,23999.0
3.0,1.0,0.0,30500.0
3.0,1.0,0.0,36500.0
3.0,1.0,1.0,6100.0
5.0,0.0,0.0,12500.0
3.0,1.0,0.0,12800.0
3.0,1.0,0.0,34000.0
3.0,1.0,0.0,5900.0
3.0,1.0,0.0,45293.56
5.0,2.0,0.0,16250.0
3.0,1.0,0.0,25450.0
3.0,0.0,0.0,26950.0
3.0,0.0,0.0,5500.0
3.0,1.0,0.0,18450.0
3.0,0.0,0.0,43200.0
3.0,1.0,0.0,11000.0
3.0,0.0,0.0,23500.0
5.0,1.0,0.0,13950.0
5.0,1.0,0.0,22000.0
3.0,0.0,0.0,8900.0
5.0,0.0,0.0,15900.0
3.0,0.0,0.0,27000.0
3.0,1.0,0.0,17850.0
3.0,0.0,0.0,20550.0
3.0,1.0,0.0,19900.0
3.0,2.0,0.0,22900.0
3.0,1.0,0.0,8450.0
3.0,0.0,0.0,28450.0
3.0,0.0,0.0,10900.0
3.0,0.0,0.0,6800.0
3.0,1.0,0.0,6700.0
3.0,0.0,0.0,18000.0
3.0,1.0,0.0,11000.0
5.0,1.0,0.0,10800.0
3.0,0.0,0.0,16000.0
3.0,0.0,0.0,5000.0
3.0,0.0,0.0,43000.0
3.0,0.0,0.0,13000.0
3.0,1.0,0.0,7350.0
3.0,0.0,0.0,11650.0
3.0,0.0,1.0,10500.0
5.0,1.0,0.0,14600.0
3.0,1.0,0.0,13700.0
3.0,1.0,0.0,14500.0
0.0,1.0,1.0,9000.0
3.0,1.0,0.0,6000.0
0.0,1.0,1.0,11000.0
3.0,0.0,0.0,8800.0
3.0,1.0,0.0,11500.0
0.0,1.0,1.0,7900.0
3.0,2.0,0.0,14400.0
3.0,0.0,0.0,7500.0
2.0,0.0,0.0,17000.0
3.0,2.0,0.0,11900.0
3.0,1.0,0.0,12300.0
5.0,1.0,0.0,15000.0
3.0,0.0,0.0,15900.0
3.0,0.0,0.0,11500.0
5.0,0.0,0.0,25000.0
3.0,1.0,0.0,19500.0
5.0,0.0,0.0,29300.0
3.0,1.0,0.0,12000.0
3.0,0.0,0.0,32000.0
3.0,1.0,0.0,14500.0
3.0,0.0,0.0,13400.0
3.0,2.0,0.0,16300.0
3.0,2.0,0.0,19000.0
3.0,0.0,0.0,19900.0
2.0,0.0,0.0,12700.0
3.0,0.0,0.0,18950.0
3.0,1.0,0.0,4200.0
5.0,0.0,0.0,10100.0
3.0,2.0,0.0,32000.0
3.0,2.0,0.0,27500.0
3.0,0.0,0.0,16500.0
3.0,1.0,0.0,11300.0
2.0,1.0,0.0,5999.0
3.0,1.0,0.0,21500.0
5.0,0.0,0.0,18000.0
3.0,1.0,0.0,12999.0
2.0,1.0,0.0,16300.0
3.0,1.0,0.0,10950.0
3.0,1.0,1.0,1500.0
0.0,1.0,1.0,2250.0
3.0,1.0,1.0,2100.0
3.0,1.0,1.0,3500.0
0.0,1.0,1.0,850.0
3.0,0.0,0.0,3000.0
3.0,1.0,0.0,5000.0
2.0,1.0,0.0,5000.0
3.0,1.0,1.0,1200.0
3.0,2.0,0.0,9999.0
3.0,0.0,0.0,6500.0
3.0,1.0,0.0,3450.0
3.0,1.0,1.0,2250.0
3.0,0.0,1.0,500.0
3.0,1.0,0.0,11000.0
3.0,0.0,1.0,18900.0
3.0,1.0,1.0,4700.0
3.0,1.0,1.0,1000.0
3.0,1.0,1.0,2200.0
3.0,1.0,1.0,711.37
3.0,0.0,0.0,11250.0
0.0,1.0,1.0,16800.0
3.0,1.0,1.0,4950.0
3.0,1.0,1.0,8600.0
3.0,1.0,0.0,5400.0
0.0,1.0,1.0,2100.0
3.0,1.0,1.0,2134.11
3.0,1.0,0.0,599.0
3.0,2.0,0.0,17250.0
3.0,1.0,0.0,23950.0
3.0,0.0,0.0,5650.0
3.0,1.0,1.0,7200.0
3.0,1.0,1.0,1750.0
2.0,1.0,0.0,4350.0
3.0,1.0,1.0,2750.0
3.0,1.0,0.0,6950.0
0.0,1.0,1.0,3100.0
3.0,1.0,0.0,14400.0
0.0,1.0,0.0,6700.0
3.0,1.0,0.0,5200.0
0.0,1.0,0.0,10900.0
3.0,0.0,0.0,9450.0
3.0,2.0,1.0,9650.0
3.0,2.0,0.0,10000.0
3.0,1.0,0.0,6800.0
3.0,0.0,0.0,16750.0
3.0,0.0,0.0,21150.0
3.0,1.0,0.0,18450.0
0.0,2.0,0.0,25150.0
3.0,2.0,1.0,2270.0
3.0,1.0,0.0,12950.0
0.0,1.0,0.0,31400.0
0.0,1.0,1.0,700.0
3.0,0.0,0.0,6000.0
3.0,1.0,0.0,5650.0
3.0,1.0,1.0,6200.0
0.0,1.0,0.0,9200.0
3.0,1.0,1.0,1600.0
3.0,1.0,1.0,600.0
3.0,1.0,1.0,500.0
0.0,1.0,1.0,2500.0
3.0,1.0,1.0,3000.0
3.0,1.0,0.0,5850.0
3.0,1.0,1.0,2900.0
0.0,1.0,1.0,1200.0
3.0,0.0,0.0,14500.0
3.0,0.0,0.0,18950.0
0.0,1.0,1.0,1950.0
3.0,1.0,1.0,1950.0
3.0,1.0,0.0,11000.0
0.0,1.0,1.0,6450.0
2.0,1.0,0.0,17900.0
0.0,1.0,1.0,3200.0
3.0,1.0,1.0,1500.0
0.0,1.0,1.0,1600.0
3.0,0.0,1.0,6799.0
3.0,0.0,1.0,4500.0
3.0,1.0,1.0,1800.0
3.0,2.0,1.0,1600.0
3.0,1.0,0.0,6100.0
2.0,1.0,0.0,11300.0
3.0,1.0,1.0,1900.0
3.0,0.0,0.0,7200.0
3.0,1.0,1.0,2000.0
3.0,1.0,1.0,3150.0
3.0,1.0,1.0,2900.0
3.0,1.0,1.0,900.0
0.0,1.0,1.0,5000.0
3.0,0.0,1.0,1500.0
3.0,0.0,0.0,12300.0
3.0,1.0,1.0,1100.0
3.0,0.0,0.0,7950.0
3.0,0.0,1.0,9500.0
3.0,1.0,1.0,2500.0
3.0,0.0,0.0,6500.0
3.0,1.0,0.0,1999.0
0.0,1.0,0.0,6500.0
4.0,1.0,1.0,400.0
3.0,2.0,1.0,6777.0
3.0,0.0,1.0,6500.0
0.0,1.0,0.0,12000.0
3.0,1.0,0.0,6000.0
3.0,2.0,0.0,26000.0
3.0,0.0,0.0,3200.0
3.0,1.0,0.0,4500.0
3.0,2.0,1.0,899.0
3.0,1.0,1.0,1700.0
3.0,1.0,1.0,6000.0
3.0,1.0,1.0,6650.0
3.0,1.0,1.0,650.0
3.0,1.0,0.0,5700.0
3.0,1.0,1.0,2450.0
0.0,1.0,1.0,7950.0
3.0,1.0,1.0,1000.0
0.0,1.0,1.0,5500.0
3.0,1.0,1.0,1280.47
3.0,1.0,0.0,5950.0
3.0,1.0,0.0,1400.0
3.0,1.0,1.0,1900.0
3.0,1.0,1.0,1400.0
3.0,0.0,0.0,11000.0
0.0,1.0,1.0,2000.0
3.0,1.0,1.0,999.0
3.0,1.0,1.0,1650.0
0.0,1.0,1.0,19500.0
0.0,1.0,1.0,1500.0
3.0,2.0,0.0,1600.0
0.0,1.0,1.0,3700.0
3.0,1.0,1.0,5500.0
3.0,1.0,1.0,1050.0
3.0,1.0,0.0,10990.0
0.0,1.0,0.0,9900.0
3.0,1.0,0.0,12100.0
3.0,1.0,1.0,2150.0
2.0,1.0,1.0,2150.0
3.0,1.0,0.0,3000.0
3.0,0.0,0.0,7750.0
3.0,1.0,0.0,12300.0
3.0,1.0,1.0,474.25
3.0,2.0,0.0,9500.0
3.0,2.0,0.0,6900.0
3.0,1.0,0.0,4700.0
0.0,1.0,1.0,1422.74
3.0,1.0,1.0,1600.0
3.0,2.0,1.0,350.0
3.0,1.0,1.0,2800.0
2.0,1.0,1.0,3500.0
3.0,1.0,0.0,5000.0
3.0,1.0,0.0,3700.0
3.0,1.0,1.0,1500.0
3.0,1.0,1.0,17800.0
3.0,1.0,0.0,9000.0
3.0,1.0,1.0,1300.0
3.0,2.0,0.0,1800.0
0.0,1.0,1.0,1500.0
3.0,1.0,1.0,800.0
3.0,0.0,0.0,10900.0
0.0,0.0,0.0,4900.0
3.0,1.0,0.0,2250.0
3.0,1.0,1.0,1300.0
3.0,1.0,1.0,5000.0
3.0,1.0,0.0,2200.0
3.0,0.0,0.0,7700.0
3.0,2.0,0.0,6700.0
3.0,1.0,1.0,2200.0
3.0,1.0,0.0,6300.0
3.0,1.0,1.0,950.0
0.0,0.0,0.0,19500.0
2.0,1.0,0.0,9400.0
0.0,0.0,1.0,18500.0
3.0,1.0,1.0,700.0
0.0,1.0,0.0,4800.0
3.0,2.0,1.0,950.0
3.0,0.0,1.0,5600.0
3.0,2.0,1.0,1000.0
3.0,1.0,1.0,2750.0
3.0,0.0,0.0,9933.0
0.0,1.0,0.0,23833.0
3.0,0.0,0.0,12133.0
3.0,0.0,0.0,6650.0
3.0,2.0,1.0,2500.0
3.0,1.0,1.0,17850.0
0.0,0.0,0.0,8995.0
3.0,0.0,1.0,10833.0
3.0,1.0,1.0,4700.0
3.0,1.0,0.0,4300.0
3.0,1.0,0.0,5500.0
2.0,1.0,1.0,2150.0
3.0,1.0,1.0,1650.0
2.0,1.0,1.0,2200.0
3.0,1.0,1.0,6307.5
3.0,1.0,0.0,12700.0
3.0,1.0,0.0,3000.0
3.0,1.0,1.0,1700.0
3.0,1.0,0.0,7500.0
3.0,1.0,1.0,4990.0
0.0,1.0,0.0,12650.0
3.0,1.0,0.0,4800.0
3.0,1.0,1.0,8700.0
3.0,0.0,0.0,6550.0
3.0,1.0,0.0,1200.0
3.0,1.0,1.0,3800.0
3.0,1.0,1.0,950.0
3.0,1.0,1.0,1900.0
3.0,2.0,0.0,14950.0
3.0,1.0,1.0,2964.05
3.0,1.0,0.0,11500.0
3.0,1.0,1.0,2600.0
3.0,1.0,0.0,7000.0
2.0,1.0,1.0,1900.0
2.0,1.0,1.0,1000.0
3.0,1.0,0.0,2000.0
3.0,2.0,1.0,9400.0
3.0,1.0,0.0,4450.0
3.0,2.0,0.0,5200.0
0.0,1.0,1.0,3100.0
3.0,1.0,0.0,9350.0
3.0,1.0,1.0,5750.0
0.0,1.0,1.0,1500.0
3.0,1.0,1.0,1350.0
3.0,0.0,0.0,4700.0
2.0,1.0,1.0,1000.0
3.0,1.0,1.0,948.5
3.0,1.0,1.0,3005.79
3.0,2.0,1.0,150.0
3.0,1.0,1.0,1050.0
3.0,1.0,1.0,1300.0
3.0,1.0,0.0,6500.0
3.0,1.0,1.0,2400.0
3.0,0.0,0.0,3500.0
3.0,1.0,0.0,6500.0
3.0,2.0,1.0,7445.7
3.0,1.0,1.0,1000.0
0.0,1.0,1.0,2000.0
3.0,1.0,1.0,6000.0
0.0,0.0,1.0,2700.0
3.0,1.0,0.0,3000.0
3.0,1.0,1.0,1000.0
3.0,0.0,0.0,5900.0
0.0,1.0,1.0,3500.0
3.0,2.0,0.0,12500.0
3.0,1.0,1.0,1750.0
3.0,1.0,1.0,4500.0
3.0,0.0,0.0,9900.0
3.0,0.0,0.0,23456.0
3.0,1.0,1.0,1790.0
3.0,1.0,1.0,1050.0
3.0,1.0,1.0,592.8
3.0,1.0,1.0,1400.0
3.0,1.0,1.0,2200.0
3.0,1.0,1.0,650.0
3.0,0.0,1.0,10500.0
3.0,1.0,1.0,600.0
3.0,1.0,1.0,3500.0
3.0,1.0,0.0,4200.0
0.0,0.0,0.0,16500.0
3.0,1.0,0.0,6500.0
0.0,1.0,1.0,1000.0
3.0,0.0,0.0,5450.0
3.0,0.0,0.0,10000.0
0.0,1.0,1.0,1185.61
3.0,1.0,1.0,474.25
0.0,1.0,1.0,1400.0
3.0,1.0,0.0,2634.45
3.0,2.0,0.0,3000.0
0.0,1.0,1.0,500.0
3.0,1.0,1.0,1600.0
0.0,1.0,1.0,8300.0
2.0,2.0,0.0,3200.0
3.0,1.0,0.0,18500.0
3.0,0.0,1.0,3082.61
3.0,0.0,0.0,5500.0
3.0,1.0,0.0,2550.0
0.0,2.0,1.0,9999.0
0.0,1.0,1.0,5000.0
3.0,1.0,1.0,1350.0
3.0,1.0,1.0,1250.0
3.0,1.0,0.0,10300.0
3.0,1.0,0.0,6900.0
0.0,0.0,1.0,11000.0
3.0,2.0,1.0,1300.0
3.0,1.0,0.0,5800.0
3.0,1.0,0.0,5200.0
0.0,1.0,1.0,1900.0
3.0,0.0,0.0,7990.0
3.0,2.0,1.0,11500.0
3.0,0.0,1.0,3319.74
0.0,0.0,1.0,8400.0
3.0,1.0,1.0,2700.0
3.0,1.0,1.0,1400.0
3.0,1.0,1.0,300.0
3.0,1.0,1.0,300.0
3.0,0.0,1.0,700.0
0.0,1.0,1.0,8000.0
3.0,0.0,0.0,15500.0
3.0,1.0,1.0,1150.0
3.0,1.0,1.0,1150.0
3.0,1.0,1.0,10000.0
3.0,0.0,0.0,3250.0
3.0,1.0,1.0,1100.0
3.0,1.0,0.0,2100.0
3.0,1.0,1.0,1200.0
3.0,1.0,0.0,14700.0
3.0,1.0,1.0,1050.0
0.0,1.0,1.0,1000.0
0.0,1.0,1.0,1600.0
0.0,1.0,0.0,8000.0
0.0,1.0,0.0,8000.0
3.0,1.0,1.0,900.0
0.0,1.0,1.0,2500.0
0.0,1.0,0.0,8900.0
0.0,1.0,0.0,7150.0
3.0,0.0,1.0,3200.0
3.0,1.0,0.0,6450.0
3.0,1.0,1.0,1550.0
2.0,0.0,0.0,3000.0
0.0,1.0,1.0,2000.0
3.0,1.0,1.0,3199.0
3.0,1.0,1.0,1000.0
0.0,1.0,1.0,1600.0
3.0,1.0,0.0,9150.0
0.0,2.0,1.0,2000.0
3.0,1.0,1.0,500.0
3.0,0.0,0.0,29900.0
3.0,1.0,1.0,1050.0
3.0,2.0,0.0,12500.0
3.0,1.0,0.0,2650.0
3.0,0.0,0.0,10500.0
3.0,0.0,0.0,12400.0
3.0,1.0,1.0,10499.0
3.0,1.0,1.0,2700.0
3.0,0.0,0.0,10600.0
3.0,1.0,1.0,4499.0
3.0,2.0,0.0,21999.0
0.0,1.0,1.0,2608.37
3.0,2.0,0.0,9150.0
0.0,1.0,1.0,11000.0
3.0,1.0,0.0,2000.0
3.0,0.0,0.0,5000.0
0.0,1.0,1.0,900.0
3.0,1.0,1.0,3500.0
3.0,0.0,0.0,20999.0
0.0,2.0,1.0,3200.0
3.0,1.0,0.0,2500.0
3.0,1.0,0.0,13500.0
3.0,2.0,1.0,8500.0
3.0,1.0,1.0,11600.0
0.0,1.0,1.0,800.0
3.0,1.0,1.0,7000.0
0.0,1.0,0.0,8500.0
