ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
554,Kalle,6.25,male,Unknown Mix,2/17/14,2/17/14,2/21/14,brown,short,medium,nan,nan,nan,yes,yes,yes,nan,nan
374,Masni,7.25,female,Unknown Mix,1/9/14,3/6/14,2/18/14,brown,short,small,no,nan,yes,no,yes,yes,yes,garden
495,Babér,8.75,female,Dachshund Mix,2/1/14,2/1/14,2/20/14,black and tan,short,small,nan,nan,nan,nan,nan,nan,nan,nan
6812,Dió,6.75,male,Unknown Mix,6/1/13,6/1/13,2/15/14,apricot,wirehaired,medium,no,yes,yes,yes,no,yes,no,both flat and garden
552,Jenny,8.75,female,Unknown Mix,2/17/14,2/17/14,2/21/14,brown and white,short,medium,nan,nan,nan,yes,yes,yes,nan,nan
551,Siberia,7.33,male,Siberian Husky,2/17/14,2/17/14,2/21/14,black and white,short,medium,nan,nan,yes,yes,nan,nan,nan,nan
559,Dylen,6.5,male,Unknown Mix,2/18/14,2/18/14,2/21/14,yellow-brown,wirehaired,medium,nan,nan,nan,yes,nan,yes,nan,nan
483,Lili,7.25,female,Labrador Retriever Mix,9/13/13,9/13/13,2/18/14,black,short,medium,yes,nan,nan,nan,nan,nan,nan,nan
556,Harro,6.83,male,Unknown Mix,2/17/14,2/17/14,2/21/14,white,wirehaired,medium,nan,nan,nan,nan,nan,nan,nan,nan
492,Szálka,5.92,male,Unknown Mix,1/15/14,1/15/14,2/20/14,apricot,short,large,yes,nan,nan,nan,nan,nan,nan,nan
558,Achaz,6.17,male,Unknown Mix,2/17/14,2/17/14,2/21/14,black and white,short,medium,nan,nan,nan,yes,yes,yes,nan,nan
808,Bájos,7.92,female,Bolognese, Puli Mix,12/8/13,12/8/13,2/14/14,gray and black,medium,small,yes,nan,yes,yes,yes,yes,nan,both flat and garden
547,Sweety,6.08,male,Unknown Mix,2/14/14,2/14/14,2/20/14,black and brown,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
543,Maike,7.0,male,Unknown Mix,2/14/14,2/14/14,2/20/14,black,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
1080,Lompos,8.67,male,Border Collie, Mudi Mix,5/3/11,5/3/11,2/2/14,black,medium,medium,nan,nan,yes,nan,yes,yes,nan,nan
1066,Zorro,9.33,male,Pumi, Schnauzer Mix,1/17/14,1/17/14,1/27/14,gray,long,small,nan,nan,nan,nan,nan,nan,nan,nan
2135,Adu/Borzas,6.08,male,Unknown Mix,1/31/14,2/22/14,2/1/14,black,wirehaired,medium,yes,nan,yes,yes,yes,yes,nan,garden
526,Picur,10.0,male,Unknown Mix,1/21/14,1/21/14,1/22/14,sable,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
413,Fefe,8.83,male,Unknown Mix,12/30/13,12/30/13,1/27/14,black,short,large,nan,nan,nan,nan,nan,nan,nan,nan
530,Fips,6.25,male,Unknown Mix,1/30/14,1/30/14,1/31/14,black,wirehaired,medium,nan,nan,nan,nan,yes,yes,nan,nan
420,Szürkécske,6.83,female,Terrier Mix,9/13/13,9/13/13,1/27/14,gray,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
411,Ditta,6.83,female,Staffordshire Terrier Mix,12/30/13,12/30/13,1/27/14,striped,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
537,Luca,6.75,female,Unknown Mix,1/30/14,1/30/14,1/31/14,brown,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
540,Carly,6.92,female,Unknown Mix,1/31/14,1/31/14,1/31/14,brown,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
536,Lou,6.08,male,Unknown Mix,1/30/14,1/30/14,1/31/14,yellow-brown,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
535,Lana,6.08,female,Unknown Mix,1/30/14,1/30/14,1/31/14,black,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
417,Marina,7.83,female,Labrador Retriever Mix,9/13/13,9/13/13,1/27/14,black,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
412,Abigél,6.83,female,Unknown Mix,10/18/13,10/18/13,1/27/14,brown and white,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
6800,nan,7.08,male,Puli, Pumi Mix,1/28/14,1/28/14,1/29/14,black,long,medium,nan,nan,yes,nan,nan,nan,nan,nan
275,Holle Anyó,16.83,female,Labrador Retriever Mix,12/23/12,1/1/13,1/21/14,apricot,short,medium,yes,yes,yes,yes,yes,yes,yes,flat
541,Chester,7.0,male,Unknown Mix,1/31/14,1/31/14,1/31/14,black,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
366,Artúr,7.33,male,Dachshund, German Shepherd Dog Mix,8/1/12,1/29/14,1/29/14,black and brown,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
527,Rana,7.5,female,Unknown Mix,1/24/14,1/24/14,1/25/14,golden,medium,medium,nan,nan,nan,yes,yes,yes,yes,nan
340,Tökmag,9.83,female,German Shepherd Dog Mix,8/4/13,8/4/13,1/21/14,saddle back,short,medium,yes,nan,yes,yes,nan,nan,nan,both flat and garden
307,Mirco,11.67,male,Sarplaninac,11/12/13,1/14/14,1/11/14,gray and black,long,large,yes,nan,yes,nan,nan,yes,nan,garden
1062,Csivit,9.17,male,Unknown Mix,12/4/13,12/4/13,1/5/14,black and white,short,large,yes,nan,yes,nan,yes,yes,nan,both flat and garden
8,nan,7.17,female,Unknown Mix,12/2/13,1/14/14,1/8/14,gray and black,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
515,Arno,7.75,male,German Shepherd Dog Mix,1/3/14,1/3/14,1/3/14,black and brown,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
6,nan,6.17,female,Unknown Mix,12/2/13,12/2/13,1/8/14,brown,short,medium,nan,nan,nan,nan,nan,nan,nan,both flat and garden
470,Lõrinc,8.83,male,Mudi Mix,12/19/13,12/19/13,1/16/14,black,medium,medium,yes,nan,nan,nan,nan,nan,nan,nan
462,Baba,7.83,female,Dachshund Mix,9/13/13,9/13/13,1/16/14,brown and white,short,small,nan,nan,nan,nan,nan,nan,nan,nan
514,Rozina,7.33,female,Unknown Mix,1/3/14,1/3/14,1/3/14,black,short,medium,nan,nan,nan,yes,yes,yes,nan,nan
881,Frida,12.08,female,German Shepherd Dog,1/15/14,1/15/14,1/15/14,sable,short,medium,no,nan,yes,nan,nan,nan,nan,both flat and garden
10,Pepe,6.83,male,Dachshund Mix,8/22/13,1/8/14,1/9/14,tricolor,short,small,yes,nan,yes,yes,yes,yes,yes,both flat and garden
513,Marco,8.25,male,Dachshund Mix,1/3/14,1/3/14,1/3/14,black,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
516,Virginia,10.92,female,Unknown Mix,1/3/14,1/3/14,1/3/14,black and brown,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
7,nan,6.42,female,German Shepherd Dog Mix,12/2/13,1/14/14,1/8/14,black and brown,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
518,Bessy,6.17,female,Unknown Mix,1/8/14,1/8/14,1/9/14,saddle back,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
465,Jakab,6.83,male,Hound Mix,12/19/13,12/19/13,1/16/14,brown,short,large,yes,nan,nan,nan,nan,nan,nan,nan
522,Carlo,10.92,male,Unknown Mix,1/8/14,1/8/14,1/9/14,black,wirehaired,medium,nan,nan,yes,nan,nan,nan,nan,nan
702,Dener,12.92,male,Unknown Mix,12/29/13,12/29/13,1/3/14,brown,short,large,no,nan,yes,yes,yes,yes,nan,both flat and garden
521,Primus,16.92,male,German Shepherd Dog,1/8/14,1/8/14,1/9/14,sable,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
519,Sunny,10.17,female,Unknown Mix,1/8/14,1/8/14,1/9/14,white,short,medium,nan,nan,yes,yes,yes,yes,nan,nan
1067,Juhász,11.0,male,Kuvasz,12/18/13,12/18/13,1/6/14,white,medium,large,yes,nan,yes,nan,yes,yes,nan,garden
2256,Betyárka,14.33,male,Unknown Mix,12/29/13,12/29/13,1/1/14,saddle back,short,large,nan,nan,yes,nan,yes,yes,nan,both flat and garden
6732,Rózi,8.92,female,Hungarian Vizsla, Labrador Retriever Mix,12/7/13,12/7/13,12/17/13,yellow,short,medium,nan,nan,yes,nan,no,no,no,garden
56,Rómeó,11.92,male,Unknown Mix,1/1/08,1/1/08,12/17/13,gray and white,short,large,yes,nan,nan,nan,yes,yes,nan,both flat and garden
262,Dumbi,7.0,female,Golden Retriever, Setter, Vizsla Mix,10/30/13,10/30/13,12/9/13,brown and white,medium,medium,nan,nan,yes,yes,yes,nan,nan,both flat and garden
504,Dina,15.92,female,Unknown Mix,1/2/14,1/2/14,1/2/14,brown and white,short,medium,nan,nan,nan,yes,nan,nan,nan,nan
498,Pötyi,8.17,female,Unknown Mix,12/13/13,12/13/13,12/16/13,black and white,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
506,Castor,7.75,male,Siberian Husky Mix,1/2/14,1/2/14,1/2/14,black and white,short,medium,nan,nan,nan,yes,nan,nan,nan,nan
6715,nan,10.08,female,Bolognese, Havanese,11/29/13,11/29/13,12/3/13,white,long,small,nan,nan,nan,nan,nan,nan,nan,nan
499,Inca,7.25,female,Unknown Mix,10/1/13,10/1/13,12/31/13,black and brown,short,medium,nan,nan,nan,yes,yes,yes,nan,nan
496,Helena,7.17,female,Unknown Mix,12/13/13,12/13/13,12/16/13,yellow-brown,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
508,Franklin,9.17,male,German Shepherd Dog,1/2/14,1/2/14,1/2/14,sable,short,medium,nan,nan,nan,yes,nan,yes,nan,nan
6755,nan,6.92,male,Unknown Mix,1/1/14,1/1/14,1/2/14,yellow-brown,short,medium,nan,nan,yes,yes,yes,yes,nan,nan
1009,Stefán,7.75,male,Belgian Malinois, Hungarian Vizsla Mix,9/27/13,9/27/13,12/3/13,brown,short,medium,nan,nan,nan,nan,nan,yes,nan,nan
501,Bobby,6.25,male,German Shepherd Dog Mix,1/2/14,1/2/14,1/2/14,black and brown,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
6719,Mira,13.67,female,Puli, Schnauzer, Spaniel Mix,6/10/06,6/10/06,12/7/13,black,long,medium,no,yes,yes,yes,nan,nan,no,garden
500,Zoya,15.92,female,Unknown Mix,1/1/14,1/1/14,1/2/14,yellow-brown,short,medium,nan,nan,nan,yes,yes,yes,nan,nan
22,Keverék Kislány,6.08,female,Unknown Mix,12/29/13,12/29/13,12/30/13,black,short,medium,no,nan,yes,yes,yes,yes,yes,both flat and garden
1019,Temes,7.5,male,Labrador Retriever Mix,11/15/13,11/15/13,12/4/13,black,short,medium,nan,nan,yes,nan,nan,nan,nan,nan
507,Conny,6.83,female,Unknown Mix,1/2/14,1/2/14,1/2/14,white,short,medium,nan,nan,nan,yes,nan,nan,nan,nan
502,Buddy,6.25,male,German Shepherd Dog Mix,1/2/14,1/2/14,1/2/14,black and brown,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
95,Bobi,7.92,male,Unknown Mix,6/30/13,11/5/13,11/4/13,gray,short,large,no,nan,yes,yes,nan,nan,nan,garden
467,Amalia,6.92,female,Unknown Mix,10/14/13,10/14/13,10/14/13,brown and white,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
1300,Rágcsa,8.08,male,Unknown Mix,5/27/13,10/18/13,10/18/13,brown,short,medium,no,nan,yes,nan,no,yes,nan,garden
1292,Lelenc,7.5,female,Unknown Mix,7/3/13,10/1/13,10/8/13,black and white,short,large,no,nan,yes,nan,yes,yes,nan,garden
18,Nugát,7.42,male,German Pointer Mix,9/15/13,9/15/13,10/8/13,brown,short,medium,yes,nan,yes,yes,yes,yes,yes,flat
16,Brikett,8.17,male,Schnauzer Mix,9/15/13,9/15/13,10/7/13,black,wirehaired,medium,yes,nan,yes,yes,yes,yes,nan,both flat and garden
6667,Béla,7.25,male,Unknown Mix,11/10/12,11/8/13,11/8/13,black and tan,short,medium,no,nan,yes,nan,nan,nan,no,both flat and garden
2244,Buksi,6.75,female,Unknown Mix,9/14/13,9/14/13,10/27/13,apricot,short,medium,yes,nan,nan,yes,yes,yes,nan,both flat and garden
348,Amina,9.08,female,Unknown Mix,7/10/13,10/29/13,10/29/13,brown and white,short,medium,no,nan,yes,yes,yes,yes,yes,both flat and garden
478,Flexy,10.75,male,Unknown Mix,10/14/13,10/14/13,10/14/13,black and brown,short,medium,nan,nan,nan,yes,nan,nan,nan,nan
17,Blikk,6.5,male,Bernese Mountain Dog, Dachshund Mix,9/15/13,9/15/13,10/7/13,tricolor,medium,small,no,nan,yes,yes,yes,yes,yes,both flat and garden
347,Blacky,9.08,male,American Pit Bull Terrier, Staffordshire Terrier Mix,7/10/13,10/29/13,10/29/13,black and white,short,large,yes,nan,yes,nan,no,no,no,garden
135,Snoopy,8.17,female,Doberman Mix,11/11/11,11/11/11,10/2/13,black,short,medium,yes,nan,yes,yes,yes,yes,nan,both flat and garden
6663,Mudika,7.08,male,Mudi Mix,10/11/13,11/5/13,11/6/13,black,medium,small,nan,nan,yes,yes,yes,yes,nan,both flat and garden
489,Sue,6.92,female,Unknown Mix,11/12/13,11/12/13,11/12/13,brown and white,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
6668,Tom,7.25,male,Unknown Mix,11/10/12,11/8/13,11/8/13,black,short,medium,no,nan,yes,nan,yes,yes,no,both flat and garden
19,Luca,8.17,female,Unknown Mix,5/1/13,5/1/13,10/8/13,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
122,Negro,11.0,male,Briard Mix,7/1/11,7/1/11,11/14/13,black,long,large,yes,nan,yes,yes,yes,nan,nan,both flat and garden
6678,Zoé,11.0,female,German Shepherd Dog,10/20/13,10/20/13,11/16/13,brown,short,large,nan,yes,yes,yes,nan,nan,nan,nan
1022,Sophy,9.92,female,German Shepherd Dog Mix,8/25/13,8/25/13,10/1/13,black and tan,short,medium,yes,nan,yes,nan,yes,yes,nan,both flat and garden
31,Szõrmók,14.92,male,Unknown Mix,1/1/06,1/1/06,9/24/13,saddle back,medium,large,yes,nan,yes,nan,yes,yes,nan,both flat and garden
25,Totó,7.17,male,Siberian Husky Mix,9/17/13,9/17/13,9/23/13,black and white,short,medium,no,nan,yes,yes,yes,yes,nan,garden
9,Dani,10.08,male,Staffordshire Terrier Mix,12/1/09,12/1/09,9/23/13,black and white,short,large,nan,nan,yes,nan,yes,yes,nan,nan
6587,nan,11.17,male,Unknown Mix,9/24/13,9/24/13,9/25/13,black,short,medium,nan,nan,yes,nan,yes,yes,yes,garden
29,Rozsdi,14.42,male,Unknown Mix,1/1/10,1/1/10,9/24/13,brown and white,short,large,nan,nan,yes,nan,yes,yes,nan,both flat and garden
463,Teo,7.75,male,Unknown Mix,9/26/13,9/26/13,9/30/13,black,short,medium,nan,nan,nan,yes,yes,yes,nan,nan
23,Maci,16.17,male,Unknown Mix,1/1/10,1/1/10,9/23/13,brown and white,short,large,nan,nan,yes,nan,nan,nan,nan,nan
552,Tüske,15.92,male,Collie Mix,9/13/13,10/20/13,9/25/13,tricolor,long,medium,nan,yes,yes,yes,yes,yes,nan,both flat and garden
1,Tigó,10.92,male,German Shepherd Dog, Labrador Retriever, Staffordshire Terrier Mix,3/10/13,8/1/13,9/25/13,black and brown,medium,large,yes,yes,yes,no,yes,yes,yes,garden
10,Dönci,14.92,male,Old German Shepherd Mix,1/1/10,1/1/10,9/23/13,brown and white,long,medium,nan,nan,nan,nan,nan,yes,nan,nan
548,Napé,6.58,female,Dachshund Mix,9/13/13,10/10/13,9/24/13,saddle back,short,small,nan,yes,yes,yes,yes,yes,nan,both flat and garden
25,Málna,12.92,female,Unknown Mix,7/22/07,7/22/07,9/24/13,black and brown,long,medium,yes,nan,yes,nan,yes,yes,nan,nan
464,Anka,8.92,female,Unknown Mix,9/26/13,9/26/13,9/30/13,black,short,medium,nan,nan,nan,yes,nan,nan,nan,nan
7,Béni,13.92,male,Beagle, Dachshund Mix,1/1/10,1/1/10,9/23/13,tricolor,short,small,no,nan,yes,nan,nan,yes,nan,both flat and garden
451,Martina,7.75,female,Labrador Retriever Mix,9/20/13,9/20/13,9/26/13,black,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
17,Fruzsi,14.17,female,Schnauzer Mix,1/1/10,1/1/10,9/23/13,gray and white,medium,medium,yes,nan,yes,nan,nan,nan,nan,nan
550,Patak,6.83,female,Dachshund Mix,9/10/13,10/11/13,9/25/13,black and tan,medium,small,nan,yes,yes,yes,yes,yes,nan,both flat and garden
457,Stella,15.92,female,German Shepherd Dog,9/25/13,9/25/13,9/30/13,saddle back,short,medium,nan,nan,nan,nan,yes,nan,nan,nan
546,Prímás,8.33,male,Dachshund Mix,9/10/13,10/10/13,9/24/13,black and tan,short,small,nan,yes,yes,yes,yes,yes,nan,both flat and garden
547,Celi,7.0,male,Rottweiler Mix,9/12/13,10/12/13,9/24/13,black and tan,short,large,nan,yes,yes,yes,yes,yes,nan,both flat and garden
6524,Blöki,7.25,male,German Shepherd Dog, Rottweiler, Staffordshire Terrier Mix,8/21/13,8/21/13,8/22/13,sable,short,medium,no,nan,yes,yes,nan,yes,nan,both flat and garden
437,Zsani,14.92,female,Dachshund Mix,8/29/13,8/29/13,9/1/13,brown,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
6565,Lédi,7.17,female,German Shepherd Dog,9/13/12,9/13/12,9/13/13,black and tan,short,large,nan,yes,yes,yes,nan,nan,nan,both flat and garden
445,Hilda,7.75,female,Unknown Mix,9/16/13,9/16/13,9/20/13,brown,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
2071,Bundás,7.92,male,Terrier Mix,8/31/13,8/31/13,9/4/13,black and white,medium,medium,yes,nan,yes,nan,nan,nan,nan,garden
544,Chagall,7.17,male,German Shepherd Dog Mix,8/10/13,9/15/13,8/20/13,sable,medium,large,nan,yes,yes,yes,yes,yes,nan,both flat and garden
132,Betti,8.25,female,German Shepherd Dog Mix,8/21/13,9/5/13,8/21/13,sable,medium,large,no,nan,yes,yes,nan,yes,nan,garden
2,Rachel,13.25,female,Rhodesian Ridgeback Mix,7/26/13,7/26/13,9/14/13,red,short,large,nan,nan,nan,nan,nan,nan,nan,nan
431,Jessica,6.75,female,Unknown Mix,8/23/13,8/23/13,8/27/13,golden,short,medium,nan,nan,nan,yes,yes,yes,nan,nan
543,Sharon,14.33,female,Beagle,8/5/13,8/5/13,8/20/13,tricolor,short,medium,nan,yes,yes,yes,yes,yes,nan,both flat and garden
362,Filou,12.25,male,German Pointer Mix,4/26/13,9/11/13,9/11/13,black and white,short,medium,nan,nan,yes,no,nan,nan,nan,both flat and garden
3,Panka,14.92,female,German Shepherd Dog Mix,1/1/05,1/1/05,9/20/13,black and brown,short,large,yes,nan,nan,nan,nan,nan,nan,nan
137,Gábor,8.25,male,Siberian Husky Mix,9/10/13,9/10/13,9/10/13,yellow,short,medium,nan,nan,yes,nan,yes,nan,nan,both flat and garden
447,Herta,7.25,female,Unknown Mix,9/16/13,9/16/13,9/20/13,brown and white,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
2059,Kabóca,7.5,female,Unknown Mix,8/22/13,9/14/13,8/25/13,black,wirehaired,medium,yes,nan,yes,nan,yes,yes,nan,garden
6,Amália,13.17,female,Unknown Mix,1/1/10,1/1/10,9/23/13,yellow-brown,long,large,yes,nan,yes,nan,yes,nan,nan,both flat and garden
33,Szemi,7.25,female,Unknown Mix,8/23/13,8/23/13,8/26/13,tricolor,short,large,yes,nan,nan,nan,nan,nan,nan,garden
2172,Macky,6.5,male,Unknown Mix,9/1/13,9/1/13,9/16/13,yellow-brown,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
5,Alma,12.92,female,Unknown Mix,1/1/07,1/1/07,9/20/13,gray and black,long,medium,yes,nan,nan,nan,nan,nan,nan,nan
438,Zsombi,14.92,male,Dachshund Mix,8/29/13,8/29/13,9/1/13,brown,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
130,Gergõ,6.67,male,Unknown Mix,8/19/13,9/4/13,8/19/13,black,short,medium,nan,nan,yes,yes,yes,yes,nan,both flat and garden
2221,Anda,7.5,female,Labrador Retriever Mix,7/17/13,7/17/13,8/17/13,black,short,large,no,nan,yes,yes,yes,yes,nan,garden
6512,nan,9.25,male,Pinscher Mix,8/10/13,8/10/13,8/14/13,black and brown,short,small,nan,nan,yes,nan,nan,nan,nan,nan
542,Legra,7.17,female,Labrador Retriever Mix,8/6/13,9/14/13,8/20/13,black,short,large,nan,yes,yes,yes,yes,yes,nan,both flat and garden
800,Sarah,11.17,female,Unknown Mix,2/10/10,2/10/10,8/15/13,apricot,short,medium,yes,nan,yes,yes,yes,nan,nan,garden
541,Havana,8.33,female,Unknown Mix,8/10/13,9/15/13,8/20/13,black,short,medium,nan,yes,yes,yes,yes,yes,nan,both flat and garden
14,Brico,6.75,male,Unknown Mix,3/14/13,3/14/13,8/16/13,striped,wirehaired,medium,yes,nan,yes,yes,yes,yes,yes,both flat and garden
69,Tarzán,7.92,male,Terrier Mix,6/23/13,8/20/13,8/20/13,yellow-brown,medium,large,no,nan,yes,nan,yes,yes,nan,garden
6508,nan,6.67,male,Dachshund Mix,8/2/13,8/2/13,8/9/13,yellow-brown,short,small,no,yes,yes,yes,yes,yes,nan,nan
1263,Prücsi,10.33,female,Unknown Mix,1/16/13,8/14/13,8/14/13,yellow-brown,short,large,yes,nan,yes,nan,yes,yes,nan,garden
1259,Csilla,7.0,female,German Shepherd Dog Mix,7/5/13,8/13/13,8/13/13,black and brown,short,large,no,nan,yes,nan,yes,yes,nan,garden
11,Borika,8.25,female,Pinscher Mix,8/5/13,8/5/13,8/16/13,brown,short,small,yes,nan,yes,yes,yes,yes,no,both flat and garden
127,Panna,6.5,female,Bull Terrier Mix,8/5/13,8/5/13,8/19/13,yellow,short,medium,yes,nan,yes,yes,yes,yes,yes,nan
10,Borcsa,14.33,female,Unknown Mix,8/5/13,8/1/13,8/15/13,black and tan,short,medium,yes,nan,yes,yes,yes,no,nan,both flat and garden
9,Ricsi,7.67,male,Labrador Retriever, Rhodesian Ridgeback Mix,1/1/13,1/1/13,8/15/13,golden,short,large,yes,nan,yes,yes,yes,yes,no,both flat and garden
15,Bond,6.75,male,Unknown Mix,3/14/13,3/14/13,8/16/13,brown and white,wirehaired,medium,yes,nan,yes,yes,yes,yes,yes,both flat and garden
13,Benga,6.75,male,Unknown Mix,3/14/13,3/14/13,8/16/13,gray,medium,medium,yes,nan,yes,yes,yes,yes,yes,both flat and garden
126,Pocok,6.5,female,Bull Terrier Mix,8/5/13,8/5/13,8/19/13,striped,short,medium,yes,nan,yes,yes,yes,yes,yes,nan
6509,Ismeretlen...,7.33,male,Fox Terrier,8/7/13,8/7/13,8/10/13,black and white,short,small,no,nan,yes,yes,yes,yes,yes,both flat and garden
799,Robi,12.17,male,Labrador Retriever Mix,3/10/10,3/10/10,8/15/13,apricot,short,large,nan,nan,yes,nan,nan,yes,nan,garden
536,Chili,6.67,male,Unknown Mix,6/28/13,8/20/13,7/31/13,brown,short,medium,nan,yes,yes,yes,yes,yes,nan,both flat and garden
6486,Fuchur A Sárkány,6.67,male,Border Collie, Labrador Retriever, White Swiss Shepherd Mix,4/6/13,4/6/13,7/28/13,golden,medium,medium,no,no,yes,yes,yes,yes,yes,nan
979,Ében,6.58,male,Unknown Mix,7/9/13,8/12/13,7/24/13,black,medium,small,nan,nan,yes,yes,yes,yes,nan,nan
3477,nan,7.33,male,Unknown Mix,7/21/13,7/21/13,7/21/13,yellow-brown,medium,medium,nan,nan,nan,nan,nan,nan,nan,nan
539,Somló,11.83,female,Dachshund Mix,7/4/13,8/25/13,8/2/13,brown,short,small,nan,yes,yes,yes,yes,yes,nan,both flat and garden
418,Boogie,13.92,male,Dogo Argentino Mix,7/22/13,7/22/13,7/22/13,spotty,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
8,Berci,8.33,male,Unknown Mix,9/25/12,9/25/12,8/3/13,black,short,medium,nan,nan,yes,nan,nan,nan,nan,nan
6487,Nanny,7.83,female,German Shepherd Dog, Labrador Retriever Mix,9/1/12,9/1/12,7/28/13,golden,short,medium,no,yes,yes,yes,yes,no,yes,nan
443,Bogár,7.83,male,Unknown Mix,6/4/13,6/4/13,7/26/13,black,medium,medium,yes,nan,nan,nan,nan,nan,nan,nan
456,Tomi És Rani,11.33,male,Unknown Mix,6/15/13,6/15/13,7/26/13,black,wirehaired,medium,yes,nan,nan,nan,nan,nan,nan,nan
421,Rosa,7.75,female,Unknown Mix,7/31/13,7/31/13,8/1/13,black,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
3480,Fondû,7.0,female,Chinese Shar-Pei, Labrador Retriever Mix,7/1/13,7/1/13,7/29/13,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,nan,both flat and garden
447,Csöpi,7.33,female,Terrier Mix,7/10/13,7/10/13,7/26/13,black,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
455,Mimi,7.33,female,Unknown Mix,7/10/13,7/10/13,7/26/13,gray,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
3481,nan,7.42,male,Pekingese, Spitz Mix,7/31/13,8/15/13,8/6/13,black and white,medium,small,no,nan,yes,nan,nan,nan,nan,flat
5,nan,11.83,female,German Shepherd Dog Mix,7/26/13,8/11/13,7/30/13,black and brown,short,small,no,nan,yes,yes,nan,nan,nan,garden
105,Juanita,6.92,female,Dogo Argentino,6/20/13,6/20/13,7/25/13,white,short,medium,yes,nan,yes,yes,yes,yes,nan,both flat and garden
416,Annabell,7.25,female,Unknown Mix,7/19/13,7/19/13,7/21/13,brown,short,medium,nan,nan,nan,nan,yes,yes,nan,nan
446,Csillag,7.08,male,Unknown Mix,6/15/13,6/15/13,7/26/13,black and brown,short,large,yes,nan,nan,nan,nan,nan,nan,nan
538,Nanook,7.33,male,German Shepherd Dog Mix,7/10/13,8/20/13,8/1/13,sable,medium,large,nan,yes,yes,yes,yes,yes,nan,both flat and garden
983,Habarcs,11.58,female,Unknown Mix,5/20/10,5/20/10,7/8/13,tricolor,short,medium,yes,nan,nan,nan,nan,nan,nan,both flat and garden
121,Pixie,6.67,female,Staffordshire Terrier Mix,5/28/13,5/28/13,7/10/13,black and brown,short,medium,yes,nan,yes,yes,nan,nan,nan,nan
3,Süti,6.75,male,Unknown Mix,6/20/13,6/20/13,7/11/13,tricolor,short,medium,no,nan,yes,yes,nan,nan,yes,both flat and garden
1,Bozont,8.92,male,Schnauzer Mix,5/18/13,5/18/13,7/11/13,striped,short,small,no,nan,yes,yes,no,no,no,both flat and garden
984,Rába,9.33,male,Belgian Sheepdog, German Shepherd Dog Mix,9/15/10,9/15/10,7/8/13,tricolor,short,medium,yes,nan,yes,nan,yes,yes,nan,both flat and garden
6472,nan,10.33,male,Bolognese, Havanese, Maltese,7/17/13,7/17/13,7/17/13,brown and white,medium,small,no,nan,yes,nan,yes,yes,nan,flat
413,Turbo,7.58,male,Unknown Mix,6/27/13,6/27/13,6/28/13,black,short,medium,nan,nan,nan,nan,nan,nan,nan,nan
533,Larissa,7.08,female,Unknown Mix,6/2/13,8/10/13,7/20/13,black and brown,short,medium,nan,yes,yes,yes,yes,yes,nan,both flat and garden
981,Galiba,14.58,male,Unknown Mix,4/20/10,4/20/10,7/8/13,yellow,medium,medium,yes,nan,yes,nan,nan,nan,nan,both flat and garden
979,Gyáli Gizmó,10.83,male,Unknown Mix,3/10/10,3/10/10,7/8/13,black,short,medium,yes,nan,nan,nan,yes,yes,nan,garden
